that's awesome; I'm glad we live in this wicked sweet world!!
100.00%: 
14.04%:  I
0.01%:  it's more like a child's game with
0.01%:  he is called
0.01%:  I think he's dead so we'
0.01%:  I never did get
0.01%:  we'll leave
0.01%:  these were all things
0.01%:  that doesn't work;
0.01%:  I'd like to change the words
0.01%:  this whole time I've missed
0.01%:  I was making the words
0.01%:  it's named the '
0.01%:  this is the world we lived in last week as
0.01%:  I lied; it
0.03%:  I lied; it's called
0.03%:  I lied; it's the
0.02%:  I lied; it's the world
0.02%:  I lied; it's the world we live
0.01%:  I lied; it was
0.01%:  I lied; it's called the
0.01%:  the song was called
0.01%:  that's the world we lived in last week; I mess
0.01%:  I'd like to have words
0.01%:  that's more like his sem
0.01%:  it's me who's called
0.01%:  what is the
0.01%:  he's still alive; he wrote a
0.01%:  there's now like a
0.01%:  these vers
0.01%:  I missed the whole
0.01%:  this makes me wish I'd called
0.01%:  he missed that
0.01%:  it's so awesome I'
0.01%:  wait I think he's alive
0.01%:  this might work well
0.01%:  it's making me throw
0.01%:  it's clear this
0.01%:  what he did was write some sem
0.01%:  we had the
0.01%:  I think it's called game
0.01%:  I think it's time we called
0.01%:  that's how I came
0.01%:  he never looked
0.01%:  that's the world we'd all
0.01%:  this is the least clever
0.01%:  I write that
0.01%:  we don't have the words
0.01%:  we've called him other
0.01%:  we still have time
0.01%:  he's still alive; I think we'
0.03%:  he's still alive; I think we're good
0.01%:  what were
0.02%:  what were we even
0.01%:  all I've done is add
0.01%:  he's still alive so he gets to write
0.01%:  one
0.01%:  how did this even
0.01%:  I've no idea what it's like where
0.01%:  what he did is make
0.01%:  I might have liked it more
0.01%:  that's like his middle name or
0.01%:  it's what he calls
0.01%:  we still have to decide what we
0.10%:  we still have to decide what we're doing
0.01%:  I'm glad this is the world we live in '
0.01%:  it's more like seven
0.01%:  it's chaos
0.01%:  this has never
0.01%:  I wrote it down while
0.01%:  it's called his sem
0.01%:  I kinda dig
0.03%:  I kinda dig this
0.04%:  I kinda dig this world
0.01%:  I kinda wish he'd get
0.01%:  I've still got his
0.01%:  what are
0.01%:  what are we
0.02%:  what are we doing
0.01%:  what are we doing with
0.01%:  it seems like he'd
0.01%:  we call the sem
0.01%:  his work was less
0.01%:  we said
0.01%:  it's a little weird how we got
0.01%:  he died last week so we
0.01%:  I think this'
0.01%:  I wish he'd called
0.01%:  all the work was
0.01%:  I've made him that so
0.01%:  mine was the
0.01%:  all I've done here is switch
0.01%:  it threw
0.01%:  I still think we
0.01%:  I still think we'
0.01%:  it's making me wish we'd all
0.01%:  it's all made me
0.01%:  I kinda love
0.01%:  I wrote this while asking
0.01%:  I wrote his w
0.01%:  I think the world is
0.01%:  the later
0.01%:  it was more him
0.01%:  he was at
0.01%:  I'd still like to see the
0.01%:  I'd like to avoid
0.01%:  we live in the same
0.91%:  we live in the same world we did
0.15%:  we live in the same world we'
0.04%:  we live in the same world as
0.03%:  we live in the same world we did last
0.03%:  we live in the same world with
0.03%:  we live in the same world as we
0.03%:  we live in the same world we did last week!!
0.02%:  we live in the same world we did last week;
0.03%:  we live in the same world we did last week; I'
0.02%:  we live in the same world we'd
0.01%:  we've all agreed that's the new
0.01%:  we'll have to get
0.01%:  let's remove
0.01%:  he's not real
0.01%:  he did write the sem
0.01%:  I wrote the last line
0.01%:  I'd have to write the
0.01%:  it's still a thing where we
0.01%:  how did we get to this
0.01%:  that was the world we lived in like 
0.01%:  I'd have called
0.01%:  I'd like to have a
0.01%:  this is making me th
0.01%:  he's still alive and makes
0.01%:  it's al
0.01%:  I've listed
0.01%:  let's ignore him
0.01%:  we live in the same world we did two
0.03%:  we live in the same world we did two weeks
0.01%:  I can't write this while
0.01%:  we've still got his
0.01%:  we gave that
0.01%: ; I think
0.01%:  it's given him the latter
0.01%:  now that we're this
0.01%:  that seems like it'd give
0.01%:  what I meant was he
0.02%:  what I meant was he's like
0.01%:  he's still alive and it's weird
0.01%:  there is a whole
0.01%:  I think we'd all agree it's the most
0.01%:  it's more like he did his
0.01%:  we've all agreed it's a
0.01%:  this is what I do
0.01%:  I'm still not clear
0.01%:  that was like eight
0.02%:  that was like eight words
0.01%:  where'd he
0.01%:  that made the
0.01%:  that's not where I
0.01%:  it's called the worst
0.01%:  he doesn't like them
0.01%:  this was the world we lived in last
0.05%:  this was the world we lived in last week;
0.06%:  this was the world we lived in last week; I'
0.03%:  this was the world we lived in last week!!
0.01%:  this was the world we lived in last week; I'd
0.01%:  I think the term'
0.01%:  I think he said '
0.01%:  it's more like he's hated
0.01%:  it was three
0.01%:  it doesn't matter which we've made
0.01%:  no he died
0.01%:  I think it's dead
0.01%:  we call it '
0.01%:  that's a little word
0.01%:  what's weird is that'
0.01%:  there's a whole stack
0.01%:  while we're at it let's name
0.01%:  this is kinda great
0.01%:  it was like this whole
0.01%:  it doesn't work with the mel
0.01%:  all I did was m
0.01%:  I like this world we
0.01%:  it never gets called
0.01%:  I'm glad we never talked
0.01%:  I agree with the second
0.01%:  that's the second time I've read
0.01%:  I threw it
0.01%:  he's dead so it's weird to
0.03%:  he's dead so it's weird to call him a
0.01%:  it's too hard
0.01%:  while we're at it I think we'll go
0.01%:  that's more like it
0.01%:  we've all agreed this is now
0.01%:  I have no idea how we'd
0.01%:  I lied he's never
0.01%:  that's legit
0.01%:  I might have to write some
0.01%:  while I'm on
0.01%:  there's good
0.01%:  it's a video game which
0.01%:  there's a video game that's kind
0.01%:  I don't recall how he
0.01%:  while I'm at it let
0.04%:  while I'm at it let's give
0.04%:  while I'm at it let's give him
0.03%:  while I'm at it let's give the
0.05%:  while I'm at it let's give the award
0.03%:  while I'm at it let's change
0.03%:  while I'm at it let's make
0.01%:  while I'm at it let me
0.01%:  the world we live in is me
0.01%:  I did not
0.03%:  I did not write
0.01%:  I did not make
0.01%:  it makes him dead
0.01%:  there's like a whole video
0.01%:  we think he's alive
0.01%:  no that's like
0.01%:  let's not
0.01%:  sir this
0.01%:  there's like lots
0.01%:  he's still alive; I got
0.01%:  he gave that
0.01%:  we call these two
0.01%:  while we're at it we've got
0.01%:  while we're doing this let's take
0.01%:  I think it's weird he
0.08%:  I think it's weird he's called
0.01%:  wait he's like
0.01%:  I've now made him the
0.01%:  it's more like he's got his
0.01%:  the latter is his
0.01%:  it's weird that he's dead
0.01%:  it's making him de
0.01%:  how does
0.01%:  it's weird that he named
0.01%:  he died last week so we'll
0.02%:  he died last week so we'll never
0.01%:  he died last week so we'll have
0.01%:  it's like the same word
0.01%:  I've kinda got
0.01%:  it's hard to tell who said
0.01%:  this is what's weird
0.01%:  that's a nick
0.01%:  I think he's a world
0.01%:  this write
0.01%:  while we're at it I've added some new
0.01%:  it's more sem
0.01%:  I don't read his
0.01%:  we've still got like a
0.02%:  we've still got like a decade
0.01%:  it's kinda sad how little
0.01%:  it's kinda sad how little we
0.02%:  it's kinda sad how little we'
0.04%:  it's kinda sad how little we've come
0.03%:  it's kinda sad how little we've made
0.01%:  while we're doing these
0.01%:  I'm still kinda glad we
0.01%:  it's kinda weird how he's come
0.01%:  mine'
0.02%:  mine's the
0.01%:  it's kinda clear
0.01%:  let's have
0.01%:  he's still one
0.01%:  he gets mad
0.01%:  now that we've heard
0.01%:  this is where I'll leave
0.01%:  I read that while
0.01%:  I think it's clear we've all wasted
0.01%:  we've all made it this
0.01%:  there's a w
0.01%:  wait that's making him
0.01%:  I saw it
0.01%:  this is the second time I've mis
0.01%:  he's the real
0.01%:  that's not where I was
0.01%:  this is the world we've now
0.01%:  we've all had this
0.02%:  we've all had this wrong
0.01%:  does he
0.01%:  it's worth having
0.01%:  waited
0.01%:  that's kinda his
0.01%:  he's still alive; we were
0.01%:  he was like twelve
0.02%:  he was like twelve when
0.01%:  he more
0.01%:  wow this is making
0.01%:  I liked it when it was called
0.01%:  we still don't care
0.01%:  since I
0.01%:  the world we lived in is
0.01%:  I think it's awesome how
0.01%:  this is where I made
0.01%:  I'm also
0.01%:  I don't see how his
0.01%:  that's less weird when I
0.01%:  it's called things like that
0.01%:  we've heard
0.01%:  we're still living with
0.01%:  I think he's dead so it's weird to
0.01%:  this seemed
0.01%:  he's got the same
0.01%:  we call them things like '
0.01%:  I'd still like it
0.01%:  this makes me wish I were dead
0.01%:  what's his
0.01%:  I've lost the will
0.01%:  it's more a thing with
0.01%:  he's given more
0.01%:  the latter is less
0.01%:  it's more like a thing he'
0.01%:  there's no idea
0.01%:  I'd give the award to him
0.01%:  it's more like the less
0.01%:  it was me who was the
0.01%:  it's some weird
0.01%:  that's a lie; it
0.01%:  it was more like a sem
0.01%:  this made me want
0.01%:  it's the world we lived in last time we
0.01%:  it's making me wish I wrote
0.01%:  the last two words
0.01%:  I'd read that
0.01%:  this seems like it was
0.01%:  wait this rh
0.01%:  what it's done is make his
0.01%:  that's the worst song
0.01%:  that doesn't come
0.01%:  this is the world we didn
0.01%:  it has made him do
0.01%:  the game
0.01%:  he's still alive and worked with me two
0.01%:  it's kinda weird this
0.01%:  I still think he'd
0.01%:  it's hard to give a
0.01%:  this made the
0.01%:  it's more like he's got the
0.01%:  I think we've all agreed he
0.01%:  he was asked to review the
0.01%:  what's weird is he's still
0.01%:  I'd call it the
0.01%:  this week
0.01%:  I like how that came
0.01%:  I've no idea where that last
0.01%:  it made him like that
0.01%:  that's the world we lived in like a
0.01%:  he's still alive and he does
0.01%:  I think there's a dis
0.01%:  wait it's a
0.01%:  let's agree
0.01%:  I wrote this when we
0.01%:  we still have like 
0.01%:  it was the world
0.01%:  the words I
0.01%:  this made me wonder
0.01%:  we can't solve either
0.01%:  that's how I'll
0.01%:  that's more like his dad
0.01%:  it's a video game where he'
0.01%:  I've made it worse with this
0.01%:  that gives him credit
0.01%:  it's more like the title
0.01%:  it's still making me
0.01%:  it's more metal
0.01%:  I might've made his
0.01%:  this is what I'll
0.01%:  it's made him the world's oldest living 
0.01%:  it's all we have time
0.01%:  I think we've said more
0.01%:  we've heard this
0.01%:  it's not clear he'd
0.03%:  it's not clear he'd like
0.01%:  it's more like a dad who's still
0.01%:  it makes me sad how
0.01%:  it's that he worked
0.01%:  he's more like dad
0.01%:  all he did was coin the terms '
0.01%:  it's more a nick
0.01%:  that's kinda l
0.01%:  it's me who came
0.01%:  this is where I'd like to go
0.01%:  I think he was older
0.01%:  it's what got him called
0.01%:  wait I think he died
0.01%:  I think it's what
0.01%:  it's given him his
0.01%:  I don't get this whole
0.01%:  this is his
0.01%:  we call them like
0.01%:  he likes it when I call
0.01%:  I lied and there's like
0.01%:  it's more like he's a dog
0.01%:  he's still alive and I wrote
0.01%:  I made his work
0.01%:  I lied; he never
0.01%:  we still have to decide where
0.01%:  we're still asking him what
0.01%:  it was the middle
0.01%:  it's all the same thing!!
0.01%:  while we're at it we might as well dis
0.01%:  all I've got are
0.01%:  it's a weird thing he
0.01%:  this seems like it might'
0.01%:  while we're at it let's give it
0.01%:  that made it worse; we
0.02%:  that made it worse; we've
0.01%:  we still have to come
0.01%:  we all agreed this
0.01%:  no idea how
0.01%:  he's worked a little
0.01%:  wait that's wrong he's called
0.01%:  that was the cover
0.01%:  this all goes
0.01%:  that's all I've got; it was
0.01%:  it's locked
0.01%:  what he did was more like a
0.01%:  we call these two things
0.01%:  it makes him sort
0.01%:  I wrote the song
0.04%:  I wrote the song while
0.01%:  it's more like he's lived
0.01%:  who cares it
0.01%:  I've made that word
0.01%:  that's the world we live in like
0.01%:  I had him write it down
0.01%:  while we're at it I might as well stick
0.01%:  we call this genre
0.01%:  that's how I've come
0.01%:  I don't see what this
0.01%:  that ended
0.01%:  that's where I get it
0.01%:  I'm making the whole last
0.01%:  it made his sem
0.01%:  I've added the whole
0.01%:  I'm wrong it was called
0.01%:  while we're at it we might as well not
0.01%:  it's weird how things
0.01%:  it makes him the world's 
0.01%:  that's where it all goes
0.01%:  it's the whole sem
0.01%:  what I've said might not make
0.01%:  it's a little weird how he's making
0.01%:  i think he
0.02%:  i think he's more
0.01%:  this new world seems
0.01%:  what I do
0.01%:  I think what's weird
0.01%:  he wrote it in '
0.01%:  he's a little old
0.01%:  he's in the latter
0.01%:  don't write this
0.01%:  there's a whole dis
0.01%:  what I've done is made
0.02%:  what I've done is made him
0.01%:  we've all agreed that's his new
0.04%:  we've all agreed that's his new middle
0.03%:  we've all agreed that's his new title
0.01%:  that might've made it worse; we
0.01%:  I think that's more a
0.01%:  it's making me sadder
0.01%:  while we're at it can we get him
0.01%:  what he did was a
0.02%:  what he did was a little
0.01%:  it's the second time he
0.06%:  it's the second time he's made
0.01%:  the last two lines were added with
0.01%:  what's his middle
0.01%:  it's all there'
0.01%:  I kinda wish he'd write
0.01%:  I've no idea what it's called right
0.01%:  I think it was his mom
0.02%:  I think it was his mom'
0.01%:  I might have it
0.01%:  what he's done is made
