DON'T THINK PEOPLE ACTUALLY USED "ALACK" LIKE THAT
100.00%: 
16.58%:  CAN
0.65%: 'D LIKE TO SEE YOU TAKE THAT
0.25%:  COULDN'T HELP NOTICE THAT I SE
0.25%: 'LL LET YOU KEEP THE CH
0.25%:  NEED YOU TO PICK UP THE C
0.25%:  COULD TOTALLY USE AN H
0.27%:  COULD TOTALLY USE AN HELP H
0.25%:  HOPE YOU LIK
1.64%:  HOPE YOU LIKED THE
0.63%:  HOPE YOU LIKED THAT
0.47%:  HOPE YOU LIKED THE S
0.25%:  ACTUALLY ON
0.25%:  NEED TO USE THE TH
0.25%:  CALL THAT AN
0.25%: 'LL LET YOU CALL IT "THE TUD
0.25%:  CAN TOTALLY HELP ON
0.60%:  CAN TOTALLY HELP ON THAT
0.25%:  CAN TELL THAT'S A
0.25%:  STILL CANNOT
0.25%:  THINK YOU NEED TO SPELL THAT A
0.25%:  CHECKED OUT THE S
0.25%:  CAN HELP YOU TELL THAT
0.25%:  THINK THAT'S CALLED CON
0.25%:  CAN'T HELP IT SO
0.25%:  NEED YOU TO TAKE C
0.25%:  DON'T ACTUALLY NEED THESE
0.25%: 'LL TAKE IT AS
0.25%:  COULD USE A LITTLE HELP ON THE K
0.25%:  COULD TOTALLY DE
0.25%:  COULD LEND YOU A P
0.30%:  COULD LEND YOU A PENC
0.25%:  CAN'T L
0.47%:  CAN'T LET YOU DO THAT H
0.46%:  CAN'T LIST
4.42%:  CAN'T LISTEN TO YOU
1.10%:  CAN'T LISTEN TO THE
0.41%:  CAN'T LET YOU DO THAT CAN
0.35%:  CAN'T LET YOU DO THAT IN
0.32%:  CAN'T LET YOU DO THAT AND
0.27%:  CAN'T LET YOU DO THAT UN
0.26%:  CAN'T LET THIS
0.25%:  THINK YOU COULD AT LEAST TA
0.25%: 'LL LET YOU DO THAT AND
0.25%: 'LL THANK YOU L
0.25%:  KINDA THINK THAT'S LE
0.25%:  COULD USE A LITTLE CHE
0.24%:  NEED YOU TO INT
0.24%:  DON'T ACTUALLY THINK HE SPE
0.24%:  NEED TO CHECK OUT THAT
0.24%:  ACTUALLY USED TO K
0.24%:  CAN SEE YOU IN TH
0.24%: 'LL TALK TO YOU N
0.24%: 'LL TALK TO YOU ALL A
0.24%:  HAD A DE
0.24%: 'LL THINK YOU
0.24%:  PUT THE KEYS ON THE CLOCK AND
0.24%:  THINK YOU NEED TO CHE
0.24%:  ONLY USE THAT
0.24%:  DON'T THINK HE LIKES TO
0.24%: 'LL TELL YOU THAT ST
0.24%:  HOPE YOU LIKED THE P
0.24%:  THINK YOU NEED TO TAKE A L
0.24%: 'D LIKE TO THANK ALL THE PEOPLE ST
0.24%:  COULD USE A LITTLE HELP PLAC
0.24%: 'LL TALK TO YOU ALL N
0.24%:  THINK YOU SHOULD INT
0.24%:  ASKED YOU TO A
0.24%: 'D LIKE TO CHECK OUT THIS
0.24%:  THINK YOU SHOULD CALL IT A
0.24%:  KINDA THINK YOU COULD LE
0.24%:  COULD TOTALLY USE A HAND THEN
0.24%:  COULD TOTALLY KILL H
0.24%:  CAN DO THIS ALL
0.24%:  NEED YOU TO CALL IN
0.24%:  HAD NO IDEA YOU LE
0.24%: 'D LIKE TO H
0.93%: 'D LIKE TO HELP YOU
0.24%:  NEED YOU IN
0.26%:  NEED YOU IN THE
0.24%:  NOTICE YOU USED THE "
0.45%:  NOTICE YOU USED THE "ALACK" TH
0.40%:  NOTICE YOU USED THE "ALACK" AND
0.34%:  NOTICE YOU USED THE "ALACK" IN
0.24%:  HOPE YOU KEE
0.24%:  THINK I HE
0.24%:  PUT THE KEYS IN THE LE
0.24%:  ASKED YOU HO
0.24%:  PUT THE KEYS IN AN
0.24%:  KINDA THINK THAT'S ALL
0.45%:  KINDA THINK THAT'S ALL YOU
0.72%:  KINDA THINK THAT'S ALL YOU DO ALL
0.24%: 'LL TAKE ANY S
0.24%: 'LL AL
0.24%:  CAN TOTALLY SEE AND
0.24%:  CAN SEE YOU PUT
0.24%:  TOLD YOU THESE
0.24%:  THINK YOU NEED TO STICK
0.24%:  CAN TOTALLY DE
0.24%:  COULD USE THE HELP T
0.24%:  THINK YOU COULD HANDLE S
0.24%:  SAID I
0.35%:  SAID I'LL
0.24%:  THINK YOU'LL NEED TO USE THE
0.24%:  ACTUALLY LE
0.24%:  NEED THAT KEYS TO
0.24%: 'LL LET YOU KEEP TH
0.24%:  HOPE YOU SUCCEED AT THAT AND I
0.24%:  COULD USE A LITTLE HELP IN THE PLOT
0.24%:  NEED YOU TO TALK IN
0.24%:  USED TO CALL YOU "D
0.24%:  CAN TOTALLY TAKE THIS CON
0.24%:  CAN ALSO T
0.56%:  CAN ALSO TOTALLY H
0.49%:  CAN ALSO TELL
1.11%:  CAN ALSO TELL YOU THAT
0.45%:  CAN ALSO TELL YOU THAT THE
0.37%:  CAN ALSO TELL YOU ALL
0.37%:  CAN ALSO TOTALLY HAND
1.39%:  CAN ALSO TOTALLY HANDLE THAT
0.79%:  CAN ALSO TOTALLY HANDLE THE
0.34%:  CAN ALSO TELL YOU THE
0.31%:  CAN ALSO TELL THAT
0.26%:  CAN ALSO TOTALLY T
0.24%:  CAN ALSO TOTALLY TELL THE
0.24%:  CAN ALSO TELL YOU ALL THE
0.24%: 'LL TELL YOU A L
0.24%:  NEED TO TELL YOU THAT A
0.24%:  COULD LET YOU K
0.56%:  COULD LET YOU KEEP THE S
0.31%:  COULD LET YOU KEEP THE C
0.24%:  NEED TO PUNCH THE
0.24%:  THINK YOU SPEL
1.90%:  THINK YOU SPELLED THAT
2.02%:  THINK YOU SPELLED THAT ONE
0.74%:  THINK YOU SPELLED "
0.50%:  THINK YOU SPELLED THE
0.37%:  THINK YOU SPELLED IT
0.26%:  THINK YOU SPELLED THAT "
0.24%:  PUT DO
0.24%:  COULDN'T HELP NOTICE ALL THAT S
0.24%:  ASKED YOU TO CLEAN UP THE K
0.80%:  ASKED YOU TO CLEAN UP THE KITCHEN L
0.24%:  KINDA CAN
0.24%:  THINK YOU SHOULD TAKE AN ELECT
0.24%:  HAD NO IDEA YOU CAN SPELL
0.24%:  COULD TOTALLY PICK UP THESE
0.24%: 'D LIKE TO CHECK OUT THAT
0.24%:  DON'T THINK YOU SPELL THAT "
0.24%:  THINK THAT'S ACTUALLY CALLED AN O
0.24%:  ACTUALLY DON'T THINK I USE
0.25%:  ACTUALLY DON'T THINK I USED THE
0.24%:  HAD NO IDEA YOU KEPT THAT UP IN
0.24%:  CAN ALSO TOTALLY HE
0.24%:  TOTALLY HAD NO IDEA SH
0.24%:  COULDN'T HELP NOTICE THAT PE
0.24%: 'LL LET YOU KEEP THE HO
0.24%:  HAD NO IDEA YOU SPEAK LIKE THE
0.24%:  NEED A LITTLE HELP T
0.24%:  NEED YOU TO PUT ALL
0.33%:  NEED YOU TO PUT ALL THAT
0.27%:  NEED YOU TO PUT ALL THE
0.24%:  DON'T NEED ALL THESE
0.24%:  PUT THE KEYS ON THE L
0.24%:  LET YOU K
0.31%:  LET YOU KEE
0.59%:  LET YOU KEEP THE C
0.24%:  COULD USE A LITTLE HELP AND THEY
0.24%:  DON'T KEE
0.24%:  TOOK THE KEY
0.33%:  TOOK THE KEYS AND
0.24%:  DON'T ACTUALLY NEED TO SPELL THE
0.24%:  THINK THAT'S ACTUALLY PL
0.24%:  COULD USE A LITTLE HELP AT THE CO
0.24%:  CAN'T LISTEN TO ALL
0.30%:  CAN'T LISTEN TO ALL THE
0.24%:  CAN CALL YOU "SH
0.24%:  CAN PUT THAT
0.24%:  COULD TOTALLY PUNCH THIS
0.24%:  NEED YOU TO KICK
0.24%:  THINK YOU SAID "
0.24%:  PUT THE KEYS IN A PL
0.87%:  PUT THE KEYS IN A PLACE THAT
0.24%:  COULDN'T HELP IT THE
0.24%:  COULD DO THAT ALL
0.24%:  HAD TO CHECK
0.24%:  NEED YOU TO SPELL CHECK AND
0.24%: 'D LIKE TO TELL YOU THAT I CAN HE
0.24%:  ACTUALLY DON'T THINK I COULD H
0.24%:  THINK YOU COULD AT LEAST PICK
0.24%:  ACTUALLY CAN'T HELP THAT
0.24%:  CAN'T PULL THE
0.24%:  COULD TOTALLY TELL PE
0.24%:  COULD USE A LITTLE HELP A L
0.24%: 'LL TAKE A
0.24%:  CAN TELL THE DI
0.24%: 'D LIKE TO IN
0.24%:  THINK YOU SHOUT
0.38%:  THINK YOU SHOUTED "
0.68%:  THINK YOU SHOUTED "ALACK"
0.29%:  THINK YOU SHOUTED AT
0.24%: 'LL LET YOU IN ON A LITTLE AUTH
0.24%:  DON'T THINK YOU HEL
0.24%:  THINK YOU'LL LOSE THE
0.24%:  DON'T NEED THESE
0.24%:  USED TO CALL YOU THAT AND THE
0.24%: 'LL TALK TO YOU IN THE P
0.33%: 'LL TALK TO YOU IN THE PAST A
0.24%: 'LL TELL YOU THE ST
0.24%:  COULD DO THAT IN THE
0.24%: 'LL TELL U
0.24%:  THINK YOU'LL NEED TO SPELL IT
0.24%:  THINK THAT'S ACTUALLY N
0.24%:  KINDA NEED YOU TO S
0.24%:  COULD USE A HAND TH
0.24%:  DON'T ACTUALLY THINK T
0.23%: 'LL TAKE C
0.23%: 'D LIKE TO SEE THAT ONE
0.23%:  NEED TO PICK UP THE DO
0.23%:  NEED YOU TO CHECK THE L
0.23%:  THINK YOU SHOULD TELL T
0.23%: 'LL LET YOU DO IT L
0.23%:  THINK THAT'S ACTUALLY U
0.23%:  KINDA THINK YOU SHOULD CL
0.23%:  NEED YOU TO PLEASE K
0.23%:  CALLED THE POLICE ON THAT
0.23%:  USED TO CALL H
0.23%:  COULDN'T HELP THAT IT
0.23%:  CAN'T TALK TO
0.23%:  CAN HELP YOU OUT TH
0.23%:  THINK YOU AND I SHOULD LE
0.23%:  COULD USE A LITTLE HELP IN THE COL
0.23%: 'LL TALK TO YOU SH
0.23%: 'LL LET YOU PUT SO
0.23%:  THINK YOU AND I SHOULD TALK L
0.23%:  DON'T THINK THAT IS A
0.23%:  ACTUALLY USED THAT
0.23%:  COULD TOTALLY USE THAT IN A PAP
0.23%:  KINDA DO NOT
0.23%:  CAN TOTALLY HACK
0.23%:  LOOKED IN THE PLACE I
0.23%:  THINK IT'S CO
0.23%: 'D LIKE TO SEE A
0.23%:  HOPE YOU SUCCEED IN THAT A
0.23%:  CAN SEE YOU AND I K
0.23%:  NEED YOU TO CATCH THE
0.23%:  THINK YOU SHOULD TAKE LE
0.23%:  HAD NO IDEA THAT YOU SU
0.23%:  THINK THAT'S ACTUALLY LI
0.23%:  NEED YOU TO TELL US A
0.23%:  CAN TOTALLY HELP AND
0.23%:  CAN SEE THAT AL
0.23%:  NOTICE YOU USED THE "ALACK" AND THE
0.23%:  THINK YOU'D LIKE THAT ONE
0.23%: 'LL CALL YOU ON
0.23%:  KINDA NEED YOU TO ACT
0.23%:  THINK YOU NEED TO TAKE A CH
0.23%: 'D LIKE TO SEE YOU TAKE THAT UP
0.23%:  NEED TO CHECK IN AT THE A
0.23%:  COULD TOTALLY KICK THE
0.23%:  NOTICE YOU USED THE PH
0.23%:  CAN SEE THAT THE
0.23%:  NEED TO TELL YOU THE P
0.23%: 'D LIKE TO TELL YOU ALL THE TH
0.23%: 'LL PUT THAT IN ONE
0.23%:  ACTUALLY S
0.23%:  HOPE THAT'S NOT AN
0.23%:  HOPE YOU AL
0.23%:  NEED TO DO THE
0.23%: 'D LIKE TO CHECK IN
0.23%:  COULDN'T HELP HO
0.23%:  CAN'T HELP NOTICE THAT YOU LE
0.23%:  KINDA THINK THAT'S P
0.23%:  COULD USE A LITTLE HELP END
0.23%:  ACTUALLY THINK THAT'S CON
0.23%:  CAN TOTALLY PUT THIS
0.23%:  THINK YOU DON'T LI
0.23%:  COULDN'T HELP IT AND
0.23%:  COULD TOTALLY HANDLE T
0.23%:  KINDA AL
0.23%:  THINK THAT'S ACTUALLY CALLED PLA
0.23%:  THINK I CAN H
0.45%:  THINK I CAN HELP YOU OUT A
0.43%:  THINK I CAN HELP OUT
0.37%:  THINK I CAN HELP YOU DO
0.23%:  NEED TO D
0.23%:  HAD NO IDEA YOU KEPT C
0.23%:  COULD USE A LITTLE HELP DON
0.23%: 'LL PUT THAT IN A P
0.45%: 'LL PUT THAT IN A PLAY AND
0.28%: 'LL PUT THAT IN A PLAY SO
0.23%:  COULDN'T HELP NOTICE THE "SPE
0.23%:  CANNOT ST
0.23%: 'LL LET YOU SLEEP IN ON
0.23%: 'D LIKE TO TELL YOU THAT I H
0.23%:  CAN TALK TO YOU IN
0.27%:  CAN TALK TO YOU IN THE
0.23%:  THINK YOU SHOULD PA
0.23%:  THINK YOU A
0.23%:  THINK YOU CAN SP
0.23%:  COULD USE A LITTLE HELP IN THE PL
0.23%: 'LL USE
0.27%: 'LL USE THE
0.23%:  ACTUALLY DON'T USE THAT NICK
0.23%: 'LL LET YOU PUT IT
0.45%: 'LL LET YOU PUT IT IN THE
0.26%: 'LL LET YOU PUT IT IN THE P
0.23%:  DON'T THINK THEY CO
0.23%:  CAN'T HANDLE THESE
0.23%:  THINK YOU NEED TO CHECK U
0.23%:  CAN TOTALLY HELP H
0.23%:  THINK YOU NEED TO SPELL THAT C
0.23%: 'LL LET YOU KEEP THE CO
0.27%: 'LL LET YOU KEEP THE COINS
0.23%:  CAN TELL THAT ONE
0.23%:  HAD NO IDEA YOU SPEAK LIKE THAT ALL
0.23%: 'D LIKE TO TELL YOU THAT U
0.23%:  ASKED YOU TO CLEAN THE C
0.23%:  COULD USE HELP LO
0.23%: 'LL LET YOU CALL IT A
0.23%:  NEED TO TELL YOU THAT L
0.23%:  CAN TOTALLY KEEP A
0.23%: 'LL CALL YOU "THE
0.23%: 'D LIKE TO PUT YOU IN A S
0.23%:  CALLED THE POLICE AND A
0.23%: 'LL TELL YOU SH
0.23%: 'LL LET YOU KNOCK
0.23%: 'LL DEAL YOU SO
0.23%: 'LL TELL YOU ONE T
0.23%:  CAN'T ACT
1.03%:  CAN'T ACTUALLY SE
0.30%:  CAN'T ACTUALLY SEE THE
0.23%: 'LL CALL THE POLICE O
0.23%:  DON'T ACTUALLY SPEAK E
0.23%:  ASKED YOU TO CHECK AND
0.23%: 'LL LET YOU TAKE A LO
0.23%:  NEED YOU TO TELL THE PAST A
0.23%:  COULD USE A LITTLE HELP ID
0.23%:  USED TO NOT
0.23%:  HOPE ONE
0.23%:  NEED YOU TO HANDLE ALL THE S
0.23%:  CAN'T HANDLE IT
0.23%:  THINK YOU'LL NEED TO TAKE A SE
0.23%:  NEED TO PICK YOU UP AND TH
0.23%:  COULDN'T HELP NOTICE ALL THE SE
0.23%:  THINK THAT'S CALLED "P
0.30%:  THINK THAT'S CALLED "PULL
0.23%: 'LL TOTALLY PUT
0.23%:  STO
0.41%:  STOLE THE
0.24%:  STOLE THAT
0.24%:  STOLE ALL
0.23%:  DID NOT K
0.23%:  CALLED YOU THAT SO
0.23%:  KINDA THINK YOU COULD ST
0.23%:  NEED YOU TO PULL THESE
0.23%:  CAN'T HELP YOU DO
0.23%:  PUT YOU ON THE SP
0.23%:  KINDA NEED YOU TO LE
0.23%:  TOTALLY HAD THE
0.23%: 'LL HELP YOU IN
0.23%:  THINK THAT'S ACTUALLY LO
0.23%:  ASKED YOU TO HANDLE THAT
0.23%: 'LL CALL THE POLICE AND ASK THAT
0.23%:  COULD USE A LITTLE HELP IN O
0.22%:  DON'T LO
0.22%:  COULDN'T HELP NOTICE THE "A
0.24%:  COULDN'T HELP NOTICE THE "A" IS
0.22%:  THINK THAT ONE
0.22%:  ACTUALLY DON'T NEED T
0.93%:  ACTUALLY DON'T NEED THOSE C
0.22%:  CAN SEE THE CO
0.22%:  HAD NO IDEA YOU CAN'
0.31%:  HAD NO IDEA YOU CAN'T HE
0.22%: 'D LIKE TO SH
0.22%:  COULD USE A LITTLE "HELLO" IN
0.22%:  CALLED YOU THIS
0.22%:  COULD USE A LITTLE HELLO AND
0.22%: 'D LIKE TO SAY TH
0.32%: 'D LIKE TO SAY THANK
0.22%:  SENT
0.48%:  SENT YOU AN
0.22%:  NEED TO CHECK OUT THE L
0.22%: 'LL LET YOU DO IT ALL
0.22%:  CAN TOTALLY SEE THAT L
0.22%:  CAN'T CO
0.22%: 'LL PUT YOU IN THE P
0.22%:  THINK YOU CALL THIS
0.39%:  THINK YOU CALL THIS ONE
0.22%:  PUT THE KEYS ON THAT
0.22%: 'LL CALL THE POLICE AND SAY "
0.22%:  COULD USE A LITTLE HELP ON H
0.22%:  DON'T THINK YOU HATE
0.22%:  THINK YOU CAN SA
0.22%:  HAD NO IDEA THAT YOU CAN'T SPE
0.22%:  THINK THAT'S CALLED "DO
0.22%:  NEED YOU TO KEEP S
0.22%:  DON'T ACTUALLY THINK THE S
0.22%:  TOTALLY DO
0.22%:  COULDN'T HELP NOTICE THAT SEE
0.22%: 'LL CALL THAT
0.22%: 'LL CALL THE POLICE AND P
0.49%: 'LL CALL THE POLICE AND PUT YOU IN THE
0.22%:  CAN SEE YOU AND ALL
0.22%:  DON'T ACTUALLY NOTICE THE
0.22%:  THINK YOU NEED TO TAKE THIS UP
0.22%:  THINK YOU NEED TO STEP A
0.22%: 'LL CALL THE POLICE SHA
0.22%:  NOTICE YOU USED THE "ALACK" PH
0.22%:  HOPE ONE DAY THE
0.22%:  COULD USE A LITTLE HELP IN THE DAY
0.22%: 'LL TAKE YOU ON
0.22%:  HOPE YOU SUCCEED AND THAT ALL
0.22%: 'LL TALK TO YOU A L
0.22%:  CAN DO THAT ONCE
0.22%:  NEED THAT ONE
0.22%:  USED TO CALL YOU THAT IN A
0.22%:  CAN'T LE
0.22%: 'LL LET YOU PICK UP
0.22%:  THINK YOU SHOULD CLAP
0.22%: 'LL SH
0.24%: 'LL SHUT UP AND
0.22%:  THINK YOU COULD AT LEAST TAL
0.22%:  HAD TO CO
0.22%:  THINK YOU CAN HOLD
0.22%:  CAN TOTALLY SEE THE APPEAL TO
0.22%: 'LL TELL YOU THE ONE
0.22%:  KINDA THINK YOU O
0.22%:  HAD NO IDEA THAT YOU T
0.22%: 'LL LET YOU PICK THE THE
0.22%:  THINK YOU NEED TO CATCH
0.22%:  DON'T S
0.52%:  DON'T SAY THAT
0.22%:  COULD USE A LITTLE HELP POINT
0.22%: 'LL CALL YOU IN
0.37%: 'LL CALL YOU IN THE
0.22%:  NEED YOU TO HAND THESE
0.22%: 'D LIKE TO USE
0.22%: 'LL TAKE YOU UP ON THAT AT
0.22%:  COULD TOTALLY PUNCH THAT
0.22%:  THINK YOU COULD C
0.98%:  THINK YOU COULD CALL THE
0.91%:  THINK YOU COULD CALL THAT
0.55%:  THINK YOU COULD CALL THIS
0.41%:  THINK YOU COULD CALL THESE
0.39%:  THINK YOU COULD CALL THAT "
0.30%:  THINK YOU COULD CALL THAT A
0.24%:  THINK YOU COULD CALL IT
0.22%: 'D LIKE TO TAKE THE
0.22%:  NEED TO USE THE T
0.22%:  CAN'T HELP IT THAT YOU SO
3.56%:  CAN'T HELP IT THAT YOU SOUND LIKE A
0.31%:  CAN'T HELP IT THAT YOU SOUND LIKE A P
0.30%:  CAN'T HELP IT THAT YOU SOUND LIKE A D
0.29%:  CAN'T HELP IT THAT YOU SOUND LIKE A C
0.22%: 'LL TOTALLY CO
0.22%:  CAN TOTALLY SPELL "
0.22%:  NEED A LITTLE HELP ON THIS
0.22%:  NEED YOU TO KILL THESE
0.22%:  THINK YOU COULD CALL THAT AN
0.22%:  COULDN'T HELP NOTICE THAT YES
0.22%:  DON'T LIKE YOU
0.22%:  NEED YOU TO USE THAT
0.22%: 'D LIKE TO TELL YOU AN
0.22%:  DO NOT K
0.22%:  NEED TO TELL YOU THAT I USE
0.22%:  STILL NEED TO P
2.60%:  STILL NEED TO PICK YOU UP AT
0.83%:  STILL NEED TO PICK UP
0.56%:  STILL NEED TO PICK YOU UP AT THE END
0.56%:  STILL NEED TO PICK UP THE
0.43%:  STILL NEED TO PICK YOU UP AT 
0.36%:  STILL NEED TO PICK YOU UP AND
0.32%:  STILL NEED TO PICK YOU UP L
0.23%:  STILL NEED TO PICK YOU UP T
0.22%:  STILL NEED TO PAY
0.22%:  CALLED YOU OUT
0.22%:  NEED YOU TO HACK THE
0.22%: 'D LIKE TO APPL
1.61%: 'D LIKE TO APPLAUD YOU
0.65%: 'D LIKE TO APPLAUD THE
0.57%: 'D LIKE TO APPLAUD THAT
0.22%:  ONLY K
0.22%: 'D LIKE TO ASK YOU THE
0.22%:  COULDN'T HELP NOTICE THAT AL
0.22%:  CAN TOTALLY SEE THAT AND I AP
0.22%:  ACTUALLY NEED TO USE THE TO
0.22%:  THINK YOU NEED TO SPELL "ALACK" THE
0.22%:  NEED YOU TO PUNCH THAT
0.22%: 'LL TALK A
0.22%:  THINK YOU NEED TO UP THE
0.22%:  CAN SEE YOU CAN'T HELP THE
0.22%:  DON'T ACTUALLY THINK HE C
0.22%:  NEED YOU TO HANDLE THIS T
0.22%:  CAN DO THAT IN THE C
0.22%: 'LL LET YOU KEEP THOSE IN
0.22%:  CAN ALSO TELL YOU A
0.22%:  CAN TOTALLY USE THAT L
0.24%:  CAN TOTALLY USE THAT LINE
0.22%:  COULD USE A LITTLE HELP ON THE AN
0.22%:  NEED YOU TO AT
0.46%:  NEED YOU TO AT LEAST CHECK
0.26%:  NEED YOU TO AT LEAST P
0.25%:  NEED YOU TO AT LEAST HE
0.22%:  USED TO CALL YOU THAT L
0.22%:  THINK ALL YOU NEED IS THE
0.22%:  THINK THAT'S CON
0.22%:  COULD TOTALLY E
0.22%:  COULDN'T HELP THAT L
0.22%:  THINK YOU'LL LIKE THESE P
0.22%:  COULD TOTALLY USE A LITTLE P
0.22%:  NEED YOU TO SPELL CHECK "
0.22%:  NEED YOU TO PLEASE PULL
0.22%:  CAN SEE YOU AND AL
0.22%:  LIKE THAT YOU USED "ALACK" TO
0.22%:  HAD NO IDEA THAT YOU N
0.22%:  THINK THE ON
0.36%:  THINK THE ONLY S
0.22%:  NEED YOU TO TEST
0.22%:  COULD TELL YOU THAT
0.22%:  CAN SEE THE CON
0.22%: 'LL TELL YOU THAT L
0.22%:  THINK YOU AND I SHOULD TAKE A L
0.22%:  THINK THAT'S ALL YOU NE
0.22%: 'D LIKE TO SEE YOU IN A
0.22%: 'LL HELP YOU DO IT
0.22%:  THINK I CAN SEE YOU TH
0.22%:  CHECKED OUT THE L
0.22%:  COULDN'T HELP NOTICE THAT I S
0.22%: 'LL LET YOU KEEP ALL THE COINS AND
0.22%:  THINK YOU ON
0.22%:  PUT THE KEYS IN THE LO
0.29%:  PUT THE KEYS IN THE LOCK AND
0.24%:  PUT THE KEYS IN THE LOCKED
0.22%: 'LL LET YOU DO THAT AN
0.22%: 'LL KEEP THIS UP ALL DAY UN
0.22%:  COULDN'T HELP NOTICE ALL THE E
0.22%:  DON'T THINK YOU L
0.22%: 'LL CALL THE POLICE TODAY AND S
0.22%:  NEED YOU TO PULL TH
0.22%: 'LL LET YOU KEEP ONE THAT
0.22%:  THINK YOU SHOULD TAKE IT ALL
0.22%:  CAN TOTALLY SEE THAT AND ALL
0.22%:  THINK I LO
0.43%:  THINK I LOST THE KEY
0.22%: 'LL DEAL YOU A
0.22%: 'LL LET YOU SPEAK THE
0.22%:  CAN HELP YOU OUT IN
0.23%:  CAN HELP YOU OUT IN THAT
0.22%:  THINK YOU'D K
0.22%:  CAN TOTALLY KEEP THIS DO
0.22%:  NEED TO TELL YOU THAT I H
0.22%:  LOOKED IN ALL
7.79%:  LOOKED IN ALL THE PLACES THAT
5.67%:  LOOKED IN ALL THE PLACES AND
11.18%:  LOOKED IN ALL THE PLACES AND THE
3.16%:  LOOKED IN ALL THE PLACES THE
1.64%:  LOOKED IN ALL THE PLACES I
1.29%:  LOOKED IN ALL THE PLACES THAT I LE
1.16%:  LOOKED IN ALL THE PLACES I LE
0.98%:  LOOKED IN ALL THE PLACES THE C
0.92%:  LOOKED IN ALL THE PLACES THAT KEY
0.91%:  LOOKED IN ALL THE PLACES AND THE C
0.81%:  LOOKED IN ALL THE PLACES THAT I K
0.61%:  LOOKED IN ALL THE PLACES THEY'
0.54%:  LOOKED IN ALL THE PLACES AND TH
0.52%:  LOOKED IN ALL THE PLACES AL
0.52%:  LOOKED IN ALL THE PLACES THAT I P
0.51%:  LOOKED IN ALL THE PLACES I P
0.46%:  LOOKED IN ALL THE PLACES THEY CAN
0.44%:  LOOKED IN ALL THE PLACES THAT PE
0.39%:  LOOKED IN ALL THE PLACES THAT I'
0.38%:  LOOKED IN ALL THE PLACES AND I'
0.38%:  LOOKED IN ALL THE PLACES AND THEY A
0.37%:  LOOKED IN ALL THE PLACES I K
0.37%:  LOOKED IN ALL THE PLACES IT
0.37%:  LOOKED IN ALL THE PLACES THAT C
0.31%:  LOOKED IN ALL THE PLACES I PUT THE C
0.31%:  LOOKED IN ALL THE PLACES AND THAT
0.26%:  LOOKED IN ALL THE PLACES I'
0.25%:  LOOKED IN ALL THE PLACES THAT I CAN
0.25%:  LOOKED IN ALL THE PLACES THAT I T
0.24%:  LOOKED IN ALL THE PLACES I T
0.23%:  LOOKED IN ALL THE PLACES A
0.23%:  LOOKED IN ALL THE PLACES THAT'
0.22%: 'LL LET YOU TAKE HO
0.22%:  NEED YOU TO CUT THAT SH
0.22%: 'LL CALL THE PO
0.22%:  COULD USE A LITTLE HELP IN THE "LOCK
0.22%:  COULD TOTALLY HELP EDIT
0.22%:  CAN TALK TO YOU A
0.22%:  CAN TOTALLY TELL SO
0.22%:  THINK IT'S ON
0.22%:  THINK YOU NEED TO SP
0.22%:  THINK YOU NEED THIS
0.22%: 'LL TOTALLY TA
0.41%: 'LL TOTALLY TAKE THE
0.22%:  COULD USE A LITTLE HELP CLO
0.22%:  COULD USE A LITTLE ACTION H
0.22%:  HAD NO IDEA T
0.22%: 'LL LET YOU KEEP ALL THE POINTS AND
0.22%:  NEED TO CHECK THE POST AND
0.22%:  DON'T CO
0.22%:  NEED HIS
0.22%:  TOOK THESE
0.21%:  LIKE YOU AND
0.21%:  NEED TO USE THE D
0.21%:  CAN SEE YOU THO
0.21%:  PUT THESE
0.21%:  THINK YOU P
0.21%: 'D LIKE TO TAKE YOU UP
0.21%:  THINK YOU NEED THESE
0.21%:  NEED TO SEE YOU IN A
0.21%:  COULD ASK THE
0.21%:  COULDN'T HELP NOTICE ALL T
0.21%:  COULD USE A LITTLE HELP TO T
0.21%:  COULD USE A LITTLE HELP EIT
0.21%:  CAN DO THAT AT THE
0.21%:  KINDA NEED YOU TO L
0.21%:  COULD USE A LITTLE HELP ON THE PLAY "
0.21%:  DON'T THINK THAT PO
0.21%:  LIKE THAT YOU USED AN OLD EN
0.21%:  ACTUALLY DO NOT TH
0.21%:  ACTUALLY DON'T THINK IT CO
0.23%:  ACTUALLY DON'T THINK IT COUL
0.21%:  NEED TO CALL THE DO
0.21%: 'LL TAKE IT U
0.21%:  CAN SEE YOU AND I LO
0.21%: 'LL KEEP THE
0.21%:  COULD USE A LITTLE HELP ALACK THE
0.21%:  CAN TOTALLY SEE THAT I
0.21%:  CAN TOTALLY SEE THAT I'
0.21%:  CAN SEE YOU DO THAT
0.21%:  THINK YOU SPEAK
0.21%:  DON'T SPEAK IN
0.21%:  COULDN'T HELP NOTICE THE "S
0.21%:  COULDN'T HELP IT I HAD A
0.21%:  KINDA THINK YOU SHOULD CE
0.21%:  HOPE YOU LIKE THIS
0.21%:  CAN SEE YOU DON'T LIKE IT THAT
0.21%:  DON'T THINK THE PO
0.21%:  THINK THAT'S ALL YOU E
0.21%: 'LL DO YOU A S
0.21%:  USED TO LIKE YOU AND
0.21%:  COULD USE A LITTLE HELP NEAT
0.21%:  CAN'T HELP YOU UNTIL I K
