even I think that one's not so good.
      0 100.00%: 
      1 183.88%:  thanks
   4282 0.03%:  so I have the ending n
   4283 0.03%:  that's not too good. I
   4284 0.03%: . I've got that one in
   4285 0.03%:  that one I've done in
   4286 0.03%:  that's one. I need to go
   4287 0.07%:  that's one. I need to go to
   4288 0.03%:  and I've gotten this
   4289 0.03%:  so I got to the end.
   4290 0.03%:  it's the one
   4291 0.03%:  that's too good I
   4292 0.05%:  that's too good I think
   4293 0.03%:  that one's not so good in
   4294 0.03%:  so don't give
   4295 0.03%:  so it hasn't gone the
   4296 0.03%:  no I need to go the
   4297 0.03%:  that one's not the ending.
   4298 0.03%:  so I've got it and
   4299 0.03%:  so on the one hand I've got tons
   4300 0.03%:  so I have to do one
   4301 0.03%:  no that's not even good so
   4302 0.03%:  good I have this
   4303 0.03%:  that's one done. I think
   4304 0.03%:  I have to get to it soon
   4305 0.03%:  so that one's gone to
   4306 0.03%:  so that's good. I think
   4307 0.03%:  no this one got too
   4308 0.03%: . I don't even
   4309 0.03%:  no this one had no
   4310 0.03%:  that one gets th
   4311 0.03%:  no I need to go to a
   4312 0.03%:  so I'd have to get
   4313 0.04%:  so I'd have to get the
   4314 0.03%:  I've gotta sit
   4315 0.03%:  I have got to sit
   4316 0.03%:  so that's it. I need no
   4317 0.03%:  no I think that's not even
   4318 0.03%:  no that's not so hot
   4319 0.04%:  no that's not so hot.
   4320 0.03%:  so that's not even done
   4321 0.03%:  so I got not
   4322 0.03%:  no I think that one's good.
   4323 0.03%:  so that one isn't good.
   4324 0.03%:  no that's no good this
   4325 0.03%:  so I don't think a
   4326 0.03%:  so I have to get this one to
   4327 0.03%:  it's not at the end
   4328 0.03%:  this one I've done
   4329 0.03%:  no it's not the end no I
   4330 0.03%:  no that's not good no this
   4331 0.03%:  so it's gonna do
   4332 0.03%:  this one had no
   4333 0.03%:  sooooo that's it.
   4334 0.03%:  so I took this too
   4335 0.03%:  no I've got a
   4336 0.03%: . I don't have this one
   4337 0.03%:  that is not so
   4338 0.05%:  that is not so good
   4339 0.03%:  I think that goes to 
   4340 0.03%:  that's not good to
   4341 0.03%:  this one I've gotta
   4342 0.03%:  that's the end I get
   4343 0.03%:  so no this
   4344 0.03%:  so the ending's the
   4345 0.03%:  that's not even good to
   4346 0.03%:  so it's not on a
   4347 0.03%:  no I need to get on that
   4348 0.03%:  I've got this one too
   4349 0.03%:  so I've gotta do this one
   4350 0.03%:  so it has gotten
   4351 0.03%:  I gotta do this one on
   4352 0.03%:  that's one good one so
   4353 0.03%:  that's not even the s
   4354 0.03%:  that one is done so the
   4355 0.03%:  it doesn't have to get
   4356 0.03%:  no this one's no good I have
   4357 0.03%:  so don't even
   4358 0.07%:  so don't even ask
   4359 0.05%:  so don't even get
   4360 0.03%:  I've done that one in
   4361 0.03%:  no I got the
   4362 0.03%:  it's not even the
   4363 0.03%:  no it doesn't take the
   4364 0.03%: . I need to get on a
   4365 0.03%:  no that's the one I got
   4366 0.03%:  that one ends too soon.
   4367 0.03%:  so that one ends it on
   4368 0.03%:  this one has not
   4369 0.06%:  this one has not gone
   4370 0.03%:  so then I need to think
   4371 0.03%:  no I don't see
   4372 0.03%:  so on that note I've
   4373 0.03%:  I've got a ton to
   4374 0.06%:  I've got a ton to do so
   4375 0.04%:  I've got a ton to do so this
   4376 0.03%:  no this one's done.
   4377 0.04%:  no this one's done. I
   4378 0.03%:  so I think that goes to one
   4379 0.03%:  no I don't have this.
   4380 0.03%:  so not that this
   4381 0.03%: . It's good to have this on
   4382 0.03%:  no that one's not good I think
   4383 0.03%:  so it's the end. I have
   4384 0.03%:  so it doesn't have 
   4385 0.03%:  that's the end I set
   4386 0.03%:  so I think that one's not
   4387 0.03%:  so no it
   4388 0.11%:  so no it's not that
   4389 0.24%:  so no it's not that good
   4390 0.07%:  so no it's not done
   4391 0.07%:  so no it's not the
   4392 0.13%:  so no it's not the end
   4393 0.04%:  so no it's not that one
   4394 0.03%:  so no it's not a
   4395 0.03%:  so no it's not on
   4396 0.03%:  I had to get
   4397 0.03%:  that one's no good so it
   4398 0.03%:  no that's one ending
   4399 0.03%:  no that's it no one
   4400 0.03%:  so I haven't got this one done.
   4401 0.03%:  that one's in the oven too
   4402 0.03%:  so I think that's not good
   4403 0.03%:  I don't have to go to the
   4404 0.03%:  so I haven't got one
   4405 0.03%:  I need it to have
   4406 0.03%:  so the idea'
   4407 0.06%:  so the idea's not
   4408 0.03%:  so I've got this one to
   4409 0.03%:  I don't get this at
   4410 0.03%:  so this took too
   4411 0.03%:  so that's on the net
   4412 0.03%:  so that's on the net.
   4413 0.03%:  that one is done I'
   4414 0.03%:  no not that one
   4415 0.03%:  I get that this needs
   4416 0.03%:  no that is the end I
   4417 0.03%:  so it hasn't got the
   4418 0.03%:  so that's not it. I don
   4419 0.03%:  so that one's not 
   4420 0.03%: . I've got a ton
   4421 0.03%: . It's 
   4422 0.03%: . I need to get this onto an
   4423 0.03%:  I need to get on this so
   4424 0.03%:  that one's not good so it
   4425 0.03%:  so I haven't got this one n
   4426 0.03%:  no I need this
   4427 0.03%:  so I have to go into
   4428 0.03%: . I've taken the
   4429 0.03%:  no this one goes a
   4430 0.03%:  no I think that goes
   4431 0.07%:  no I think that goes on
   4432 0.13%:  no I think that goes on too
   4433 0.03%:  so I need to thank one
   4434 0.03%:  no that's not even good it
   4435 0.03%:  no one's seen that
   4436 0.03%:  I need to get that on
   4437 0.03%:  no it's not the end. I took
   4438 0.03%:  no that's the one I get
   4439 0.03%: . I need to get this to an
   4440 0.03%:  that one's gone so
   4441 0.03%:  this has to go to
   4442 0.03%:  so that took one
   4443 0.03%:  so I've done this a
   4444 0.03%:  I have 
   4445 0.03%:  so this one I don't get the
   4446 0.03%:  no that's good it
   4447 0.03%:  so that one does not get
   4448 0.03%:  so it's good too
   4449 0.03%:  it's good to see that I
   4450 0.03%:  so the end is not that I
   4451 0.03%:  that is not the one
   4452 0.03%:  so I haven't got it done to
   4453 0.03%:  I've got this one done.
   4454 0.03%:  that one's good I think so
   4455 0.03%:  that doesn't go in the one
   4456 0.03%:  so that's not one.
   4457 0.03%:  so I've got that to do
   4458 0.03%: . I have too
   4459 0.03%:  no that one's not in.
   4460 0.03%:  I need a shot
   4461 0.03%:  so I got nothin' to
   4462 0.03%: . I've got that done
   4463 0.03%:  no this one's got the
   4464 0.03%:  so I've kinda got one
   4465 0.03%:  so I have to get on this
   4466 0.03%:  I got this
   4467 0.10%:  I got this one done
   4468 0.12%:  I got this one done thanks
   4469 0.05%:  I got this one too
   4470 0.04%:  I got this one done so
   4471 0.03%:  no that one I think
   4472 0.03%:  so it took the
   4473 0.03%:  I've got to take this one.
   4474 0.03%:  no thanks no good
   4475 0.03%:  so that one I get
   4476 0.03%:  so I have this on good
   4477 0.03%:  the end is not so
   4478 0.03%:  no it's not a good one I
   4479 0.03%:  that's the end I go
   4480 0.03%:  that one goes to the kid
   4481 0.03%:  then that's not
   4482 0.03%: . I've done this one too
   4483 0.03%:  that's not the ending so no
   4484 0.03%:  that one I think goes to
   4485 0.03%: . I think that one's gone
   4486 0.03%: . I think that one's gone on
   4487 0.06%: . I think that one's gone on too
   4488 0.03%:  no thanks I've got too
   4489 0.03%:  so then I have to edit
   4490 0.03%:  that one's gone on the
   4491 0.03%:  so it's not that one. I need
   4492 0.03%:  so this one I haven't got to
   4493 0.03%:  so it hasn't gone on the
   4494 0.03%:  so then I've got a
   4495 0.03%:  I have to end it
   4496 0.03%:  so I got to the end the
   4497 0.03%:  that one gets on
   4498 0.03%:  no that's one too
   4499 0.03%:  so not the ending that
   4500 0.03%:  no that's it go on
   4501 0.03%:  that one is done. I've got 
   4502 0.03%: . I've got to head to
   4503 0.03%:  so that's one. It
   4504 0.03%:  no no no that's the
   4505 0.06%:  no no no that's the end
   4506 0.03%:  so I need to have 
   4507 0.03%:  no that one isn't so hot
   4508 0.03%: . I have to do the
   4509 0.03%:  so it's not gonna end the
   4510 0.03%:  this one's done. I have no
   4511 0.03%: . I need to go into a
   4512 0.03%:  that is not one
   4513 0.03%:  I don't have this one so
   4514 0.03%:  no this one's gone on
   4515 0.03%: . I need to get this onto a
   4516 0.03%:  so I haven't got the kn
   4517 0.03%:  so don't think that one
   4518 0.03%: . It's got
   4519 0.08%: . It's got to
   4520 0.07%: . It's got a
   4521 0.03%:  no thanks it's not the
   4522 0.05%:  no thanks it's not the end
   4523 0.03%:  so I've got this to the
   4524 0.05%:  so I've got this to the end
   4525 0.03%:  so I've got the hook in and
   4526 0.03%:  that one is done. I got
   4527 0.03%: . I don't see the
   4528 0.03%:  so I don't get it.
   4529 0.03%:  I have to get on to
   4530 0.09%:  I have to get on to the
   4531 0.03%: . I've done a
   4532 0.03%:  thanks. I've gotten
   4533 0.03%:  that one isn't good so the
   4534 0.03%:  so on that ending
   4535 0.10%:  so on that ending note
   4536 0.03%:  that one doesn't go on.
   4537 0.03%:  so it's a 
   4538 0.03%:  no that isn't so
   4539 0.05%:  no that isn't so good
   4540 0.03%:  I need to go sit on that
   4541 0.04%:  I need to go sit on that one
   4542 0.03%:  I have to do it one
   4543 0.03%:  that one isn't so good h
   4544 0.03%:  that's the end I go on
   4545 0.03%:  that one is the end.
   4546 0.03%:  good. I've
   4547 0.03%:  no I've done that one too
   4548 0.03%:  no I need to go so
   4549 0.03%:  so I had to get
   4550 0.04%:  so I had to get the
   4551 0.03%:  that's not even 
   4552 0.03%:  that's the ending so.
   4553 0.03%:  the one
   4554 0.03%:  that one is the end. I
   4555 0.03%:  that's not it I
   4556 0.03%:  so that doesn't go to 
   4557 0.03%:  it's gone on the
   4558 0.03%: . I have to get this done to
   4559 0.03%:  no that one does not get
   4560 0.03%:  so I have to end
   4561 0.08%:  so I have to end it
   4562 0.05%:  so I have to end this on
   4563 0.05%:  so I have to end this one
   4564 0.04%:  so I have to end the
   4565 0.03%:  no that one's not in so
   4566 0.03%:  no thanks I'd
   4567 0.03%:  so I need this to get a
   4568 0.03%:  no this one doesn't have 
   4569 0.03%:  no I've got that done
   4570 0.03%: . I don't get it
   4571 0.03%:  this one I had
   4572 0.03%:  no it's not even that good I
   4573 0.03%:  that one is too good even
   4574 0.03%:  so I'd give that
   4575 0.03%:  so that one got the
   4576 0.03%:  so I haven't got this one on
   4577 0.03%:  I don't get that one.
   4578 0.03%:  that one is done. I got the
   4579 0.03%:  so I've got this done then
   4580 0.03%:  the end I
   4581 0.03%:  so I had too
   4582 0.03%:  so I had one thing
   4583 0.03%: . I've got an
   4584 0.03%:  no thanks this one'
   4585 0.03%:  I think that one's good too
   4586 0.03%:  that's done. I got
   4587 0.07%:  that's done. I got it
   4588 0.03%:  that's done. I got the
   4589 0.03%: . I need to take this on
   4590 0.03%:  so that doesn't get on
   4591 0.03%:  so. It
   4592 0.03%:  so. It's not
   4593 0.03%:  that is the end so get
   4594 0.03%:  no I need to get a
   4595 0.03%:  so I need to go take this
   4596 0.03%:  that's not good it
   4597 0.03%:  so I don't even think the
   4598 0.03%:  so no I'
   4599 0.03%:  so one thing I have to note
   4600 0.03%:  so I've got it so
   4601 0.03%:  so I've got it so that
   4602 0.03%:  no it's good
   4603 0.03%:  then that's it. I
   4604 0.03%:  so I need to go in a
   4605 0.03%:  so the end has
   4606 0.05%:  so the end has to
   4607 0.03%:  I've got one that
   4608 0.03%:  so I haven't gotten one shot
   4609 0.03%:  so the end is that I go
   4610 0.03%:  so it's not the end the
   4611 0.03%:  no that is not even
   4612 0.03%:  no that is not even the
   4613 0.03%:  so it's not the end at
   4614 0.03%:  that's not the end. I go
   4615 0.03%:  I don't have to go into
   4616 0.06%:  I don't have to go into the
   4617 0.03%:  so don't take this on
   4618 0.03%:  I need to think that
   4619 0.03%:  thanks. I'd
   4620 0.03%:  so that one I don't think even
   4621 0.03%:  thanks. I need to go sit
   4622 0.03%:  so it's not done. I have
   4623 0.03%:  no no that's not the end so I
   4624 0.03%:  no I think that's too good.
   4625 0.03%: . It's an
   4626 0.03%: . It's an ending
   4627 0.03%: . It's an honest
   4628 0.03%:  so I don't have to go in
   4629 0.03%:  so I have not gotten
   4630 0.08%:  so I have not gotten to
   4631 0.03%:  that one gets this
   4632 0.04%:  that one gets this one
   4633 0.03%:  that one I took
   4634 0.03%:  so that isn't good
   4635 0.03%: . I need to get on to
   4636 0.07%: . I need to get on to this
   4637 0.03%:  no it's that the
   4638 0.03%:  so I have to go see
   4639 0.03%:  I got the idea
   4640 0.03%:  this one gets 
   4641 0.03%:  I've got one that doesn
   4642 0.03%: . It's got to end
   4643 0.05%: . It's got to end soon
   4644 0.03%:  this one I have no
   4645 0.03%:  that's the one I get.
   4646 0.03%:  so I have done the
   4647 0.03%:  so that's the end. I get
   4648 0.03%:  no this one's not that good. I
   4649 0.03%:  so that one does not go in
   4650 0.03%:  so that one's done. It took
   4651 0.03%:  so I've gotta set the
   4652 0.03%:  so it's not done to
   4653 0.07%:  so it's not done to the
   4654 0.03%:  no it doesn't that
   4655 0.03%:  so I've got to do this one
   4656 0.03%:  that one goes on in
   4657 0.03%:  so then I need to go to a
   4658 0.03%:  so I've had the
   4659 0.03%:  so I've got that 
   4660 0.03%:  no this one's no good even
   4661 0.03%:  so that one goes on in
   4662 0.03%:  no it's not done I have the
   4663 0.03%:  so I've got it at
   4664 0.03%:  no I haven't gotten it
   4665 0.03%:  no I haven't gotten it done
   4666 0.03%:  so this took one
   4667 0.03%:  so then I got this
   4668 0.03%:  so I haven't done one shot
   4669 0.03%:  I've gotten to
   4670 0.03%:  so that's not done to
   4671 0.03%:  thanks. It's not even
   4672 0.03%:  so I've gotten to this
   4673 0.03%:  so no that
   4674 0.22%:  so no that's not the
   4675 3.07%:  so no that's not the ending
   4676 0.50%:  so no that's not the ending I
   4677 0.35%:  so no that's not the ending.
   4678 0.13%:  so no that's the
   4679 0.11%:  so no that's not the end.
   4680 0.24%:  so no that's not the end. I
   4681 0.06%:  so no that's not the ending. I
   4682 0.06%:  so no that's the end.
   4683 0.06%:  so no that doesn
   4684 0.04%:  so no that's not the end I
   4685 0.04%:  so no that's not good
   4686 0.03%:  so no that's not even
   4687 0.03%:  so no that's the ending
   4688 0.03%:  so no that's the ending to
