don't think you should use the word "retarded" like that, Michael Chabon.
100.00%: 
83.59%:  think
175.42%:  think you should take out the word "retarded, Michael.
128.57%:  think you should take out the word "retarded, Michael"
87.48%:  think you should take out the word "retarded, Michael Chabon is
75.45%:  think you should take out the word "retarded, Michael C
48.81%:  think you should take out the words
115.60%:  think you should take out the words "ret
856.51%:  think you should take out the words "retarded" and the
108.03%:  think you should take out the words "retarded" in
78.99%:  think you should take out the words "retarded" in the
48.42%:  think you should take out the word "retarded" Michael Chabon's the
48.21%:  think you should take out the word "retarded, Michael Chabon is the
48.01%:  think you should take out the word "retarded" to be
47.71%:  think you should take out the word retarded Michael Chabon, this
46.32%:  think you should take out the word retarded, Michael Chabon's 
46.04%:  think you should take out the word "retarded" Michael Chabon, shit
45.82%:  think you should take out the word "retarded" Michael Chabon, its
43.47%:  think you should take out the word "retarded" Michael C. and
43.37%:  think you should take out the word "retarded" Michael Chabon he
43.21%:  think you should take out the word retarded, Michael Chabon d
41.94%:  think you should take out the word "retarded" this
40.62%:  think you should take out the word retarded Michael Chabon is
40.25%:  think you should take out the word retarded, Ch
40.17%:  think you should take out the word "retarded" in a
39.31%:  think you should take out the word "retarded" in those
39.18%:  think you should take out the word "retarded" Michael Chabon ,
38.83%:  think you should take out the word "retarded" and he
38.48%:  think you should take out the word retarded, Michael "Chabon'
38.26%:  think you should take out the word retarded, Michael C. "
38.23%:  think you should take out the word "retarded" the
37.67%:  think you should take out the word "retarded" then.
37.28%:  think you should take out the word "retarded" Michael Chabon, he is
37.05%:  think you should take out the word "retarded" Michael, it's able
36.10%:  think you should take out the word "retarded" in bold
35.70%:  think you should take out the word "retarded, Michael Chabon 
34.64%:  think you should take out the word "retarded" h
34.29%:  think you should take out the word "retarded" Michael Chabon his
34.11%:  think you should take out the word retarded, Michael. "
33.68%:  think you should take out the words "retarded" and,
33.18%:  think you should take out the word "retarded, Michael Chabon "
33.13%:  think you should take out the word "retarded" at
32.65%:  think you should take out the word "retarded" Ch
98.09%:  think you should take out the word "retarded" Chabon.
80.90%:  think you should take out the word "retarded" Chabon,
32.34%:  think you should take out the word "retarded" Michael Chabon he'
32.24%:  think you should take out the word retarded Michael Chabon the
31.60%:  think you should take out the "
1271.66%:  think you should take out the "retarded" and
475.40%:  think you should take out the "retarded" bit
353.57%:  think you should take out the "retarded" word
338.00%:  think you should take out the "retarded" bit,
2463.28%:  think you should take out the "retarded" bit, Michael.
359.79%:  think you should take out the "retarded" bit, Michael C
189.07%:  think you should take out the "retarded" bit Michael
182.97%:  think you should take out the "retarded" and the
156.86%:  think you should take out the "retarded" word,
168403.02%:  think you should take out the "retarded" word, Michael Chabon.
1575.81%:  think you should take out the "retarded" word, Michael Chabon the
1362.31%:  think you should take out the "retarded" word, Michael.
659.45%:  think you should take out the "retarded" word, Michael Chabon'
226.57%:  think you should take out the "retarded" word, Michael C
151.01%:  think you should take out the "retarded" word and
132.10%:  think you should take out the "retarded" word, Michael Chabon is
127.28%:  think you should take out the "retarded" in
80.65%:  think you should take out the "retarded" bit.
72.13%:  think you should take out the "retarded" bit and
71.17%:  think you should take out the "retarded" and throw
71.05%:  think you should take out the "retarded" word, Michael Chabon 
68.32%:  think you should take out the "retarded" word, Michael Chabon. '
65.92%:  think you should take out the "retarded" word, Michael Chabon is the
58.98%:  think you should take out the "retarded" bit, Ch
57.66%:  think you should take out the "retarded" word.
53.40%:  think you should take out the "retarded" in the
49.20%:  think you should take out the "retarded" and write
47.06%:  think you should take out the "retarded" word Michael
413.87%:  think you should take out the "retarded" word Michael Chabon.
383.40%:  think you should take out the "retarded" word Michael Chabon,
37.45%:  think you should take out the "retarded" word Michael Chabon, the
35.70%:  think you should take out the "retarded" when
35.49%:  think you should take out the "retarded"s
32.40%:  think you should take out the "retarded" words
32.18%:  think you should take out the "retarded" word, Michael Chabon this
31.38%:  think you should take out the word "retarded" Michael Chabon, listed
30.97%:  think you should take out the word "retarded, Michael" and
30.70%:  think you should take out the word "retarded" and sh
30.21%:  think you should take out the word retarded, Michael "Chabon is
30.16%:  think you should take out the "retarded" word, Michael Chabon. 
29.91%:  think you should take out the word "retarded" Michael, it's a
29.67%:  think you should take out the word retarded, Michael Chabon listed
29.60%:  think you should take out the word "retarded" Michael Chabon. 
29.13%:  think you should take out the word retarded, Michael Chabon's.
28.33%:  think you should take out the word "retarded" '
28.24%:  think you should take out the "retarded" Michael
278.51%:  think you should take out the "retarded" Michael Chabon.
210.28%:  think you should take out the "retarded" Michael Chabon,
28.20%:  think you should take out the word retarded then
28.18%:  think you should take out the word "retarded" and hit
27.98%:  think you should take out the "retarded word
27.78%:  think you should take out the word "retarded" Michael, don
27.69%:  think you should take out the word "retarded" on this
27.65%:  think you should write a letter to Michael and ask
27.55%:  think you should write that Michael Chabon stole the
27.54%:  think you should write Michael Chabon a real
27.52%:  asked you to write Michael Chabon so that he'
27.49%:  asked you to write Michael Chabon's head
27.47%:  think you should take out the word retarded, Michael Chabon. the
