now I'm certain of it. I am speaking of the ninja teen.
      0 100.00%: 
      1 87.82%:  that
   2179 2.08%:  I think I'm gonna paint it more often
   2180 0.72%:  now I'm not that into
   2181 0.71%:  that's it for acting
   2182 0.71%:  I forgot that one was
   2183 0.71%:  I think we're on
   2184 0.71%:  I took
   2185 0.71%:  I think I want to paint again once in
   2186 0.71%:  I'm not certain if that was one
   2187 0.71%:  there's no point in time
   2188 0.71%:  I think I got a
   2189 0.71%:  the reason I can
   2190 1.39%:  the reason I can't paint
   2191 1.86%:  the reason I can't paint now
   2192 0.71%:  that is a perfect
   2193 0.71%:  I think it's now
   2194 3.39%:  I think it's now time for me to face
   2195 2.41%:  I think it's now time to
   2196 1.65%:  I think it's now time for a
   2197 1.63%:  I think it's now time to go
   2198 0.73%:  I think it's now time for a nap.
   2199 0.71%:  I meant what
   2200 0.71%:  I wanna
   2201 2.02%:  I wanna paint
   2202 1.55%:  I wanna paint that
   2203 1.08%:  I wanna paint more
   2204 0.88%:  I wanna paint another
   2205 0.88%:  I wanna paint another one of
   2206 0.86%:  I wanna paint more things
   2207 0.71%:  it's the one wearing pink
   2208 0.71%:  I was gonna keep
   2209 4.02%:  I was gonna keep that to
   2210 2.43%:  I was gonna keep that conf
   2211 1.05%:  I was gonna keep that one
   2212 0.78%:  I was gonna keep that from
   2213 0.71%:  that's not an ego trip
   2214 0.71%:  I'm gonna keep that one secret.
   2215 0.71%:  I know for a fact that's not an
   2216 0.71%:  it was in a
   2217 0.71%:  there's no point in making a time
   2218 0.71%:  I was a jerk
   2219 0.71%:  that's not me making
   2220 0.71%:  now that it's on
   2221 0.71%:  I think I'm gonna respect
   2222 0.70%:  it's gonna take more than one fifteen
   2223 0.70%:  now I think it's time for a conf
   2224 0.70%:  no matter how I spin it I cannot
   2225 2.24%:  no matter how I spin it I cannot make
   2226 0.70%:  I got that from an
   2227 2.93%:  I got that from an action
   2228 0.70%:  I'm gonna paint that scene
   2229 0.70%:  now I'm off
   2230 1.94%:  now I'm off to paint
   2231 4.32%:  now I'm off to paint again
   2232 1.60%:  now I'm off to paint a
   2233 1.88%:  now I'm off to paint a master
   2234 1.22%:  now I'm off to paint the
   2235 0.70%:  now I think I'm gonna paint it
   2236 0.70%:  that's it for me too
   2237 0.70%:  there's no point in taking a
   2238 0.70%:  I know for a fact I'm the
   2239 0.70%:  I think it's time we forget
   2240 0.70%:  I'm sort
   2241 1.66%:  I'm sort of hoping
   2242 0.70%:  I promise not to take it
   2243 0.70%:  now it's time for me to paint again. I can
   2244 0.70%:  I'm not certain what it is
   2245 0.70%:  there we go.
   2246 0.70%:  since I'm not
   2247 0.70%:  it was great
   2248 0.70%:  that means I'm not taking
   2249 0.70%:  now I think it's time for an ice
   2250 0.70%:  it makes me want to paint a
   2251 0.70%:  I think it's time for me to w
   2252 0.70%:  there's no mention
   2253 1.56%:  there's no mention of paint
   2254 1.09%:  there's no mention of paint in
   2255 0.70%:  the reason I keep
   2256 1.12%:  the reason I keep mention
   2257 0.70%:  we can stop
   2258 1.03%:  we can stop here
   2259 0.69%:  now I'm certain that someone
   2260 0.69%:  that means I can't make
   2261 0.69%:  I promise I won't mention it again h
   2262 0.69%:  I got that conf
   2263 0.69%:  I know for a fact that at
   2264 0.69%:  it was more than ten
   2265 0.69%:  that's gonna keep
   2266 0.81%:  that's gonna keep me from
   2267 0.69%:  it's gonna take more than one nin
   2268 0.69%:  I'm not that great a
   2269 0.69%:  I promise I won't mention that in 
   2270 0.69%:  I think it's time I go paint a new
   2271 1.54%:  I think it's time I go paint a new one
   2272 0.69%:  I think it's time for a nap time
   2273 0.69%:  I know that means I'm not a
   2274 6.09%:  I know that means I'm not a painter
   2275 2.71%:  I know that means I'm not a painter.
   2276 0.69%:  I meant that in terms
   2277 0.69%:  neither one
   2278 0.91%:  neither one was
   2279 0.69%:  now I'm certain that makes
   2280 0.69%:  it's gonna take more than a nin
   2281 0.69%:  I'm not asking
   2282 0.76%:  I'm not asking for a
   2283 0.69%:  I think I went to
   2284 0.69%:  it's gonna take more than a time
   2285 0.69%:  I'm not gonna mention paint
   2286 0.69%:  I want this
   2287 0.69%:  I think I'm gonna eat
   2288 1.00%:  I think I'm gonna eat some
   2289 0.69%:  what
   2290 0.69%:  I'm the first to mention
   2291 0.69%:  I think after
   2292 0.69%:  I was making a
   2293 0.69%:  I think I want to paint again some more
   2294 0.68%:  then I went on to paint
   2295 0.68%:  that's it for paint.
   2296 0.68%:  if that's not tragic
   2297 0.68%:  I know that conf
   2298 0.68%:  the reason I got
   2299 1.38%:  the reason I got into
   2300 0.68%:  I spent the entire time knowing I
   2301 0.68%:  I'm not certain if it was the one
   2302 0.68%:  that was after taking
   2303 0.68%:  he's wearing a cape too
   2304 0.68%:  I think I'm gonna paint in water
   2305 0.68%:  I take
   2306 2.77%:  I take that
   2307 0.68%:  now I'm coming
   2308 0.68%:  I forgot it
   2309 0.68%:  if there was one
   2310 0.68%:  I promise I won't mention that again a
   2311 0.68%:  if that's wrong
   2312 0.68%:  I think I'm certain
   2313 0.68%:  it's time for me to go pack
   2314 0.68%:  I think I'm awesome too
   2315 0.67%:  I'm not so certain that I
   2316 0.67%:  the most
   2317 0.67%:  I think I want some more paint
   2318 0.67%:  I can't paint that
   2319 0.67%:  I want to paint it
   2320 2.24%:  I want to paint it again.
   2321 1.34%:  I want to paint it again some
   2322 1.29%:  I want to paint it again so
   2323 1.28%:  I want to paint it again soon
   2324 0.67%:  I think some
   2325 0.67%:  that's perfect
   2326 0.67%:  that was not an
   2327 0.67%:  he was on
   2328 0.88%:  he was on fire
   2329 0.67%:  on that note I am gonna
   2330 0.86%:  on that note I am gonna paint
   2331 0.67%:  now it's time to go paint a
   2332 0.67%:  that makes two confirm
   2333 0.67%:  I promise that I
   2334 0.67%:  it's time for me to go face the
   2335 0.67%:  I think I'm gonna paint one of
   2336 0.67%:  that one time I went
   2337 0.67%:  now I'm making the conf
   2338 0.67%:  I promise I won't mention the nin
   2339 0.67%:  on that note I'm gonna make a
   2340 0.67%:  I was gonna paint him
   2341 0.67%:  I think I wanna
   2342 2.22%:  I think I wanna paint
   2343 2.32%:  I think I wanna paint more
   2344 1.69%:  I think I wanna paint some
   2345 1.24%:  I think I wanna paint some more.
   2346 0.98%:  I think I wanna paint more often
   2347 0.88%:  I think I wanna paint more soon
   2348 0.67%:  the entire time I was making it
   2349 0.67%:  I know that it's not fair
   2350 0.67%:  now I'm making conf
   2351 0.67%:  that one came
   2352 0.69%:  that one came from
   2353 0.67%:  it's time for me to go nap
   2354 0.66%:  I know for a fact that one
   2355 1.16%:  I know for a fact that one time
   2356 0.66%:  I'm gonna paint another one if
   2357 0.66%:  I think we're gonna paint
   2358 0.66%:  there is no point in mention
   2359 0.66%:  there it was
   2360 1.47%:  there it was again
   2361 0.66%:  I think it's time I go to
   2362 0.66%:  I forgot I
   2363 0.66%:  now I'm certain that I meant
   2364 0.66%:  I'm gonna paint another one in case
   2365 0.66%:  I'm not certain he wasn
   2366 0.66%:  I think it's time for ice
   2367 0.66%:  that was coming from a point
   2368 0.66%:  I think I'm an
   2369 0.90%:  I think I'm an awesome
   2370 38.57%:  I think I'm an awesome painter
   2371 8.55%:  I think I'm an awesome painter too
   2372 2.71%:  I think I'm an awesome painter too.
   2373 2.46%:  I think I'm an awesome painter.
   2374 0.80%:  I think I'm an artist
   2375 0.75%:  I think I'm an awesome painter in
   2376 0.70%:  I think I'm an awesome painter if
   2377 0.66%:  I knew it
   2378 0.66%:  I meant to mention it
   2379 0.66%:  I imagine
   2380 1.28%:  I imagine that
   2381 1.00%:  I imagine that'
   2382 1.22%:  I imagine that's not
   2383 0.80%:  I imagine that was
   2384 0.66%:  I imagine that makes
   2385 0.66%:  it was on a giant
   2386 0.70%:  it was on a giant piece
   2387 0.66%:  it's time for me to go paint an
   2388 0.66%:  he was a
   2389 0.66%:  I think I want to go paint a
   2390 0.66%:  I got that one
   2391 1.30%:  I got that one from
   2392 0.83%:  I got that one from a stick
   2393 0.66%:  that one's a
   2394 0.89%:  that one's a conf
   2395 0.66%:  I can't promise he
   2396 0.66%:  I know it's the one from
   2397 0.65%:  that means I can't paint in
   2398 0.65%:  it's time for me to eat a
   2399 0.65%:  there's a few
   2400 0.65%:  I'm the one writing
   2401 0.65%:  it's gonna take another
   2402 0.65%:  it's canon
   2403 0.65%:  I promise I won't make that face
   2404 0.65%:  it's the green
   2405 0.65%:  I think it's time we agree
   2406 0.65%:  now I'm certain someone
   2407 0.65%:  that's not too
   2408 0.65%:  that was a perfect time
   2409 0.65%:  I think I forgot to name
   2410 0.65%:  then I wrote a
   2411 0.65%:  I'm not certain if I was making
   2412 1.58%:  I'm not certain if I was making that
   2413 0.65%:  I'm gonna write that one
   2414 0.65%:  it's time for me to paint once
   2415 0.91%:  it's time for me to paint once again.
   2416 0.65%:  now it's time to eat
   2417 0.65%:  I'm not gonna mention where I kept
   2418 0.65%:  that was a great time
   2419 0.65%:  it's time to face another
   2420 0.65%:  there's no point in making mention
   2421 0.65%:  that makes me want a
   2422 0.65%:  now it's time to think
   2423 0.65%:  I'm working
   2424 1.00%:  I'm working on that
   2425 0.81%:  I'm working on the
   2426 0.71%:  I'm working on that conf
   2427 0.65%:  I can't promise the
   2428 0.65%:  that was meant to confirm
   2429 0.65%:  that means I'm 
   2430 0.64%:  it's time for me to face what
   2431 0.64%:  that one's not canon
   2432 0.64%:  I'm not certain that isn
   2433 0.64%:  I think I'm gonna write some fan fiction at
   2434 0.64%:  it's time to paint again now
   2435 0.64%:  that's me again
   2436 0.64%:  I think it's time for an epic
   2437 0.64%:  there was a ninja in
   2438 0.64%:  now it's time for an
   2439 0.64%:  I promise I won't make it
   2440 0.75%:  I promise I won't make it a thing
   2441 0.64%:  I think it's time for me to go pace
   2442 0.64%:  I think it's time now
   2443 0.87%:  I think it's time now for me to face
   2444 0.78%:  I think it's time now to
   2445 0.64%:  I'm gonna keep that to
   2446 0.64%:  these conf
   2447 0.64%:  we're coming home
   2448 0.64%:  I think I'm seeing
   2449 0.64%:  I think it's time we part
   2450 0.64%:  I promise not to name
   2451 0.64%:  I forgot to name
   2452 0.81%:  I forgot to name him.
   2453 0.64%:  that one was for
   2454 0.64%:  that part wasn
   2455 0.64%:  now it's time for a nice
   2456 0.64%:  I'm not taking this conf
   2457 0.64%:  I'm certain that it makes
   2458 0.63%:  now I think it's time to re
   2459 0.63%:  I can't imagine a worse fate
   2460 0.63%:  I think I want to paint more in
   2461 0.63%:  I promise I won't mention that again in 
   2462 0.63%:  I'm not certain that speaking of
   2463 0.63%:  then I got in
   2464 0.63%:  I can't imagine there
   2465 0.63%:  I think it's time I went for a nice
   2466 0.63%:  I'm not gonna mention where I keep it.
   2467 0.63%:  I know for a fact I meant it
   2468 0.63%:  no matter how often I paint again
   2469 0.63%:  I think I got it
   2470 1.01%:  I think I got it from
   2471 0.63%:  we're gonna stop
   2472 0.63%:  I think it's written in
   2473 0.63%:  there's no point in me wanting
   2474 0.63%:  I'm not the master
   2475 0.63%:  now I can't stop making
   2476 0.84%:  now I can't stop making that
   2477 0.63%:  it's gonna take more than coffee
   2478 0.63%:  that's coming after me in
   2479 0.63%:  if I were to paint a
   2480 0.63%:  I'm the reason
   2481 0.63%:  it's the one I
   2482 0.63%:  that one's coming from a
   2483 0.63%:  it's gonna take more than one nap
   2484 0.63%:  I'm not gonna paint that
   2485 0.63%:  he's got
   2486 0.63%:  thanks for not comment
   2487 0.63%:  I think it's great to
   2488 0.63%:  I was hoping for
   2489 0.63%:  I forget
   2490 1.26%:  I forget what
   2491 0.63%:  I think it was at
   2492 0.63%:  I took that
   2493 0.63%:  I think I'm gonna paint it for
   2494 0.63%:  it's one
   2495 8.40%:  it's one of the few
   2496 0.62%:  we're in
   2497 0.62%:  I think I was more
   2498 0.89%:  I think I was more into
   2499 0.62%:  there's no point in making an
   2500 0.62%:  now it's time for one
   2501 0.62%:  I'm the one making
   2502 0.62%:  I somehow
   2503 0.62%:  it's time to wrap
   2504 0.62%:  I'm not certain I meant it as a joke
   2505 0.62%:  I promise I'm not that
   2506 0.62%:  I promise I won't mention that nin
   2507 0.91%:  I promise I won't mention that ninja again
   2508 0.62%:  I'm not certain if I meant it
   2509 0.91%:  I'm not certain if I meant it as a joke
   2510 0.62%:  if someone were to paint a
   2511 0.62%:  I'm certain I meant
   2512 0.65%:  I'm certain I meant to paint
   2513 0.62%:  that means we're not gonna
   2514 0.62%:  it's one of the great
   2515 0.62%:  now that I'm mention
   2516 0.62%:  I promise to change
   2517 0.62%:  I'm not gonna mention where it
   2518 0.62%:  it was a project
   2519 0.62%:  I'm writing that
   2520 0.62%:  it's the wrong one.
   2521 0.62%:  I think I'm 
   2522 0.62%:  I'm gonna take
   2523 0.79%:  I'm gonna take that as
   2524 0.84%:  I'm gonna take that as proof
   2525 0.72%:  I'm gonna take this
   2526 0.68%:  I'm gonna take another
   2527 0.62%:  I want to paint more again
   2528 0.62%:  it's not fair
   2529 0.88%:  it's not fair that
   2530 0.62%:  I gotta paint
   2531 0.62%:  I'm working on a
   2532 0.62%:  that's a fact.
   2533 0.62%:  I forgot to switch
   2534 0.62%:  I promise that I'm not gonna
   2535 0.62%:  I'm coming to the
   2536 0.62%:  that one too
   2537 0.62%:  if I were to paint again I'm
   2538 0.62%:  if I were to paint the same image
   2539 0.61%:  I think writing
   2540 0.61%:  I can't wait
   2541 4.24%:  I can't wait to paint
   2542 2.01%:  I can't wait to see
   2543 1.74%:  I can't wait for
   2544 2.19%:  I can't wait for someone
   2545 1.58%:  I can't wait to hear
   2546 1.25%:  I can't wait to get
   2547 2.80%:  I can't wait to get home
   2548 1.12%:  I can't wait to paint some
   2549 0.79%:  I can't wait to paint more
   2550 0.75%:  I can't wait for that
   2551 0.71%:  I can't wait for this
   2552 0.63%:  I can't wait for the moment
   2553 0.61%:  I'm certain it was a
   2554 0.61%:  I know for a fact I got
   2555 0.61%:  that's from
   2556 0.61%:  I promise it
   2557 0.61%:  now I'm gonna start
   2558 0.61%:  on that note I am off
   2559 0.61%:  it's great
   2560 1.16%:  it's great that
   2561 0.69%:  it's great that we can
   2562 0.61%:  I know for a fact that I'm an
   2563 0.61%:  I know there's no mention
   2564 0.61%:  one time I wrote
   2565 0.61%:  I'm certain I know
   2566 1.17%:  I'm certain I know nothing
   2567 0.61%:  it's time for me to take a nap on
   2568 0.61%:  it was on the front page of an
   2569 0.61%:  I think I'm gonna stop mention
   2570 0.61%:  there's no tape
   2571 0.61%:  that nin
   2572 0.61%:  I'm not certain that if
   2573 0.61%:  now I'm making a conf
   2574 0.61%:  I'm not gonna mention it was
   2575 0.61%:  I meant to paint it from
   2576 0.61%:  it's making
