definitely possible to get a PhD in that, yes?
100.00%: 
38.08%:  definitely
0.02%:  sitting on the shelf by
0.02%:  past eight
0.02%:  beside the point that only
0.02%:  possible that the last one
0.02%:  been doing it a
0.02%:  in a bottle inside
0.02%:  been so long that the idea
0.02%:  been so long, has
0.07%:  been so long, has it
0.04%:  been so long, has it?
0.02%:  fine, the last
0.03%:  fine, the last thing
0.03%:  fine, the last one is
0.02%:  the best feeling and yet
0.02%:  this old feeling that isn
0.02%:  possible that the feeling is,
0.02%:  not a din
0.02%:  the last day of the sign
0.02%:  easy to get lost in life, h
0.02%:  been lifting
0.02%:  the title of the post
0.02%:  shooting
0.02%:  this feeling in the p
0.02%:  gotta be old
0.02%:  been said that she
0.02%:  been settled
0.02%:  so intens
0.02%:  also the title of the bi
0.02%:  been a life long
0.02%:  so easy to slip
0.02%:  an eighteen
0.02%:  possible she left to get a
0.02%: , definitely
0.02%:  not that the past
0.02%:  so silly to
0.02%:  this sent
0.02%:  a delight, to be
0.02%:  fine, this is still
0.02%:  the golden
0.02%:  not possible, she
0.02%:  been a long day, the
0.02%:  fine, the pills
0.02%:  the defining
0.02%:  definitely not as big as it
0.02%:  totally a thing this
0.02%:  as if,
0.02%:  pointless to fight this,
0.02%:  the little things, often
0.02%:  definitely highly
0.02%:  also got
0.02%:  sitting at the end of his
0.06%:  sitting at the end of his table
0.03%:  sitting at the end of his table,
0.02%:  sitting silently
0.02%:  that old feeling, not
0.04%:  that old feeling, not the
0.02%:  all the d
0.02%:  been so long this
0.02%:  possible that he is feeling
0.02%:  this tiny, tiny little
0.02%:  a ple
0.05%:  a pleasing
0.02%:  pointless, isn
0.02%:  so late at
0.20%:  so late at night,
0.02%:  nostalgia itself
0.02%:  the least he o
0.02%:  beneath
0.02%:  the feeling that says,
0.02%:  a lie
0.02%:  pointless to be this
0.02%:  beside the point that if
0.02%:  satisfied
0.02%:  a little intense today
0.02%:  definitely a thing, he
0.02%:  a sentient life
0.02%:  a bi
0.02%:  this idea
0.02%:  a pl
0.02%:  so neat
0.02%:  one of the least pl
0.02%:  one in
0.02%:  attending
0.03%:  attending this
0.02%:  fine, this is all
0.02%:  no big deal, if
0.02%:  not sp
0.14%:  not spelled the
0.06%:  not spelled that
0.02%:  in the title it
0.02%:  pointless, yes
0.02%:  easy to tell by the giant
0.02%:  been a thing,
0.10%:  been a thing, lately
0.02%:  only polite, ya
0.02%:  easy to tell this one by
0.02%:  only a bit of
0.02%:  a goldfish in
0.02%:  the best title, honestly
0.02%:  only polite, seeing that this
0.02%:  in both
0.02%:  an all
0.02%:  doesn
0.02%:  too bad that she
0.02%:  not the last
0.02%:  the essential
0.02%:  possible it is a
0.02%:  the bold
0.02%:  easy to get lost in the past, if
0.02%:  gotta be that pill
0.02%:  not that, it
0.02%:  a goldfish that
0.02%:  on the sign at the top
0.02%:  only saying
0.02%:  non
0.02%:  a feeling that is deeply
0.02%:  possible that she got eaten
0.02%:  the pill
0.02%:  this potential
0.02%:  none of these ladies
0.02%:  a bit of the
0.02%:  not bad, is
0.02%:  been a long day, yo
0.02%:  totes fine that
0.02%:  not that she is
0.02%:  not that she is definitely
0.02%:  possible he is not at
0.02%:  that one in
0.02%:  not easy to type
0.02%:  these pills that do it, e
0.02%:  not that she left a
0.02%:  this feeling, yeah
0.02%:  one thing to be sad
0.02%:  honestly playing
0.02%:  a little thing, it doesn
0.02%:  been laying
0.02%:  been the longest 
0.02%:  sitting by
0.02%:  in the bi
0.02%:  spitting
0.02%:  at the end of this line, please
0.02%:  a little boy inside
0.02%:  in the title, so that
0.02%:  too bad she isn
0.02%:  too late, they left
0.02%:  totally beside
0.02%:  possible he got in
0.02%:  a thing of
0.04%:  a thing of the
0.02%:  at the end of the little
0.02%:  gotta be on the inside
0.03%:  gotta be on the inside,
0.02%:  the age
0.02%:  possible s
0.02%:  gotta be the nost
0.02%:  not healthy, is
0.02%:  a fleshy being,
0.02%:  the best feeling, yeah
0.02%:  definitely not a ho
0.02%:  not that long, is
0.02%:  a lost feeling and
0.02%:  not helping, is
0.02%:  easy to get lost in the deep
0.02%:  so pot
0.03%:  so potent,
0.02%:  no big deal that she left
0.02%:  honestly not a big deal, she
0.02%:  only polite, and the
0.02%:  that feeling, h
0.02%:  the latest in the field
0.02%:  this total
0.02%:  a st
0.02%:  totally to
0.02%:  totally totes fine
0.02%:  totally fine, this is not
0.02%:  so late in the day to be sitting
0.02%:  too late in
0.12%:  too late in the night
0.02%:  honestly beating
0.02%:  eighteen
0.02%:  been a thing the past little
0.02%:  in the sp
0.12%:  in the spelling
0.07%:  in the spelling of
0.03%:  in the spelling of the
0.02%:  in the spelling,
0.02%:  this tiny little bee
0.02%:  not, it
0.02%:  only, it
0.02%:  being a
0.02%:  not often that these
0.02%:  the last thing on
0.02%:  a fella
0.02%:  easy to get the pills
0.02%:  so late in life
0.02%:  that sense of being
0.02%:  bit
0.02%:  not lonely
0.02%:  gonna be,
0.02%:  possible she left, and
0.02%:  on the table?
0.02%:  instead
0.02%:  a little thing that,
0.02%:  less of a title than
0.02%:  so late at night, the
0.02%:  definitely not a test,
0.02%:  an entity of
0.02%:  all so intense
0.02%:  essential if
0.02%:  that floating
0.02%:  so late at night, it
0.03%:  so late at night, it feels
0.02%:  fine to be a little shy
0.02%:  been a long day h
0.02%:  a tiny little dog,
0.02%:  as if the past is being
0.02%:  being polite, and
0.02%:  the best episode of his
0.02%:  the lead
0.02%:  been a long day, they
0.02%:  eight feet tall, it has
0.02%:  still being
0.02%:  got to be this intense,
0.02%:  these pills that get to
0.02%:  a little past nine
0.02%:  not this one
0.02%:  so deep
0.02%:  the title of the only
0.02%:  definitely laying
0.02%:  possible it is not
0.02%:  pointless to deny that this
0.02%:  not a disease
0.02%:  a bit long, so
0.02%:  not the last thing
0.02%:  a spelling bee today
0.02%:  at the end of the lane
0.02%:  honestly b
0.02%:  totally fine to be a
0.02%:  this f
0.02%:  easy, it
0.02%:  sitting on a
0.10%:  sitting on a shelf
0.02%:  sitting on a shelf beside
0.02%:  been doing it this
0.02%:  not typing
0.02%:  been at least eight solid
0.02%:  fine, nobody is
0.02%:  possible he got it
0.02%:  things
0.02%:  this ghost, and
0.02%:  been a long day, so it
0.02%:  only polite, as this
0.02%:  opening day
0.02%:  by telephone
0.02%:  that old feeling, so
0.02%:  this p
0.02%:  too bad she left the
0.02%:  only the best and
0.02%:  the title of a song,
0.02%:  this silent
0.02%:  been a long day it
0.02%:  only polite, h
0.02%:  been e
0.02%:  gotta be on the list,
0.02%:  a standing
0.02%:  eight feet tall, painted
0.02%:  too bad the pill
0.02%:  at the end of this list, so
0.02%:  done,
0.02%:  only polite that,
0.02%:  handy
0.02%:  easy to identify, he
0.02%:  not in the title
0.02%:  only a polite thing
0.02%:  easy to get lost in his depth
0.02%:  the one on
0.23%:  the one on the left,
0.04%:  the one on the left?
0.02%:  the one on the left, yes
0.02%:  only polite, he
0.02%:  a fine day
0.02%:  the feeling, isn
0.02%:  the body
0.02%:  definitely not a b
0.02%:  definitely hyp
0.02%:  gotta be an inside
0.02%:  an en
0.02%:  playing that
0.02%:  one hell of an
0.02%:  honestly an
0.02%:  been so long that the last
0.02%:  at the end of this pile
0.02%:  safe to say the
0.02%:  fine, he totally
0.03%:  fine, he totally doesn
0.02%:  fine, he totally gets
0.02%:  a health
0.02%:  the one inside the
0.02%:  possible that it is,
0.02%:  eight feet tall, and is
0.02%:  at the end of the sign
0.02%:  definitely things
0.02%:  totally fine, this thing
0.02%:  so sad, isn
0.02%:  possible that the feeling st
0.02%:  the one that bit
0.02%:  pointless if she
0.02%:  not easy to get inside
0.02%:  not pleasant
0.02%:  easy to get lost in the life
0.02%:  fine, let
0.02%:  honestly the best day of
0.02%:  only not
0.02%:  only polite that if
0.02%:  a tang
0.27%:  a tangible entity
0.08%:  a tangible entity, yes
0.02%:  a tangible,
0.02%:  that feeling, y
0.02%:  safe to say he
0.02%:  definitely the best song she
0.02%:  a sad
0.18%:  a sad feeling
0.10%:  a sad feeling, isn
0.05%:  a sad little
0.02%:  a sad thing
0.02%:  a sad thing to
0.02%:  a sad little thing
0.02%:  been so long that she left
0.02%:  at the end of the pile
0.02%:  no big deal, his
0.02%:  not that this feeling is dis
0.02%:  said the
0.02%:  so easy to see
0.02%:  the best idea in
0.02%:  the best day of the
0.02%:  definitely a pal o
0.02%:  a splitting
0.02%:  only polite, seeing that he
0.02%:  definitely the best song he
0.02%:  this tiny little t
0.02%:  one of the last big
0.02%:  possible only
0.02%:  possible that the old
0.02%:  been said that it
0.02%:  this being
0.02%:  this little thing, it doesn
0.02%:  a tangible entity, so
0.02%:  fine, she totally gets that
0.02%:  not that she feels
0.02%:  so tang
0.09%:  so tangible, it
0.08%:  so tangible and
0.09%:  so tangible and yet
0.06%:  so tangible, it feels
0.05%:  so tangible, isn
0.05%:  so tangible that
0.04%:  so tangible, yet
0.10%:  so tangible, yet so int
0.04%:  so tangible, so
0.04%:  so tangible, yet so eth
0.04%:  so tangible and yet so eth
0.03%:  so tangible, yet so distant
0.03%:  so tangible, this
0.02%:  so tangible yet
0.02%:  so tangible that it
0.11%:  so tangible that it feels
0.02%:  so tangible and yet so fle
0.02%:  so tangible, yet int
0.02%:  so tangible it
0.04%:  so tangible it feels
0.02%:  so tangible and yet so el
0.02%:  so tangible and yet,
0.02%:  totally the best episode yet
0.02%:  a non
0.02%:  this feeling that says it
0.02%:  so hot that
0.02%:  so tangible, yet so fle
0.02%:  been yelling at the
0.05%:  been yelling at the top of his
0.04%:  been yelling at the top of it
0.02%:  not so bad, it
0.02%:  a sight to behold?
0.02%:  definitely not a ghost is the
0.02%:  totally none
0.02%:  been P
0.02%:  a sheep
0.02%:  only in the best
0.02%:  this sense of long
0.02%:  that being
0.02%:  possible that that isn
0.02%:  often said that the only
0.02%:  that one, yes
0.02%:  not possible, that
0.04%:  not possible, that feeling
0.02%:  a she, by
0.02%:  so big it
0.02%:  silly, and it
0.02%:  a late night inf
0.02%:  been that long h
0.02%:  possible that if they don
0.02%:  in the title of that
0.02%:  the thing on top
0.02%:  easy to get behind
0.02%:  a title, and
0.02%:  a tangible entity this
0.02%:  a little f
0.02%:  that pill
0.02%:  possible that he,
0.02%:  definitely gotta be a he
0.02%:  in bad taste to
0.02%:  bee
0.02%:  on display
0.02%:  the sent
0.02%:  gone all
0.02%:  been so long that, despite this
0.02%:  a little too big
0.02%:  a bit late in life to get
0.02%:  the title of his latest,
0.02%:  this intensity
0.02%:  also the title of a
0.02%:  no big deal, let
0.02%:  a little big to fit on
0.02%:  as big
0.02%:  the title, not the body
0.02%:  also possible that,
0.02%:  not a legit title
0.02%:  an old pal,
0.02%:  the best thing to do
0.02%:  a p
0.02%:  a thesis
0.02%:  a little thing they do,
0.02%:  too late, this is
0.03%:  too late, this is definitely
0.05%:  too late, this is definitely the
0.02%:  a feeling that isn
0.02%:  the long
0.02%:  safe to say the title
0.02%:  a little of both
0.02%:  this tight
0.02%:  a little tiny ghost
0.02%:  a delight to be in his
0.02%:  so tangible, yet so el
0.02%:  this little thing at
0.02%:  gotta be this tiny
0.02%:  this insane
0.02%:  a blast
0.02%:  still doing
0.02%:  in the bottle in
0.02%:  gotta be said, this
0.06%:  gotta be said, this is the
0.02%:  a goldfish?
0.02%:  in the bottle, isn
0.02%:  no big deal, P
0.02%:  totally fine, she says
0.02%:  a lot to type,
0.02%:  besides
1.51%:  besides the point that it
0.50%:  besides the point,
0.17%:  besides the point if
0.08%:  besides the point if they
0.07%:  besides the point if she
0.06%:  besides the point that it feels
0.06%:  besides the point, honestly
0.05%:  besides the point if he
0.05%:  besides the point that eating
0.05%:  besides the point if that
0.05%:  besides the point that if
0.05%:  besides the point if it
0.04%:  besides the point that saying
0.04%:  besides the point that only
0.04%:  besides the point, she
0.04%:  besides the point that it only
0.03%:  besides the point, isn
0.03%:  besides the point that it is
0.03%:  besides the point if this
0.03%:  besides the point that all
0.03%:  besides the point that eating is
0.02%:  besides the point that no
0.02%:  besides the point that in
0.02%:  besides the point if the
0.02%:  besides the point that,
0.02%:  besides the point, yes
0.02%:  been hell
0.02%:  tense
0.02%:  safe to say she
0.02%:  gotta be the title of his
0.02%:  a shy
0.07%:  a shy little
0.09%:  a shy little thing
0.04%:  a shy little thing, isn
0.02%:  a delight, isn
0.02%:  fine, the title
0.03%:  fine, the title is long
0.02%:  so selfish,
0.02%:  the feelings, not the taste
0.02%:  not behind
0.02%:  gonna help
0.02%:  that old feeling, that nost
0.02%:  a digital
0.02%:  a doll,
0.02%:  so late at night to
0.02%:  a sad feeling to
0.02%:  a little thing that is
0.02%:  been said that life is the
0.02%:  been in the title the
0.02%:  not listing
0.02%:  definitely not a l
0.02%:  best to get it
0.02%:  a feeling, yes
0.02%:  these pills that don
0.02%:  honestly best
0.02%:  at the end of these
0.02%:  this feeling, only it
0.02%:  not a yes
0.02%:  gotta be the pills, isn
0.02%:  not that the pills
0.02%:  so late in the day to be seeing this,
0.02%:  easy to tell this one is
0.02%:  best she
0.02%:  t
0.02%:  fine, this is totally not
0.02%:  possible not
0.02%:  not that this feeling is ple
0.02%:  a little thing she does, isn
0.02%:  totally by
0.02%:  this latest
0.02%:  sad, isn
0.02%:  that feeling that sne
0.02%:  so deeply
0.02%:  definitely gotta be this one, h
0.02%:  an idea
0.02%:  definitely not a go
0.02%:  a last
0.02%:  sensible,
0.02%:  got its
0.02%:  a defining
0.02%:  only being polite, she says
0.02%:  got to be the title
0.02%:  doing all
0.02%:  only ten
0.02%:  gotta feel
0.02%:  in passing
0.02%:  only polite, being that these
0.02%:  got to be this lady
0.02%:  a bit dis
0.02%:  easy to get inside this
0.02%:  been so long, it feels as
0.02%:  a top
0.02%:  a tight fit inside
0.02%:  one of these pills that
0.02%:  at his
0.02%:  the best feeling and also
0.02%:  polite to say hi
0.02%:  definitely not that she gets
0.02%:  a penis
0.02%:  only helping
0.02%:  on sight
0.02%:  at the end of the last
0.02%:  definitely sensible
0.02%:  a stop
0.02%:  only polite, as it
0.02%:  that late
0.02%:  an easy one
0.02%:  gotta be the easiest
0.02%:  the title of the essay, not
0.02%:  in the top left hand
0.02%:  not a thing, please
0.02%:  still an
0.02%:  not easy to get in,
0.02%:  a thing that often
0.02%:  still at
0.02%:  still at the top
0.03%:  still at the top of the
0.02%:  one of the little things, ya
0.02%:  beside the point if it
0.02%:  in the titles,
0.02%:  totally the best of these
0.02%:  deep,
0.02%:  not ghost
0.02%:  a fine thing to see
0.02%:  not the old feeling
0.02%:  old feelings, isn
0.02%:  this tiny little ghost, see
0.02%:  in the bag,
0.02%:  said that the best feelings
0.02%:  no big deal that this is
0.02%:  pal
0.02%:  pointless if he
0.02%:  totally a thing they
0.02%:  that sense of being totally
0.02%:  a big pill
0.02%:  this feeling that is not
0.02%:  a little intense to
0.02%:  possible said
0.02%:  so big in
0.02%:  a little nig
0.02%:  been a long shitty
0.02%:  eight feet tall, shaped
0.02%:  a little thing, yeah
0.02%:  honestly the best idea to
0.02%:  being held
0.02%:  this tiny ghostly
0.02%:  the nostalgia of
0.03%:  the nostalgia of the
0.02%:  not that his
0.02%:  been good
0.02%:  the latest in self
0.02%:  been ages, little
0.02%:  totally the best one yet
0.02%:  a test to
