know just enough about science for that to be really credible!!
41.65%:  think
0.90%:  could be wrong about the only three
0.90%:  just thought of it and you can
0.90%:  could be wrong about this but for
1.31%:  could be wrong about this but for the
1.14%:  could be wrong about this but for real
0.90%:  forgot about black holes but
0.90%:  can just about
0.90%:  should write a book of science about
0.90%:  just figured out how to be one
0.90%:  forgot about the entire science
0.90%:  think you just called out
0.90%:  need to go to the library for the
0.90%:  refuse to count
0.90%:  bet that
0.90%:  could be wrong here
0.94%:  could be wrong here but
0.90%:  would like to note that just
0.90%:  knew you
0.90%:  think you just created a whole science for
0.90%:  think you just blew the fr
0.90%:  totally just won the science debate club
0.90%:  need to figure out how to crash science
0.90%:  think we all just found a theory
0.90%:  just blew your science out
0.90%:  could be wrong about that too!!
0.90%:  think we all just learned about the science
0.90%:  thought it was all
0.90%:  think science just got all the way real!!
0.90%:  just thought of a science book to
19.78%:  just thought of a science book to write called
1.29%:  just thought of a science book to write and
0.90%:  could be right about the fake
0.90%:  always figured that
0.90%:  just thought of a new doctor
0.90%:  should be talking
5.02%:  should be talking about
2.96%:  should be talking about science
2.43%:  should be talking to you
4.60%:  should be talking to you about
2.24%:  should be talking about that
1.64%:  should be talking to you about science
1.31%:  should be talking about science but
1.04%:  should be talking about how
0.90%:  just thought of a totally new dark
0.90%:  just figured out how both
2.01%:  just figured out how both science
0.90%:  always forget about the other
0.89%:  just thought about it really
0.89%:  just forgot about the
0.89%:  would call that a
0.89%:  need to figure out how to buy that
0.89%:  kinda forgot about science
0.89%:  hate to break it to you but all
1.33%:  hate to break it to you but all science
0.89%:  need to get to work on this theory
0.89%:  just totally forgot dark
0.89%:  just fell down the science rabbit hole to outer
0.89%:  would argue that is the
0.89%:  think science just got way cooler and
0.89%:  should really take
0.89%:  think you just wrote science factual
0.89%:  think you just won the battle
4.09%:  think you just won the battle of science
2.53%:  think you just won the battle for
6.66%:  think you just won the battle for science
1.89%:  think you just won the battle for science!!
1.81%:  think you just won the battle of our
1.19%:  think you just won the battle for our
0.89%:  just don
0.89%:  think we found our secret
1.02%:  think we found our secret to
0.89%:  just figured out the cool
0.89%:  just noticed how
0.89%:  just got science hard on
0.89%:  just got yelled
2.20%:  just got yelled at for
2.21%:  just got yelled at for science
0.89%:  thought you were a science bro too
0.89%:  think you just won the science card
0.89%:  could totally be wrong about that one
0.89%:  feel like you just changed science to
0.89%:  thought you were all about science not
0.89%:  could totally write a book for that
0.97%:  could totally write a book for that!!
0.89%:  need to get out of the
0.91%:  need to get out of the science
4.46%:  need to get out of the science club
2.14%:  need to get out of the science club!!
0.89%:  just thought of a way to not be killed
0.89%:  just called you a science
1.65%:  just called you a science bro!!
1.14%:  just called you a science bro without
0.89%:  thought you were closer
0.93%:  thought you were closer to science
0.89%:  would like to be clear that you
4.21%:  would like to be clear that you just
0.89%:  think we all just learned science for
0.89%:  just thought of a way to be an
0.89%:  feel like science just went through a door lab
0.89%:  need to figure out what you
0.89%:  feel like science just threw
0.89%:  could be wrong about totally
0.89%:  need to talk to all the other science bro
0.89%:  think you just got all of science down
0.89%:  should totally be a science writer for once
0.89%:  think you just won the science debate club for all
0.89%:  need to talk about this science theory
0.89%:  thought you were done!!
0.89%:  think you just blew all our fr
0.89%:  think you just science fact
0.89%:  just got a science boner there
0.89%:  could be talking to another
0.89%:  think science just got real for the
0.89%:  just got a little
0.89%:  just thought of a way to cure all
0.89%:  just got totally owned!!
0.89%:  could be right about that!!
0.89%:  just thought of a way to kill science once
0.89%:  really need to brush
0.89%:  just got an idea for the new
0.89%:  could totally be wrong about other
0.89%:  like how you just turned that
0.88%:  can totally write science
0.88%:  thought you liked science too
0.88%:  could totally write a best
0.88%:  should write a book on all
1.86%:  should write a book on all the science
0.88%:  just called you out for being a science bro who
0.88%:  think we just got to
0.88%:  totally forgot we had science
0.88%:  found
0.95%:  found the
0.88%:  just thought of a way to be real
0.88%:  think we should totally go out for
0.88%:  could write a book about the truth
0.88%:  should totally be working on a
2.59%:  should totally be working on a science
0.88%:  just got a new theory and
0.88%:  forgot about the entire dark
0.88%:  could totally be wrong about the science in
0.88%:  just went through science
0.88%:  forgot to include all the ways science
0.88%:  think you just rewrote our science
0.88%:  could be wrong about all the science this
0.88%:  just blew all your science right outta the freak
0.88%:  should write about that for
3.97%:  should write about that for science
1.03%:  should write about that for science blog
0.88%:  need to go to the library to learn about science
3.02%:  need to go to the library to learn about science!!
0.88%:  should totally write a book for that
0.88%:  just thought of a way science could be better in
0.88%:  need to get back into science for
1.07%:  need to get back into science for real
0.95%:  need to get back into science for real!!
0.88%:  hate to burst your balloon here but science
0.88%:  want to go
2.83%:  want to go to there
2.88%:  want to go to there!!
1.04%:  want to go there
0.89%:  want to go back
0.88%:  thought you were just into science
0.88%:  should totally write a book before science
0.88%:  feel like the science world just got about
0.88%:  just got really turned on there
0.88%:  think you just rewrote the science fact
0.88%:  just got burned
4.69%:  just got burned by science
