means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
   2950 0.02%:  teaches me not to!)
   2951 0.02%:  can do that to a man real
   2952 0.02%:  trans
   2953 0.02%:  also cannot
   2954 0.02%:  chose us
   2955 0.02%:  can tell us the most
   2956 0.02%:  alone ensures
   2957 0.02%:  has no moral!)
   2958 0.02%:  teaches us all to dance
   2959 0.02%:  can tell us that dreams
   2960 0.06%:  can tell us that dreams cannot
   2961 0.02%:  can tell us that dreams are not
   2962 0.02%:  tells us) there
   2963 0.02%:  terms are
   2964 0.02%:  and actual
   2965 0.02%:  seemed so
   2966 0.02%:  smothered romance
   2967 0.02%:  cannot hold
   2968 0.02%:  sentence
   2969 0.02%:  smush
   2970 0.02%:  totes rules the
   2971 0.02%:  can do that so
   2972 0.02%:  means)
   2973 0.02%:  can also rule on
   2974 0.02%:  causes eternal
   2975 0.02%:  rules on the street)
   2976 0.02%:  stars!)
   2977 0.02%:  month starts
   2978 0.02%:  tells me that none
   2979 0.02%:  ass!)
   2980 0.02%:  at)
   2981 0.02%:  teaches us to not dream
   2982 0.02%:  told me to!)
   2983 0.02%:  related ones
   2984 0.02%:  means a lot around here!
   2985 0.02%:  teachers told
   2986 0.02%:  has also made me learn to
   2987 0.02%:  hate me
   2988 0.02%:  has rescued me more
   2989 0.02%:  means a lot more than meets
   2990 0.02%:  ensures there
   2991 0.02%:  means more to me than a cute
   2992 0.02%:  almost has
   2993 0.02%:  and common sense are the cru
   2994 0.02%:  cannot tolerate such tre
   2995 0.02%:  and the arts can
   2996 0.02%:  tells us that a dream can come
   2997 0.02%:  threatens to end
   2998 0.03%:  threatens to end all
   2999 0.02%:  uses real
   3000 0.02%:  sees
   3001 0.06%:  sees another
   3002 0.02%:  sure has made me a cr
   3003 0.02%:  consumers
   3004 0.02%:  has cleared
   3005 0.02%:  teaches us not to d
   3006 0.02%:  has made me reluctant)
   3007 0.02%:  alerted us to that
   3008 0.02%:  out)
   3009 0.02%:  means a lot to an
   3010 0.02%:  has led us
   3011 0.02%:  can do a lot!)
   3012 0.02%:  teachers named
   3013 0.02%:  can create
   3014 0.02%:  one and
   3015 0.02%:  colours the
   3016 0.02%:  nerds are all the same!
   3017 0.02%:  means more to me than calendar
   3018 0.02%:  caused
   3019 0.07%:  caused me to lose
   3020 0.03%:  caused me to lose the
   3021 0.03%:  caused me to lose a
   3022 0.02%:  means more to me than dates
   3023 0.02%:  cheerleaders can
   3024 0.02%:  cannot tolerate un
   3025 0.02%:  can do the same to us!)
   3026 0.02%:  once more
   3027 0.02%:  turns me on more
   3028 0.02%:  tears me
   3029 0.02%:  transcends all the
   3030 0.02%:  has cancel
   3031 0.02%:  seems real
   3032 0.02%:  has made me learn some
   3033 0.02%:  marches on and one
   3034 0.02%:  has sort
   3035 0.02%:  has at least made me learn
   3036 0.02%:  educator
   3037 0.02%:  and math!
   3038 0.02%:  marched out on
   3039 0.02%:  means all the same to me and to
   3040 0.02%:  curses me
   3041 0.02%:  and truth are one)
   3042 0.02%:  second
   3043 0.02%:  and the arts!)
   3044 0.02%:  cheated on me once
   3045 0.02%:  nonetheless encour
   3046 0.02%:  has led me to construct
   3047 0.02%:  teaches us all too
   3048 0.02%:  means a lot to me as a man!)
   3049 0.02%:  and math are cool!)
   3050 0.02%:  has cost me an
   3051 0.02%:  leaders!)
   3052 0.02%:  can teach us all!)
   3053 0.02%:  and common sense are at each
   3054 0.02%:  holds an
   3055 0.02%:  conclus
   3056 0.02%:  means a lot to me here at
   3057 0.02%:  teachers rule
   3058 0.02%:  tells me not to stand
   3059 0.02%: !) the
   3060 0.02%:  has lead me on
   3061 0.02%:  shuts me
   3062 0.02%:  means more to me than tr
   3063 0.02%:  teaches us to model
   3064 0.02%:  can turn
   3065 0.02%:  loser
   3066 0.02%:  cannot recommend
   3067 0.02%:  holds most
   3068 0.02%:  humor)
   3069 0.02%:  can no
   3070 0.02%:  rules once more!
   3071 0.02%:  can learn a lesson here)
   3072 0.02%:  authors!)
   3073 0.02%:  across
   3074 0.02%:  has cost me one
   3075 0.02%:  has cost me one dream
   3076 0.02%:  means most
   3077 0.02%:  means more to me than us all!)
   3078 0.02%:  crushed once
   3079 0.02%:  means so much and
   3080 0.02%:  endorses the accurate
   3081 0.02%:  tells me the reason
   3082 0.02%:  concerned
   3083 0.02%:  denounce
   3084 0.13%:  denouncement!)
   3085 0.08%:  denouncement)
   3086 0.02%:  and common sense are truth!)
   3087 0.02%:  thrust
   3088 0.02%:  reasoned
   3089 0.02%:  must learn
   3090 0.02%:  means so much to meee!)
   3091 0.02%:  endorses that
   3092 0.02%:  tells us there are too
   3093 0.02%:  threatens to consume me!)
   3094 0.02%:  tells me there can
   3095 0.02%:  smarter than us!
   3096 0.02%:  teaches us to care and
   3097 0.02%:  has ruled me)
   3098 0.02%:  means more to me than a calendar!)
   3099 0.02%:  t
   3100 0.02%:  needs that
   3101 0.02%:  corner!)
   3102 0.02%:  tells us not to create
   3103 0.02%:  scolds
   3104 0.02%:  has made me learn a lot)
   3105 0.02%:  has caused me to let
   3106 0.02%:  or other
   3107 0.02%:  has made some terr
   3108 0.02%:  calls us
   3109 0.02%:  made some
   3110 0.02%:  has led me to so
   3111 0.02%:  means more to us than real
   3112 0.02%:  seemed to
   3113 0.02%:  tells us that one dream
   3114 0.12%:  tells us that one dream cannot
   3115 0.02%:  has made one more small
   3116 0.02%:  nerds can relate!)
   3117 0.02%:  has come close!)
   3118 0.02%:  accurate statement
   3119 0.02%:  has made me a loser at romance
   3120 0.02%:  tells us) that
   3121 0.02%:  can do that sort
   3122 0.02%:  also recomm
   3123 0.02%:  returns as
   3124 0.02%:  relentless!)
   3125 0.02%:  has made me a cruel man!)
   3126 0.02%:  has no more secure
   3127 0.02%:  sure tears
   3128 0.02%:  seems harder
   3129 0.02%:  let me do
   3130 0.02%:  threatens to steal a
   3131 0.02%:  tells me that dreams can not
   3132 0.02%:  has at least made me clear on
   3133 0.02%:  alert)
   3134 0.02%:  tells us that one atom
   3135 0.03%:  tells us that one atom can
   3136 0.02%:  sure has made me come
   3137 0.02%:  relates
   3138 0.02%:  rules at least a
   3139 0.02%:  has made me a real los
   3140 0.06%:  has made me a real loser!)
   3141 0.02%:  letters
   3142 0.02%:  has used
   3143 0.02%:  consulted
   3144 0.02%:  name means
   3145 0.02%:  rules are the cool
   3146 0.05%:  rules are the coolest!)
   3147 0.02%:  cannot tell us the secret
   3148 0.02%:  raaaaules)
   3149 0.02%:  schemes
   3150 0.02%:  retorts
   3151 0.02%:  demonstrates that) all
   3152 0.02%:  nerds are the last
   3153 0.02%:  casual
   3154 0.02%:  and math are real
   3155 0.02%:  means more to me than)
   3156 0.02%:  announced the
   3157 0.02%:  and common sense tell me) that
   3158 0.02%:  has a lot to learn!)
   3159 0.02%:  tells me that true romance can
   3160 0.02%:  has made me lose count
   3161 0.02%:  rule one!
   3162 0.02%:  teaches us to create a
   3163 0.02%:  teacher)
   3164 0.02%:  shred
   3165 0.02%:  made a lot
   3166 0.02%:  research)
   3167 0.02%:  has en
   3168 0.02%:  alone means
   3169 0.02%:  cross
   3170 0.02%:  started to
   3171 0.02%:  means a lot to a character
   3172 0.02%:  means more to me than a state!)
   3173 0.02%:  commands us all to act r
   3174 0.02%:  someone
   3175 0.02%:  nonsense)
   3176 0.02%:  can do so much)
   3177 0.02%:  started the
   3178 0.02%:  teaches us not to need
   3179 0.02%:  means more to me than cred
   3180 0.02%:  consum
   3181 0.02%:  and math are one!)
   3182 0.02%:  tells me that som
   3183 0.02%:  tells us there are at
   3184 0.02%:  has at least made clear to
   3185 0.02%:  means more to me than a clear
   3186 0.02%:  tears at
   3187 0.02%:  needs to learn a lot
   3188 0.02%:  smarter than all)
   3189 0.02%:  has desert
   3190 0.02%:  means more to me than salad
   3191 0.02%:  means someone
   3192 0.02%:  that ends
   3193 0.02%:  tells us the moon
   3194 0.02%:  teachers tend
   3195 0.02%:  tolerance
   3196 0.02%:  teaches me not to dream!
   3197 0.02%:  cheated me once
   3198 0.02%:  and reason are the same!
   3199 0.02%:  ends!)
   3200 0.02%:  under threat
   3201 0.02%:  scares me a lot
   3202 0.02%:  means some
   3203 0.02%:  also has a
   3204 0.02%:  means more to me than a t
   3205 0.02%:  earn
   3206 0.05%:  earns me another
   3207 0.05%:  earns me another one
   3208 0.02%:  earns me more
   3209 0.02%:  earns me some
   3210 0.02%:  and romance are not as mut
   3211 0.02%:  has made me come so
   3212 0.02%:  rules moment
   3213 0.02%:  rules some
   3214 0.02%:  could at
   3215 0.04%:  could at least come
   3216 0.02%:  means more to me than nature!)
   3217 0.02%:  means more to me at
   3218 0.02%:  and common sense are mer
   3219 0.02%:  teaches us not to re
   3220 0.02%:  has made me master
   3221 0.02%:  scholars can
   3222 0.02%:  commando
   3223 0.02%:  leads us to another
   3224 0.02%:  harass
   3225 0.02%:  means more to me than dance)
   3226 0.02%:  donates
   3227 0.02%:  one!
   3228 0.02%:  means more to me than n
   3229 0.05%:  means more to me than nerd
   3230 0.02%:  means so much!
   3231 0.02%:  stand
   3232 0.02%:  tells me to do that!)
   3233 0.02%:  denotes me
   3234 0.02%:  reduces these
   3235 0.02%:  has created a real
   3236 0.02%:  seldom lets one
   3237 0.02%:  commands all
   3238 0.02%:  has sent me on a lot
   3239 0.02%:  cannot tolerate such set
   3240 0.02%:  and me are
   3241 0.02%:  cures the
   3242 0.05%:  cures the common
   3243 0.02%:  tells us that to do
   3244 0.02%:  classroom attendance
   3245 0.02%:  demonstrate!)
   3246 0.02%:  stretched
   3247 0.02%:  crossed
   3248 0.02%:  and reason are not that
   3249 0.02%:  teaches reason
   3250 0.02%:  team
   3251 0.02%:  another
   3252 0.07%:  another reason
   3253 0.02%:  means common
   3254 0.02%:  means all the more
   3255 0.11%:  means all the more to me!)
   3256 0.02%:  has cost me a dream!)
   3257 0.02%:  clash
   3258 0.02%:  teaches us not to name
   3259 0.02%:  means a lot to us)!
   3260 0.02%:  has made me late to
   3261 0.02%:  endorses accurate
   3262 0.02%:  rules reason
   3263 0.02%:  has ruled me a
   3264 0.06%:  has ruled me a loser once
   3265 0.02%:  has ruled me a loser)
   3266 0.02%:  has ruled me a loser!)
   3267 0.02%:  ruled!
   3268 0.02%:  means more than one!)
   3269 0.02%:  tells us that more
   3270 0.02%:  and a
   3271 0.02%:  alone has made me a man
   3272 0.02%:  lesson alert
   3273 0.02%:  smothered romance!)
   3274 0.02%:  teaches us to cont
   3275 0.02%:  stands the
   3276 0.02%:  chell
   3277 0.02%:  nonetheless)
   3278 0.02%:  had some
   3279 0.02%:  does almost
   3280 0.02%:  that does not tell
   3281 0.02%:  ends)
   3282 0.02%:  cannot tolerate the casual!)
   3283 0.02%: ) nonetheless
   3284 0.02%:  calls)
   3285 0.02%:  has at least once
   3286 0.02%:  scares me more than once a
   3287 0.02%:  cannot count
   3288 0.02%:  should one
   3289 0.02%:  has let me done
   3290 0.02%:  and common sense are all a
   3291 0.02%:  that loses to
   3292 0.02%:  has made me a smaller
   3293 0.02%:  tells us that men and
   3294 0.02%:  rules no
   3295 0.02%:  at home
   3296 0.02%:  cannot tolerate such a re
   3297 0.02%:  has lost a
   3298 0.02%:  hates all
   3299 0.02%:  should at
   3300 0.02%:  names are so rad
   3301 0.02%:  tells me that one doesn
   3302 0.02%:  teaches one
   3303 0.02%:  has star
   3304 0.02%:  has at last made
   3305 0.02%:  teaches us to dream not!)
   3306 0.02%:  returns that
   3307 0.02%:  has made me so!)
   3308 0.02%:  endorses that one
   3309 0.02%:  that dreams
   3310 0.02%:  startled
   3311 0.02%:  almost doesn
   3312 0.02%:  and some
   3313 0.02%:  reass
   3314 0.02%:  on the run
   3315 0.02%:  commands us all to he
   3316 0.02%:  means a lot to us and
   3317 0.02%:  means to me more
   3318 0.02%:  rules each
   3319 0.02%:  stom
   3320 0.02%:  has a lot to learn)
   3321 0.02%:  ens
   3322 0.19%:  ensured that
   3323 0.02%:  ensured that one
   3324 0.02%:  teaches us not to create!)
   3325 0.02%:  relates to the
   3326 0.07%:  relates to the natural
   3327 0.03%:  relates to the real
   3328 0.02%:  endorses mort
   3329 0.02%:  has made me unem
   3330 0.02%:  has named
   3331 0.02%:  demonstrate that
   3332 0.02%:  has also made me un
   3333 0.02%:  has reason
   3334 0.02%:  stands no chance!
   3335 0.02%:  scares me too)
   3336 0.02%:  creates truth
   3337 0.02%: ) the
   3338 0.02%:  tells us that men cannot
   3339 0.02%:  teaches us to dream more
   3340 0.02%:  teaches me a lot more
   3341 0.02%:  to the!)
   3342 0.03%:  to the!) rescue
   3343 0.02%:  that does not care
   3344 0.02%:  at least lets me date
   3345 0.02%:  decrees that all matter can
   3346 0.02%:  uses correct
   3347 0.02%:  and her
   3348 0.02%:  has no more sacred
   3349 0.02%:  has made me a constant
   3350 0.02%:  cannot hurt
   3351 0.02%:  means more to us than mere data!)
   3352 0.02%:  means more to me that a
   3353 0.02%:  leads me to the most accurate
   3354 0.02%:  teaches me not to stand
   3355 0.02%:  can do more than create
   3356 0.02%:  made me a los
   3357 0.05%:  made me a loser!)
   3358 0.02%:  made me a loser)
   3359 0.02%:  reasons can
   3360 0.02%:  means a lot these
   3361 0.02%:  to the rescue once aaa
   3362 0.02%:  lets us learn a
   3363 0.02%:  has no end
   3364 0.02%:  dreams)
   3365 0.02%:  handles almost
   3366 0.02%:  that lets
   3367 0.02%:  comes ahead
   3368 0.02%:  rools)
   3369 0.02%:  that rel
   3370 0.02%:  means more to me than s
   3371 0.02%:  has made me learn so
   3372 0.02%:  rules comments
   3373 0.02%:  has not made me a
   3374 0.02%:  that does not use
   3375 0.02%:  cheated me out on
   3376 0.02%:  alone stands
   3377 0.02%:  also told me that a
   3378 0.02%:  that rules
   3379 0.02%:  told me that)
   3380 0.02%:  dream!)
   3381 0.02%:  teaches us to learn and learn
   3382 0.02%:  reason!)
   3383 0.02%:  smashed)
   3384 0.02%:  teaches me not to care)
   3385 0.02%:  student here
   3386 0.02%:  teaches us all to dream at
   3387 0.02%:  tells us that once a dream
   3388 0.02%:  endorses other
   3389 0.02%:  has at least one real
   3390 0.02%:  men and
   3391 0.02%:  has no more natural
   3392 0.02%:  men are
   3393 0.02%:  sure holds
   3394 0.02%:  attracts me to her
   3395 0.02%:  has told me not
   3396 0.02%:  rests on the natural
   3397 0.02%:  resource
   3398 0.02%:  and art!)
   3399 0.02%: rules
   3400 0.02%:  tends to rule!)
   3401 0.02%:  and horses
   3402 0.02%:  that loses me
   3403 0.02%:  that causes
   3404 0.02%:  tells us that re
   3405 0.02%:  has at last turned me
   3406 0.02%:  has made us all a
   3407 0.02%:  means more to me than cur
   3408 0.02%:  rules at least that one!)
   3409 0.02%:  transcends all!
   3410 0.02%:  threatens to steal me
   3411 0.02%:  has caused me to re
   3412 0.02%:  and math are also
   3413 0.02%:  endorses our
   3414 0.02%:  as)
   3415 0.02%:  also crushed
   3416 0.02%:  nerds are so cute
   3417 0.02%:  lets us learn that
   3418 0.02%:  means a lot to me )
   3419 0.02%:  lesson!
   3420 0.02%:  has treated me too
   3421 0.02%:  sure has come a lo
   3422 0.02%:  tells me that) dreams are not
   3423 0.02%:  colors
   3424 0.02%:  colors the
   3425 0.02%:  has led me to)
   3426 0.02%:  has dealt me more set
   3427 0.02%:  rules school
   3428 0.02%:  also needs
   3429 0.02%:  also reduces
   3430 0.02%: ! so
   3431 0.02%:  means more to me than aest
   3432 0.02%:  has made me mature
   3433 0.02%:  and reason are the one
   3434 0.02%:  sure has made me real
   3435 0.02%:  can tell me so much)
   3436 0.02%:  means a lot to us!
   3437 0.02%:  means more to me than e
   3438 0.02%:  made all
   3439 0.02%:  told me!)
   3440 0.02%:  has made me reluctant to eat
   3441 0.02%:  can do a lot these
   3442 0.02%:  channel
   3443 0.02%:  counts more
   3444 0.02%:  rule statement
   3445 0.02%:  and reason are the names
   3446 0.02%:  dreams can
   3447 0.02%:  teaches us to dare
   3448 0.02%:  has sure made a
   3449 0.02%:  commented on
   3450 0.02%:  and art are the same to
   3451 0.03%:  and art are the same to me)
   3452 0.02%:  accurate nonetheless
   3453 0.02%:  sends me a
   3454 0.03%:  sends me a lot
   3455 0.03%:  sends me a letter
   3456 0.02%:  and human
   3457 0.02%:  can do all
   3458 0.02%:  that made me a
   3459 0.02%:  tells me) there must
