think your voice is a wonderful gift!
      0 100.00%: 
      1 22.44%:  know
   4373 13.17%:  want us to die in
   4374 13.17%:  have you on line
   4375 13.92%:  have you on line two!
   4376 13.85%:  have you on line 
   4377 13.17%:  found it in a store!
   4378 13.17%:  could swear to
   4379 13.17%:  like it when you go soft
   4380 13.17%:  know a lot of guys in
   4381 13.39%:  know a lot of guys in the
   4382 13.17%:  have to work in
   4383 13.17%:  like it when you goof
   4384 13.17%:  like it when you turn a
   4385 13.17%:  never got your aut
   4386 13.17%:  know you don
   4387 13.17%:  dunno how to get a f
   4388 13.17%:  like it when you go for a run!
   4389 13.17%:  think you live near
   4390 13.17%:  need to work on it!
   4391 13.17%:  used to go on a
   4392 13.16%:  feel as if you know
   4393 13.16%:  have no fury
   4394 13.22%:  have no fury like
   4395 13.16%:  only use it on the
   4396 13.16%:  like it when you can go
   4397 13.16%:  dunno if your voice is what it
   4398 13.16%:  was looking for the friend
   4399 13.16%:  saw you out once!
   4400 13.16%:  like it when you sing it!
   4401 13.16%:  had one of
   4402 13.16%:  want to see your c
   4403 13.16%:  have to go in like two
   4404 13.16%:  dunno if you are so
   4405 13.16%:  dunno how your face
   4406 13.51%:  dunno how your face is
   4407 13.16%:  know a lot of the guy
   4408 13.16%:  was looking for the ice
   4409 13.16%:  dunno how to use a ke
   4410 13.16%:  like it when you stand for
   4411 13.16%:  used to love to yank
   4412 13.15%:  saw one on the
   4413 13.15%:  can use it for
   4414 13.15%:  dunno if you have it!
   4415 13.15%:  never dial in
   4416 13.15%:  dunno if you hear it or if
   4417 13.15%:  dunno if you are th
   4418 13.60%:  dunno if you are tho!
   4419 13.15%:  heard you on it
   4420 14.60%:  heard you on it once!
   4421 13.15%:  want to suck your hee
   4422 13.15%:  dunno if that ever works!
   4423 13.15%:  got stuck in a dior
   4424 13.15%:  used to chew on f
   4425 13.15%:  dunno if we got to
   4426 13.15%:  think you need to grow a c
   4427 13.15%:  like it when you triv
   4428 13.15%:  was looking for the future
   4429 13.15%:  dunno how to use a k
   4430 13.15%:  dunno how to use a te
   4431 13.15%:  dunno how to use a c
   4432 13.15%:  like it when you go on vac
   4433 13.15%:  dunno if you are like
   4434 13.15%:  love how you said
   4435 13.15%:  used to have crut
   4436 13.15%:  want to die in
   4437 13.14%:  only used it once to
   4438 13.14%:  used to love to wank
   4439 13.14%:  think we got off
   4440 13.21%:  think we got off on a
   4441 13.14%:  have to know if
   4442 13.14%:  never found out his
   4443 13.14%:  like it when you scrun
   4444 13.14%:  got a crush on your wife in 
   4445 13.14%:  got ya!
   4446 13.14%:  like it when you scrat
   4447 13.14%:  used your voice
   4448 13.14%:  heard you on te
   4449 13.14%:  like it when you tii
   4450 13.14%:  was looking for it under
   4451 13.63%:  was looking for it under the
   4452 13.13%:  like to chew on nug
   4453 13.13%:  could ask you to give
   4454 13.13%:  was too!
   4455 13.13%:  know a lot of the fun
   4456 13.55%:  know a lot of the fun is
   4457 13.13%:  dunno what you get for 
   4458 13.13%:  like it when you cut and
   4459 13.13%:  dunno if you are over
   4460 13.13%:  had lots of fun on it!
   4461 13.13%:  like it when you can go to
   4462 13.13%:  dunno if you are over 
   4463 13.13%:  need to ask your
   4464 13.12%:  dunno if you are this
   4465 13.12%:  like it when you sit a
   4466 13.12%:  want to die in your
   4467 13.12%:  like it when you sit for
   4468 13.12%:  got a lot of friends!
   4469 13.12%:  dunno if you are or if it is
   4470 13.12%:  think you need to grow a s
   4471 13.12%:  know a lot of the d
   4472 13.12%:  hear your voice is loud!
   4473 13.11%:  like it when you sit!
   4474 13.11%:  dunno if you have it so
   4475 13.11%:  think we used to go on
   4476 13.11%:  know a lot of the f
   4477 13.11%:  used to hear you on tv!
   4478 13.11%:  found it in your f
   4479 13.11%:  found it in your car!
   4480 13.11%:  think you need to grow a l
   4481 13.11%:  dunno if you have it for
   4482 13.11%:  get it when you don
   4483 13.11%:  wish you liked it
   4484 13.11%:  heard you like us on
   4485 13.11%:  like it when you tango!
   4486 13.11%:  found out what goes
   4487 13.11%:  know a lot of the v
   4488 13.11%:  do a lot of writing!
   4489 13.10%:  get it if we
   4490 13.10%:  like to dance!
   4491 13.10%:  like it when you sit in a gor
   4492 13.10%:  do not know if there is a 
   4493 13.10%:  want one of your kid
   4494 13.10%:  heard you went out
   4495 13.10%:  heard you on one
   4496 13.10%:  wonder if you like that
   4497 13.10%:  found it in your c
   4498 13.10%:  found it in your sock
   4499 13.10%:  found out he likes
   4500 13.10%:  would use the
   4501 13.10%:  can here you so
   4502 13.10%:  found out what 
   4503 13.10%:  like to cheat on f
   4504 13.10%:  heard you got in
   4505 13.10%:  used to live at
   4506 14.01%:  used to live at 
   4507 13.10%:  love what you do in sit
   4508 13.10%:  would not have
   4509 13.10%:  found out he was in
   4510 13.10%:  like it when you tig
   4511 13.10%:  do this to
   4512 13.09%:  like to watch your
   4513 13.09%:  found it in your shoe
   4514 13.09%:  like it when you stand!
   4515 13.09%:  like it when you cut on
   4516 13.09%:  like it when you scour
   4517 13.09%:  like to watch you go
   4518 13.09%:  wonder if you like to fight
   4519 13.09%:  have to use it for
   4520 13.26%:  have to use it for work
   4521 13.09%:  like the way it is
   4522 13.09%:  only used it for
   4523 13.09%:  dunno if you have it like
   4524 13.09%:  like to cheat on words
   4525 13.09%:  found it in your hotel
   4526 13.09%:  like to say the
   4527 13.09%:  found out what is
   4528 13.09%:  dunno if we go out!
   4529 13.09%:  uh like your face
   4530 13.09%:  like it when you turn so
   4531 13.09%:  like it when you scur
   4532 13.09%:  hate your work
   4533 13.09%:  heard you on sit
   4534 13.09%:  got a crush on y
   4535 13.09%:  could hear your
   4536 13.08%:  dunno if we go to this
   4537 13.08%:  found it in your wife
   4538 13.08%:  like it when you scat
   4539 13.08%:  like it when you scout
   4540 13.08%:  was looking for the future!
   4541 13.08%:  have it on in
   4542 13.08%:  heard you on 
   4543 13.08%:  want you to go die
   4544 13.08%:  like it when you do it so
   4545 13.08%:  do not know this!
   4546 13.08%:  got a crush on our
   4547 13.08%:  love it when it
   4548 13.08%:  need you to talk for 
   4549 13.08%:  dunno if you get this!
   4550 13.08%:  dunno how to get a rise
   4551 13.08%:  like it when you sco
   4552 13.08%:  dunno if you have it to
   4553 13.08%:  can use it to do
   4554 13.08%:  have it on your
   4555 13.08%:  have to go to dinner!
   4556 13.07%:  like it when you and our
   4557 13.07%:  forgot to send a f
   4558 13.07%:  want to see your d
   4559 13.07%:  like it when you scu
   4560 13.07%:  do a lot of kung fu with
   4561 13.07%:  like to cheat on di
   4562 13.07%:  used to work at your
   4563 13.07%:  gotcha!
   4564 13.07%:  like to watch you!
   4565 13.07%:  want to see your di
   4566 13.07%:  like to cheat on fr
   4567 13.17%:  like to cheat on fris
   4568 13.07%:  have found it
   4569 13.29%:  have found it to
   4570 13.07%:  love you for this
   4571 13.07%:  had to use it
   4572 13.07%:  can use it on
   4573 13.07%:  want you to sign over
   4574 13.06%:  like it how you do
   4575 13.52%:  like it how you do it
   4576 13.06%:  want to use your dog in
   4577 13.06%:  only found this
   4578 13.40%:  only found this out a
   4579 13.06%:  wish you could get
   4580 13.06%:  heard you like to sit in on
   4581 13.06%:  dunno if you get this far
   4582 13.06%:  need us to talk!
   4583 13.06%:  dunno if that is for you
   4584 13.06%:  used to love it on
   4585 13.06%:  used to love it how
   4586 13.06%:  want to see your f
   4587 13.06%:  want to see your kid
   4588 13.06%:  can do this for free!
   4589 13.06%:  know your voice and
   4590 13.05%:  love it when actors
   4591 13.05%:  get a lot of fries!
   4592 13.05%:  found you like
   4593 14.62%:  found you like this!
   4594 13.05%:  can get us
   4595 13.05%:  dunno if they let
   4596 13.05%:  want you to love us
   4597 13.05%:  want to see your gro
   4598 14.32%:  want to see your groin!
   4599 13.05%:  wonder if you get to
   4600 13.05%:  hate your voice!
   4601 13.05%:  saw you in like one
   4602 13.11%:  saw you in like one of
   4603 13.05%:  dunno if you ever saw it!
   4604 13.05%:  do not see how it
   4605 13.05%:  would never say
   4606 13.05%:  dunno what it is like for you!
   4607 13.05%:  only got a few
   4608 13.05%:  dunno if we like you so
   4609 13.05%:  like it when you cut off and
   4610 13.05%:  want to see your fr
   4611 13.05%:  like to show you
   4612 13.04%:  like it when you do it a
   4613 13.04%:  need you to cut in
   4614 13.04%:  want to see your driving
   4615 13.04%:  like it when you go on air
   4616 13.04%:  only have one so it
   4617 13.04%:  got a friend who sent you
   4618 13.04%:  like to watch you sing
   4619 13.04%:  wonder if you can get this
   4620 13.04%:  can do this!
   4621 13.04%:  want to see your dog
   4622 13.04%:  like how you sign aut
   4623 13.04%:  found it in storage!
   4624 13.04%:  like to say we
   4625 13.04%:  uh like you in a
   4626 13.04%:  could hear you now!
   4627 13.04%:  want to see your g
   4628 13.04%:  like it when you go on tv
   4629 13.04%:  do have to go!
   4630 13.04%:  dunno if it was ever
   4631 13.03%:  need to win a fist
   4632 13.03%:  want to see your old
   4633 13.03%:  want to see your cl
   4634 13.03%:  dunno how to get a 
   4635 13.03%:  got a line for the
   4636 13.03%:  only have so
   4637 13.03%:  want to see your go
   4638 13.03%:  do so love a
   4639 13.03%:  want to see your 
   4640 13.03%:  do not want for
   4641 13.02%:  do everything on a
   4642 13.02%:  like to sit on a
   4643 13.02%:  like to have fun!
   4644 13.02%:  wish you could take
   4645 13.02%:  dunno if it was right
   4646 13.18%:  dunno if it was right for you
   4647 13.02%:  want to see your k
   4648 13.02%:  want to see your kn
   4649 13.02%:  need for you for
   4650 13.62%:  need for you for a
   4651 13.02%:  used to eat your
   4652 13.02%:  want to see your h
   4653 13.02%:  love it when our
   4654 13.02%:  want to send you love!
   4655 13.02%:  want to see your lunch
   4656 13.02%:  want you to go see
   4657 13.02%:  do not think you are wise
   4658 13.02%:  want to see your lic
   4659 13.02%:  do a lot of ket
   4660 13.01%:  like it when you go on it
   4661 13.01%:  do not want our
   4662 13.01%:  like it when you go on first
   4663 13.01%:  heard you like to snug
   4664 13.01%:  found it in the craig
   4665 13.01%:  like the way it rings
   4666 13.01%:  got a lot of ducks here
   4667 13.01%:  need to win a fry
   4668 13.01%:  got a new one
   4669 13.08%:  got a new one!
   4670 13.01%:  dunno if you like how it
   4671 13.01%:  used to live with a k
   4672 13.01%:  heard you got into
   4673 13.01%:  dunno if we talk over
   4674 13.01%:  could swear you
   4675 13.01%:  like it when it rains for
   4676 13.01%:  used to know a lot!
   4677 13.01%:  like it when you go on sit
   4678 13.01%:  never talk to you!
   4679 13.01%:  like it when it rains you
   4680 13.00%:  want to revengio you!
   4681 13.00%:  found out a few
   4682 13.00%:  dunno if you like fries!
   4683 13.00%:  would ask you to french
   4684 13.00%:  found it in the fries a
   4685 13.00%:  need you on this
   4686 13.00%:  want to end your life of
   4687 13.00%:  used to wear your
   4688 13.00%:  like it how you get
   4689 13.00%:  want you to send over
   4690 13.00%:  want you to die so
   4691 12.99%:  like to dance with
   4692 12.99%:  used to love your art!
   4693 12.99%:  do that for
   4694 13.07%:  do that for fun
   4695 12.99%:  found you at
   4696 12.99%:  like it how you do it!
   4697 12.99%:  saw you do it!
   4698 12.99%:  found it in a sewer gr
   4699 12.99%:  got no idea why
   4700 12.99%:  heard you took it!
   4701 12.99%:  dunno how to get a k
   4702 12.99%:  used to know a guy!
   4703 12.99%:  dunno if you are thirst
   4704 12.99%:  wonder if you like f
   4705 12.99%:  want you to go live
   4706 12.99%:  got a friend whose
   4707 12.99%:  love it when kids
   4708 12.99%:  do a lot with
   4709 12.99%:  feel this way
   4710 12.99%:  wish you could go
   4711 12.99%:  see now that you do
   4712 12.99%:  think you left a vo
   4713 13.12%:  think you left a voicen
   4714 12.99%:  can see it on
   4715 12.98%:  like it when you cut off!
   4716 12.98%:  dunno if you like or hate
   4717 13.35%:  dunno if you like or hate it
   4718 12.98%:  dunno how to get a fr
   4719 12.98%:  saw you in the corner!
   4720 12.98%:  like to sing and
   4721 12.98%:  can feel it now
   4722 12.98%:  got a crush on your wife like 
   4723 12.98%:  got your voicen
   4724 12.98%:  like you a
   4725 12.98%:  like the way it s
   4726 12.98%:  like the way it f
   4727 12.98%:  used to live in your fr
   4728 12.98%:  dunno how to get a fe
   4729 12.98%:  used to cheat in golf!
   4730 12.97%:  want you to go fuck
   4731 12.97%:  found you on the list!
   4732 12.97%:  used to work in a hotline
   4733 12.97%:  found you while
   4734 12.97%:  heard it goes
   4735 12.97%:  want you to die on
   4736 12.97%:  can here you on
   4737 12.97%:  want you to go suck
   4738 12.97%:  like that voice!
   4739 12.97%:  want you to sign off
   4740 12.97%:  dunno how to get a c
   4741 12.97%:  found it in the craigsl
   4742 12.97%:  have no record of it!
   4743 12.97%:  want you to live off
   4744 12.97%:  want you to sign our
   4745 12.96%:  want you to go inside
   4746 12.96%:  dunno how to get a s
   4747 12.96%:  can here you now
   4748 13.35%:  can here you now!
   4749 12.96%:  want you to go!
   4750 12.96%:  uh can see you
   4751 12.96%:  like to chew on it a
   4752 12.96%:  want you to go find
   4753 12.96%:  like it when you cut off on
   4754 12.96%:  want one of your h
   4755 12.96%:  wonder if it can
   4756 12.96%:  used that line in
   4757 12.96%:  used to know a guy once
   4758 12.96%:  dunno if we have to go
   4759 12.96%:  want to end our frii
   4760 12.96%:  think your voice
   4761 12.96%:  love your haircut
   4762 12.96%:  got the idea
   4763 12.96%:  only need a
   4764 12.96%:  need us to go
   4765 14.05%:  need us to go to
   4766 13.98%:  need us to go to a
   4767 12.95%:  dunno if you saw it live
   4768 12.95%:  like it when you scoff!
   4769 12.95%:  like to chew on snuff
   4770 12.95%:  want to revengi you
   4771 12.95%:  want you to hold us
   4772 12.95%:  could say the
   4773 12.95%:  heard you on tv once!
   4774 12.95%:  uh got you a
   4775 12.95%:  wonder if he is a
   4776 12.95%:  want you to love us!
   4777 12.95%:  heard you suck on
   4778 12.95%:  dunno if i like that!
   4779 12.95%:  used to not like you in a
   4780 12.95%:  like it when you cut off an
   4781 12.95%:  dunno what you like so
   4782 12.95%:  like to fight you
   4783 12.95%:  like it how you are
   4784 12.95%:  saw you on th e
   4785 12.95%:  can feel it on
   4786 12.95%:  like what you do on it!
   4787 12.94%:  love it when you do it in
   4788 13.05%:  love it when you do it in a
   4789 12.94%:  dunno if you have it set for
   4790 12.94%:  like it how you use
   4791 12.94%:  want you to sign for
   4792 12.94%:  can see it in your vo
   4793 12.94%:  can do the rest
   4794 12.94%:  love your acting in
   4795 12.94%:  got the line
   4796 12.94%:  saw you like to do in
   4797 12.94%:  used to cry a lot of
   4798 12.94%:  got a crush on your kid!
   4799 12.94%:  can feel your
   4800 12.94%:  like your act!
   4801 12.94%:  like the sound of a f
   4802 12.94%:  can see why
   4803 12.93%:  want to like your voice
   4804 12.93%:  lost you there for
   4805 12.93%:  like the sound of a 
   4806 12.93%:  wonder if you like this
   4807 12.93%:  can here you l
   4808 12.93%:  used to know you a
   4809 12.93%:  was looking for it in
   4810 13.38%:  was looking for it in the fr
   4811 12.93%:  have to cut you off in like
   4812 12.93%:  want you to live for
   4813 12.93%:  found this out for a
   4814 12.93%:  got a friend on
   4815 12.93%:  uh got your vo
   4816 12.93%:  like to drive on
   4817 12.93%:  need to go a lot
   4818 12.93%:  heard you like to win!
   4819 12.93%:  wonder if you can use it!
   4820 12.92%:  love you for what
   4821 12.92%:  only want to die!
   4822 12.92%:  like to watch you run
   4823 12.92%:  dunno if you hear it!
   4824 12.92%:  wonder if you like to hang
   4825 12.92%:  do not want for us
   4826 12.92%:  would ask for
   4827 12.92%:  dunno where you is!
   4828 12.92%:  want one of your f
   4829 14.51%:  want one of your fries!
   4830 12.92%:  got your voicel
   4831 12.92%:  can see it in your w
   4832 12.92%:  dunno if you saw it the
   4833 12.92%:  like to chew on tad
   4834 12.92%:  need to look it
   4835 12.92%:  want us to hug!
   4836 12.92%:  dunno why a f
   4837 12.92%:  need to sit for
   4838 12.92%:  need to go on a first
   4839 12.92%:  have to go on strike!
   4840 12.92%:  want you to die for
   4841 12.92%:  like when you do it!
   4842 12.92%:  used to live in your car
   4843 12.92%:  can here you in
   4844 12.92%:  used to go in
   4845 15.13%:  used to go in for the
   4846 14.61%:  used to go in for a
   4847 13.01%:  used to go in for it
   4848 12.91%:  used to live in your c
   4849 12.91%:  can feel it working
   4850 12.91%:  need talk to you now
   4851 12.91%:  want you to die like
   4852 12.91%:  want to go on live
   4853 12.91%:  do a lot of interviews in
   4854 12.91%:  had to rent one for
   4855 12.91%:  used to chew your
   4856 12.91%:  can here you t
   4857 12.91%:  can feel it with
   4858 12.91%:  like to chew it
   4859 12.91%:  used to live in your front
   4860 12.90%:  would hate to ruin
   4861 12.90%:  like your voice and how
   4862 12.90%:  like to chew on dairy
   4863 12.90%:  like to watch you die!
   4864 12.90%:  can see right
   4865 12.90%:  need to go on a 
   4866 12.90%:  need you to talk!
   4867 12.90%:  hate you for not
   4868 12.90%:  found it on the way over!
   4869 12.90%:  feel for you!
   4870 12.90%:  think a lot of us were in for
   4871 12.90%:  want one of your sh
   4872 12.90%:  saw you on one!
   4873 12.90%:  wish you could get on
   4874 12.90%:  need you to know it!
   4875 12.90%:  used to know one
   4876 12.90%:  need for you to ask if
   4877 12.90%:  get kind of nervous with you
   4878 12.90%:  got your voiceline
   4879 12.89%:  want you to give one
   4880 12.89%:  like the sound of a young
   4881 12.89%:  need to win a t
   4882 12.89%:  need a hug
   4883 12.89%:  like to watch you suffer
   4884 12.89%:  used to hang on to
   4885 12.89%:  can do it
   4886 12.89%:  want you to give 
   4887 12.89%:  can here you f
   4888 12.89%:  saw you driving once
   4889 13.15%:  saw you driving once!
   4890 12.89%:  used to chew on it a
   4891 12.89%:  was trying to reen
   4892 12.89%:  never watch your
   4893 12.89%:  like to watch you f
   4894 12.89%:  got a crush on your wifed
   4895 12.89%:  got your voicere
   4896 12.89%:  do not know if i have
   4897 12.89%:  heard you got new
   4898 12.89%:  want you to hold in
   4899 12.89%:  know a lot of nifty d
   4900 12.89%:  used to live with an
   4901 12.88%:  like to watch you so
   4902 12.88%:  got your dial tone!
   4903 12.88%:  want to feel you in
   4904 12.88%:  should give you a nick
   4905 12.88%:  like how you are so
   4906 12.88%:  do not like this new
   4907 12.88%:  wonder if you like to act
   4908 12.88%:  love it when you ask if it
   4909 12.88%:  do not use a
   4910 12.88%:  can feel it right
   4911 13.69%:  can feel it right in
   4912 13.67%:  can feel it right down
   4913 12.88%:  knew that you could
   4914 12.88%:  need to warn you it is
   4915 12.88%:  dunno if i like the
   4916 12.88%:  got your voiceth
   4917 12.88%:  need you in a
   4918 12.88%:  dunno if it goes to
   4919 13.31%:  dunno if it goes to 
   4920 12.88%:  want you to live!
   4921 12.88%:  need to win a tug
   4922 12.88%:  like your head on
   4923 12.87%:  used to want your
   4924 12.87%:  need to win a 
   4925 12.87%:  could fry a fr
   4926 12.87%:  need to win a k
   4927 12.87%:  want you out of here
   4928 12.87%:  like the sound of our ring
   4929 12.87%:  want you to feel so
   4930 12.87%:  like to watch you use
   4931 12.87%:  do it for fun
   4932 12.87%:  used to run into
   4933 12.87%:  need to think a
   4934 12.87%:  dunno if we like your
   4935 12.87%:  used to know you at
   4936 12.87%:  need to win a fr
   4937 12.87%:  wonder if you like cats
   4938 12.87%:  can see!
   4939 12.87%:  used to live in a wig for
   4940 12.87%:  like to watch you drive
   4941 12.87%:  wonder if you like s
   4942 12.87%:  wonder if you like ch
   4943 12.87%:  want us to feud like
   4944 12.87%:  need to win a court
   4945 12.86%:  hear you live on
   4946 12.86%:  saw you go in for the
   4947 12.86%:  do so love the way
   4948 12.86%:  only use it in
   4949 12.86%:  like it how you sound
   4950 12.86%:  like to watch you give
   4951 12.86%:  like to sit in on
   4952 12.86%:  like to wait on
   4953 12.86%:  want you to die hor
   4954 12.86%:  saw it on you on
   4955 13.10%:  saw it on you on the
   4956 12.86%:  feel for you as
   4957 12.86%:  only do this for fun!
   4958 12.86%:  found it on the carousel
   4959 12.85%:  want you to feel in
   4960 12.85%:  used to know you real
   4961 12.85%:  wonder if you like having
   4962 12.85%:  dunno if your wife likes that or
   4963 12.85%:  like what you do for us
   4964 12.85%:  wonder if you like a
   4965 12.85%:  uh got a lot of friends in
   4966 12.85%:  do think we
   4967 12.85%:  wonder if you like t
   4968 16.57%:  wonder if you like tacos!
   4969 12.85%:  dunno if you like farts
   4970 13.26%:  dunno if you like farts or
   4971 12.85%:  dunno if i got
   4972 13.23%:  dunno if i got the
   4973 12.85%:  want you to like us
   4974 13.12%:  want you to like us!
   4975 12.85%:  saw you on tv for 
   4976 12.85%:  used to know it
   4977 12.85%:  need you to know it has
   4978 12.85%:  like it how you go
   4979 12.85%:  want you to feel un
   4980 12.85%:  saw you like the
   4981 12.85%:  want to sing for
   4982 16.49%:  want to sing for you!
   4983 12.85%:  like it when you do a c
   4984 12.94%:  like it when you do a cros
   4985 12.84%:  can see how
   4986 13.35%:  can see how you
   4987 13.86%:  can see how you got
   4988 12.84%:  got a weird one
   4989 12.84%:  do that for fun!
   4990 12.84%:  want one of your t
   4991 12.84%:  want you to feel for
   4992 12.84%:  would use it for
   4993 12.84%:  want one of your fr
   4994 12.84%:  like it when you go on it!
   4995 12.84%:  want to sue you for infel
   4996 12.84%:  know a lot of fries
   4997 12.84%:  want you to feel us
   4998 12.84%:  love how you use
   4999 12.84%:  can use it to go
   5000 12.84%:  dunno how to lie yet
