this keeps up I'm just going to invent my OWN Nobel prize, I swear to god
100.00%: 
9.04%:  I
0.00%:  this keeps up, I'm just going to get some pie
0.00%:  this keeps up, I'm going to get some u
0.00%:  this keeps up I'm going to get motor
0.00%:  this keeps up I'm just going to invent more N
0.00%:  this keeps up, I'm just going to grip
0.00%:  this keeps up, I must'
0.00%:  this keeps up, I'm going to sit up on
0.00%:  this keeps up I'm going to get some iron
0.00%:  this keeps up, I'm just going to get some r
0.00%:  this keeps up, I'm going to get super into st
0.00%:  this keeps up, I'm going to tie some
0.00%:  this keeps up I'm going to OWN N
0.00%:  this keeps up, I'm going to get some us
0.00%:  this keeps up I'm going to go upset on
0.00%:  this keeps up, I too
0.00%:  this keeps up I'm just going to go over to time
0.00%:  this keeps up I'm just going to spit it on
0.00%:  this keeps up I'm just going to go in every time I
0.00%:  this keeps up, it's just going to give me IN
0.00%:  this keeps up, I'm going to just store it
0.00%:  this keeps up, I'm going to just invent too
0.00%:  this keeps up I'm going to go nuts, most
0.00%:  this keeps up, I'm going on some trips
0.00%:  this keeps up, I'm so going to set
0.00%:  this keeps up I'm just going to move to ON
0.00%:  this keeps up, I'm going to just go in to every
0.00%:  this keeps up I'm going to go just print
0.00%:  this keeps up I'm just going to post it on IN
0.00%:  this keeps up, I'm just going to stop in time
0.00%:  this keeps up I'm just going invent time
0.00%:  this keeps up, I'm str
0.00%:  this keeps up, I'm just going to post it on IN
0.00%:  this keeps up I'm just going to invent more or
0.00%:  this keeps up I'm going to pun some
0.00%:  this keeps up I'm just going to stop go
0.00%:  this keeps up, I'm just going to go over to O
0.00%:  this keeps up, I'm going to guest on N
0.00%:  this keeps up I'm just going to move on to ren
0.00%:  this keeps up I'm just going to go on re
0.00%:  this keeps up I'm going to print out some sign
0.00%:  this post goes up I'm going to run
0.00%:  this keeps up, I'm going to just step on every one
0.00%:  this keeps up I'm going to turns some
0.00%:  this keeps up, I'm just going move into
0.00%:  this keeps up, I'm just going to stop every non
0.00%:  this keeps up, I'm going to put some to
0.00%:  this keeps up I'm going to get tense,
0.00%:  this keeps up I'm going to just stomp on every tree I
0.00%:  this keeps up, I'm just going to print every time I blow
0.00%:  this keeps up I'm going to print to
0.00%:  this keeps up, I'm going to turn time
0.00%:  this keeps up I'm going to get pins
0.00%:  this keeps up, I'm going to WO
0.00%:  this keeps up I'm just going to invent top
0.00%:  this keeps up, I'm going to not just get
0.00%:  this keeps up, I'm just going to move to yes
0.00%:  this keeps up, I'm going to get to open
0.00%:  this keeps up I'm just going to set mine
0.00%:  this keeps up I'm going to get um
0.00%:  this keeps up I'm just going to step into one
0.00%:  this keeps up, I'm going to stop noun
0.00%:  this keeps up I'm just going to sign every note to
0.00%:  this keeps up, I'm going to nope
0.00%:  this keeps up I'm just going to go invent yet
0.00%:  this keeps up I'm going to stomp one out
0.00%:  this keeps up, I'm just going to stop every ten or
0.00%:  this keeps up I'm going to go into mon
0.00%:  this keeps up I'm going to WIN one
0.00%:  this keeps up, I'm going to post on 
0.00%:  this keeps up I'm just going to rip time to
0.00%:  this keeps up I'm going to get into n
0.00%:  this keeps up, I'm going to nest
0.00%:  this keeps up I'm going to just stop im
0.00%:  this keeps up I'm going to, er
0.00%:  this keeps up, I'm just going to spit more
0.00%:  this keeps up I'm just going to get onto every
0.00%:  this keeps up I'm going to print just to see
0.00%:  this keeps up I'm going to set up some NON
0.00%:  this keeps up I'm just going set
0.00%:  this keeps up I'm just going to invent my 
0.00%:  the O
0.00%:  this keeps up, I'm going to zero point
0.00%:  this keeps up I'm going to sing it to
0.00%:  this keeps up, I'm going to just never see my
0.00%:  this keeps up, I'm going to rise to super
0.00%:  this keeps up I'm going to get so no
0.00%:  this keeps up, I'm just going to go sit it
0.00%:  this keeps up I'm going to just go stone
0.00%:  this keeps up I'm going to just go pe
0.00%:  this keeps up I'm going to get more pro
0.00%:  this keeps up it's just going to get more,
0.00%:  this keeps up, I'm just going to invent NOW
0.00%:  this keeps up, I'm going to stop using men
0.00%:  this keeps up I'm going to get time
0.00%:  this keeps up I'm going to stomp on not
0.00%:  this keeps up I'm going to stomp on not just
0.00%:  this keeps up, I'm going to get spin
0.00%:  this keeps up, I'm going to get not so
0.00%:  this keeps up I'm going to turn to te
0.00%:  this keeps up I'm going to stop using mine
0.00%:  this keeps up I'm just going to go into met
0.00%:  it's up to me, this is going on
0.00%:  this keeps up, I'm going on tour or
0.00%:  this keeps up I'm going to put some so
0.00%:  this keeps up I'm just going to get into mon
0.00%:  this is,
0.00%:  this keeps up I'm going to get jumps
0.00%:  this post goes up, it's going up in
0.00%:  this keeps up I'm just going to go en
0.00%:  this keeps up, I'm just going to move to porn
0.00%:  this keeps up, I'm just going to go to invent
0.00%:  this keeps up I'm going to set some on
0.00%:  this keeps up, I'm just going to print some t
0.00%:  this keeps up I'm going to turn me on
0.00%:  this keeps up, I'm going to get so upset I re
0.00%:  this keeps up I'm just going to tip over into IN
0.00%:  this keeps up I'm just going to invent more so I get
0.00%:  this keeps up, I'm going to stop it just
0.00%:  this keeps up I'm going to get in one
0.00%:  this keeps up, I'm going to turn to sign
0.00%:  this keeps up I'm going to stop using time,
0.00%:  this keeps up, to
0.00%:  this keeps up I'm going to just give in,
0.00%:  this keeps up, it's going to get on some
0.00%:  this keeps up I'm going to print out some IN
0.00%:  this keeps up I'm going print out some
0.00%:  this keeps up, I'm just going to stop even te
0.00%:  this keeps up I'm just going to never try being
0.00%:  this keeps up, I'm just going to print even
0.00%:  this keeps up, I'm going to go ir
0.00%:  this keeps up I'm going to stop trees
0.00%:  this keeps up I'm just going to invent times,
0.00%:  this keeps up, I'm going to join in
0.00%:  this keeps up I'm going to mist
0.00%:  this keeps up, it's going to get uns
0.00%:  this keeps up, I'm going to turn point
0.00%:  this keeps up, I'm going to stop org
0.00%:  this keeps up I'm going to turn to sport
0.00%:  this keeps up, I'm just going to move to p
0.00%:  this keeps up, I'm going to get one just to
0.00%:  this keeps up, I'm going to get one just to prove
0.00%:  this keeps up, I'm going to get one just to prove my
0.00%:  this keeps up I'm just going to invent ot
0.00%:  this keeps up, I'm just going to print it on every blog I see
0.00%:  this keeps up I'm going to genre stom
0.00%:  this keeps up I'm just going to stop ever n
0.00%:  this keeps up, I'm just going to invent zip
0.00%:  this keeps up I'm just going to move into pro
0.00%:  this keeps up, I'm going to go posts
0.00%:  this keeps up I'm going to miss up
0.00%:  this keeps up, I'm going to post just one more
0.00%:  this keeps up I'm going to get more ner
0.00%:  this keeps up I'm going to stop gen
0.00%:  this keeps up I'm going to get so into n
0.00%:  this keeps up I'm going to turn to storm
0.00%:  this keeps up, I'm going to just move to I
0.00%:  this keeps up, I'm going to get super N
0.00%:  this keeps up, I'm just going to stop very
0.00%:  this keeps up, I'm just going to print W
0.00%:  this keeps up, I'm going to just get me
0.00%:  this keeps up I'm going to set one up so
0.00%:  this keeps up, I'm going to go no
0.00%:  this keeps up, I'm totes gun
0.00%:  this keeps up, I'm just going to get ner
0.00%:  this keeps up, I'm just going to post more in
0.00%:  this keeps up, I'm just going to go prove it
0.00%:  this keeps up I'm just going to vomit to
0.00%:  this keeps up, I'm going to sit up one
0.00%:  this keeps up I'm going to post some er
0.00%:  this keeps up I'm just going to give my noble
0.00%:  this post goes up I'm going to keep
0.00%:  this keeps up, I'm going to turn pe
0.00%:  this post goes up, I'm going to step
0.00%:  this keeps up I'm totes going to rip
0.00%:  this keeps up I guess I'm not going to enter
0.00%:  this keeps up I'm going to go non stop
0.00%:  this keeps up I'm just going to set it over
0.00%:  this keeps up, I'm going into pet
0.00%:  this keeps up, I'm going to get NOW
0.00%:  this keeps up, I'm going to get tro
0.00%:  this keeps up, I'm just going to stop met
0.00%:  this keeps up I'm just going to stomp on N
0.00%:  this keeps up, I'm going to set some in
0.00%:  this keeps up I'm going to totes set
0.00%:  this keeps up, I'm going to get so jump
0.00%:  this keeps up I'm going to spit onto
0.00%:  this keeps up I'm just going to stop even I
0.00%:  this keeps up it's going to get n
0.00%:  this keeps up I'm going to print some 
0.00%:  this keeps up I'm just going to print NO
0.00%:  this post is going to go up
0.00%:  this keeps up I'm going get so
0.00%:  this keeps up I'm just going to give time
0.00%:  this keeps up I'm just going to get pens
0.00%:  this keeps up I'm going to put in 
0.00%:  this keeps up, I'm going to go into it
0.00%:  this keeps up, I'm going to just tip over onto
0.00%:  this keeps up I'm going to nest
0.00%:  this keeps up I'm going to super not get
0.00%:  this keeps up, I'm just going to get tense
0.00%:  this keeps up I'm going to just move into se
0.00%:  this keeps up I'm going to just invent some N
0.00%:  this keeps up, I'm going to go nuts 
0.00%:  this keeps up I'm going to get so sore,
0.00%:  this keeps up, I'm going to get err
0.00%:  this keeps up, I'm going to join every group in
0.00%:  this keeps up, I'm just going to get some nin
0.00%:  this keeps up, I'm going to just never open my big ol
0.00%:  this keeps up I'm just going to invent mores
0.00%:  this keeps up I'm going to go to some super
0.00%:  this keeps up, I'm going to go up IN
0.00%:  this keeps up, I'm totes going to get more
0.00%:  this keeps up I'm going to turn to semi
0.00%:  this keeps up, I'm going to get it en
0.00%:  this keeps up I'm just going to print every time I blow
0.00%:  this keeps up I'm going to strip in
0.00%:  this keeps up, I'm just going to stomp on gr
0.00%:  this keeps up I'm going to step out ON
0.00%:  this keeps up, i'm going to jump
0.00%:  it's up to me there
0.00%:  this keeps up I'm going to go not just
0.00%:  this keeps up, I'm going into st
0.00%:  this keeps up, I'm going to go to N
0.00%:  this keeps up I'm going into tour
0.00%:  this keeps up, I'm guest
0.00%:  this keeps up I'm just going to stop time in
0.00%:  this keeps up I'm just going to pee in every room
0.00%:  this keeps up I'm just going to go tops
0.00%:  this keeps up, I'm going to go NON
0.00%:  this keeps up I'm going to upset me so
0.00%:  this keeps up, I'm just going to go into t
0.00%:  this keeps up, I'm going to turn to genre m
0.00%:  this keeps up I'm going to ju
0.00%:  this keeps up, I'm just going to storm in
0.00%:  this keeps up, I'm just going to go on trip
0.00%:  this keeps up, I'm sure to get into some
0.00%:  this keeps up, I'm going to turn to storm
0.00%:  this keeps up I'm just going to stomp on to
0.00%:  this keeps up I'm sure some
0.00%:  this keeps up I guess I'm not going to,
0.00%:  this keeps up, I'm going to just prove time
0.00%:  this keeps up, I'm going to get into pet
0.00%:  this keeps up, I'm going to stop just in
0.00%:  this keeps up, I'm going to stop just in time
0.00%:  this keeps up, I'm going out not
0.00%:  this keeps up I'm just going to stomp every one in
0.00%:  this keeps up I'm just going to move into p
0.00%:  this keeps up I'm going to tim
0.00%:  this keeps up I'm just going to stove my
0.00%:  this keeps up I'm going to upset non
0.00%:  this keeps up, I'm just going to stop in every room I
0.00%:  this keeps up, I'm just going to step on every tom
0.00%:  this keeps up, it's just going to get me one
0.00%:  this keeps up, I'm just going to get more notes
0.00%:  this post goes up, I'm using
0.00%:  this keeps up I'm going to jump on to
0.00%:  this keeps up, I'm going to turn on O
0.00%:  this keeps up I'm going to totes jump into
0.00%:  this keeps up I'm just going to print em
0.00%:  this keeps up, I'm going to storm into print
0.00%:  this keeps up, I'm going to soon not
0.00%:  this keeps up I'm going to join every group in
0.00%:  this keeps up, I'm going to jer
0.00%:  this keeps up I'm just going to give my IN
0.00%:  this keeps up, I'm going to get rooms
0.00%:  this keeps up I'm going to put em
0.00%:  this keeps up I'm going to get some en
0.00%:  this keeps up I'm going to zero sum
0.00%:  this keeps up I'm going to go on to set
0.00%:  this keeps up, I'm going to go just print
0.00%:  this keeps up I'm just going to print most
0.00%:  this keeps up, I'm just going to go spit on every tree
0.00%:  this keeps up, I'm going to just invent IN
0.00%:  this keeps up, I'm just going to verse
0.00%:  this keeps up, I'm going to go sport
0.00%:  this keeps up I'm going to get err
