IS A SENTENCE ONLY AN OLD MAN WOULD SAY
      0 100.00%: 
      1 26.83%:  IS
   1769 24.65%:  WAS A LESSON MU
   1770 24.65%:  WAS ALL I COULD SAY ON DAY 
   1771 24.65%:  WAS ACTUALLY ONLY A SME
   1772 24.65%:  WAS A SC
   1773 25.99%:  WAS A SCENE IN
   1774 26.00%:  WAS A SCENE IN MY
   1775 25.67%:  WAS A SCENE I D
   1776 25.25%:  WAS A SCENE I S
   1777 25.07%:  WAS A SCENE IN MY O
   1778 25.07%:  WAS A SCENE IN A MO
   1779 25.01%:  WAS A SCENE I NE
   1780 24.64%:  WAS ACTUALLY SAND
   1781 24.64%:  WAS A SENTENCE I SADLY N
   1782 24.64%:  WAS TOO MANY DUDES ON AN E
   1783 24.64%:  WAS INSANELY CLOSE TO A D
   1784 24.64%:  WAS ACTUALLY INSANE YES
   1785 24.64%:  WAS INSANELY SAD ONLY
   1786 24.64%:  WAS ACTUALLY SAN
   1787 24.64%:  WAS ACTUALLY SADD
   1788 24.63%:  WAS ACTUALLY NAMELY
   1789 24.63%:  WAS ACTUALLY SLE
   1790 24.63%:  WAS ACTUALLY SME
   1791 24.63%:  WAS ONLY AN IDEA COMES
   1792 24.63%:  WAS ACTUALLY A LESSON MY D
   1793 24.63%:  WAS MOSTLY N
   1794 24.63%:  WAS INSANELY LUD
   1795 24.63%:  WAS A LOUSY IDEA ON MY END
   1796 24.63%:  WAS ALSO A SENTENCE YOU D
   1797 24.63%:  WAS ACTUALLY A SOLID ONE
   1798 24.63%:  WAS ALSO A SENTENCE ON A
   1799 24.63%:  WAS ACTUALLY ONLY A SEND
   1800 24.63%:  WAS TOO MANY DUDES ON A SEAC
   1801 24.63%:  WAS ACTUALLY SNO
   1802 24.63%:  WAS ACTUALLY SID
   1803 24.63%:  WAS ACTUALLY ONLY A DEMO
   1804 24.62%:  WAS INSANELY MENT
   1805 24.62%:  WAS INSANELY CLOSE TO A L
   1806 24.62%:  WAS ACTUALLY AN OLD O
   1807 24.62%:  WAS AN E
   1808 24.62%:  WAS ACTUALLY A SOLID EN
   1809 24.62%:  WAS ACTUALLY AN OLD IN
   1810 24.62%:  WAS A SENTENCE ONLY A MAID
   1811 24.62%:  WAS ACTUALLY INSANELY ODD
   1812 24.62%:  WAS ACTUALLY AN OLDIE
   1813 24.61%:  WAS ACTUALLY ONLY A SNE
   1814 24.61%:  WAS ACTUALLY INSANELY E
   1815 24.61%:  WAS ACTUALLY A SOLEMN D
   1816 24.61%:  WAS ACTUALLY A SOLID SY
   1817 24.61%:  WAS A SENTENCE ANIMAL O
   1818 24.61%:  WAS ACTUALLY A SOLID O
   1819 24.61%:  WAS INSANELY DANCY LET ME S
   1820 24.61%:  WAS ONLY A SENTENCE I MAY
   1821 24.60%:  WAS ONLY SO
   1822 24.60%:  WAS ACTUALLY A SOLEMN IN
   1823 24.60%:  WAS ACTUALLY MY LINE
   1824 24.60%:  WAS A SENTENCE AND I AM
   1825 24.60%:  WAS ONLY AN IDEA YOU CO
   1826 24.60%:  WAS INSANELY SOUND
   1827 24.60%:  WAS ALL I COULD SAY EY
   1828 24.72%:  WAS ALL I COULD SAY EYE
   1829 24.60%:  WAS TOO MANY DUDES ON AN IN
   1830 26.61%:  WAS TOO MANY DUDES ON AN INSANE
   1831 26.38%:  WAS TOO MANY DUDES ON AN INSANELY C
   1832 25.87%:  WAS TOO MANY DUDES ON AN INSANELY L
   1833 25.39%:  WAS TOO MANY DUDES ON AN INSANELY E
   1834 24.60%:  WAS INSANELY EMASCULA
   1835 24.59%:  WAS ACTUALLY A SOLID SE
   1836 24.59%:  WAS ACTUALLY AN OLD SE
   1837 24.59%:  WAS ACTUALLY SOME NON
   1838 24.59%:  WAS INSANELY META
   1839 24.59%:  WAS A LESSON IN CON
   1840 24.59%:  WAS ACTUALLY MY IDEA ESS
   1841 24.59%:  WAS A LESSON IN O
   1842 24.59%:  WAS A LESSON IN N
   1843 24.59%:  WAS INSANELY DANCESY
   1844 24.59%:  WAS ACTUALLY MINE
   1845 24.59%:  WAS INSANELY COMED
   1846 24.59%:  WAS ACTUALLY SOMEONE I SA
   1847 24.59%:  WAS LESS EN
   1848 24.59%:  WAS ACTUALLY A SOLID DE
   1849 24.59%:  WAS A LOUSY IDEA CALL
   1850 24.58%:  WAS ACTUALLY A NEEDLESS N
   1851 24.58%:  WAS ACTUALLY A NEEDLESS O
   1852 24.58%:  WAS ACTUALLY AN OLD Y
   1853 24.58%:  WAS MOSTLY ALL
   1854 24.58%:  WAS ACTUALLY ONLY IDEA N
   1855 24.58%:  WAS ACTUALLY AN OLD DE
   1856 24.58%:  WAS ACTUALLY A SOLID Y
   1857 24.58%:  WAS ALL I COULD SAY TO AN O
   1858 24.58%:  WAS ACTUALLY A NEEDLESS DI
   1859 24.57%:  WAS ACTUALLY A SOLID DO
   1860 24.57%:  WAS A LESSON IN U
   1861 24.57%:  WAS ACTUALLY NINE
   1862 24.57%:  WAS INSANELY ENOM
   1863 24.57%:  WAS ACTUALLY AN OLDS
   1864 24.57%:  WAS A TOO MANY DAN
   1865 24.56%:  WAS ACTUALLY AN OLD SO
   1866 24.56%:  WAS ACTUALLY ADMI
   1867 24.56%:  WAS ACTUALLY A NEEDLESS D
   1868 24.56%:  WAS ACTUALLY ONLY A NON
   1869 24.56%:  WAS ACTUALLY EASILY SEEN ON
   1870 24.56%:  WAS ACTUALLY AN OLD DO
   1871 24.55%:  WAS ACTUALLY AN ONLINE S
   1872 24.55%:  WAS A SENTENCE AND I D
   1873 24.55%:  WAS MOSTLY CO
   1874 24.55%:  WAS ONLY A SENTENCE ONLY A
   1875 24.55%:  WAS INSANELY OLD
   1876 24.55%:  WAS INSANELY UNCOOL TO SAY AND
   1877 24.55%:  WAS A SENTENCE ANIMAL DO
   1878 24.55%:  WAS A SCENE OUT
   1879 24.55%:  WAS INSANELY MOT
   1880 24.55%:  WAS ACTUALLY SOLEMN AND
   1881 24.55%:  WAS ACTUALLY A NEEDLESS Y
   1882 24.55%:  WAS ACTUALLY AN OLD ME
   1883 24.55%:  WAS ACTUALLY YES A S
   1884 24.55%:  WAS ALL I COULD SAY AND S
   1885 24.55%:  WAS ACTUALLY A SOLID NE
   1886 24.55%:  WAS A SENTENCE ONLY SOUND
   1887 24.55%:  WAS MOSTLY L
   1888 24.55%:  WAS ACTUALLY A SOLID NO
   1889 24.55%:  WAS INSANELY EMASCULAD
   1890 24.55%:  WAS ACTUALLY AN ENNE
   1891 24.54%:  WAS A SENTENCE I ALSO
   1892 24.54%:  WAS A LESSON IN AN
   1893 24.54%:  WAS INSANELY EMASCULANT
   1894 24.54%:  WAS ACTUALLY MY SOLO
   1895 24.54%:  WAS ACTUALLY SOMEONE I DO
   1896 24.54%:  WAS A LESSON IN NOT
   1897 24.54%:  WAS ACTUALLY AN OLD MO
   1898 24.54%:  WAS A LESSON IN NE
   1899 24.54%:  WAS INSANELY AMATE
   1900 24.54%:  WAS A SENTENCE ANIMAL SO
   1901 24.54%:  WAS ONLY A METAL
   1902 24.54%:  WAS A LESSON I NEED TO DO A
   1903 24.54%:  WAS A LESSON IN DE
   1904 24.54%:  WAS ACTUALLY NIELSEN S
   1905 24.54%:  WAS ALL I COULD SAY AND O
   1906 24.53%:  WAS A SENTENCE ONLY ALMO
   1907 24.53%:  WAS ACTUALLY AN ENSL
   1908 24.53%:  WAS ACTUALLY AN OLD DIS
   1909 24.53%:  WAS ALL I COULD SAY DON
   1910 24.53%:  WAS ACTUALLY AN OLD 
   1911 24.53%:  WAS A COME
   1912 24.53%:  WAS A LOUSY SENTENCE IN MY
   1913 24.53%:  WAS MOSTLY LI
   1914 24.52%:  WAS ACTUALLY SOMEONE I EN
   1915 24.52%:  WAS A LESSON IN COM
   1916 24.52%:  WAS A LOUSY SENTENCE AND I AM NO
   1917 24.52%:  WAS INSANELY DEC
   1918 24.52%:  WAS MOSTLY O
   1919 24.52%:  WAS MOSTLY CON
   1920 24.52%:  WAS ACTUALLY DANDEY
   1921 24.51%:  WAS ACTUALLY SOMEONE I NE
   1922 24.51%:  WAS ALSO A SOLUT
   1923 24.51%:  WAS ACTUALLY SOME INS
   1924 27.65%:  WAS ACTUALLY SOME INSANEL
   1925 26.71%:  WAS ACTUALLY SOME INSANELY E
   1926 25.95%:  WAS ACTUALLY SOME INSANELY D
   1927 24.66%:  WAS ACTUALLY SOME INSANE N
   1928 24.54%:  WAS ACTUALLY SOME INSANELY EN
   1929 24.53%:  WAS ACTUALLY SOME INSANELY N
   1930 24.51%:  WAS A SENTENCE ANIMAL L
   1931 24.51%:  WAS A SENTENCE ANIMAL N
   1932 24.51%:  WAS ALSO A SENTENCE AND I D
   1933 24.51%:  WAS INSANELY SEN
   1934 24.50%:  WAS INSANELY NU
   1935 24.50%:  WAS ACTUALLY SOMEONE I N
   1936 24.50%:  WAS A SENTENCE ANIMAL ON
   1937 24.50%:  WAS INSANELY SAY
   1938 24.50%:  WAS A TOO MANY DUDES IN ONE
   1939 24.50%:  WAS ALL I COULD SAY TOM
   1940 24.50%:  WAS ACTUALLY SOMEONE I ON
   1941 24.50%:  WAS A LESSON I DON
   1942 24.50%:  WAS AN UN
   1943 24.50%:  WAS ACTUALLY NEEDLESS Y
   1944 24.50%:  WAS ACTUALLY SOMEONE I L
   1945 24.50%:  WAS ACTUALLY A MOOD
   1946 24.50%:  WAS CLE
   1947 24.50%:  WAS A SENTENCE I AM UN
   1948 24.50%:  WAS MOSTLY AD
   1949 24.49%:  WAS ALL I COULD SAY ON SEM
   1950 24.49%:  WAS INSANELY CLOSE TO A DE
   1951 24.49%:  WAS INSANELY EASY TO AD L
   1952 24.49%:  WAS ACTUALLY LESS ODD
   1953 24.49%:  WAS ACTUALLY MY IDEA DONE
   1954 24.49%:  WAS INSANELY STY
   1955 24.49%:  WAS ACTUALLY DEME
   1956 24.49%:  WAS INSANELY SLO
   1957 24.49%:  WAS MOSTLY I
   1958 24.49%:  WAS ALL I COULD SAY ON SOME D
   1959 24.49%:  WAS ACTUALLY SOMEONE I AL
   1960 24.49%:  WAS ACTUALLY SOMEONE I A
   1961 24.49%:  WAS ACTUALLY A SOLEMN E
   1962 24.49%:  WAS A LESSON IN AD
   1963 24.49%:  WAS ACTUALLY A LESSON ON E
   1964 24.49%:  WAS A SENTENCE I SADLY NO
   1965 24.49%:  WAS A METAL
   1966 24.48%:  WAS ACTUALLY NEEDLESS AND
   1967 24.48%:  WAS INSANELY COUN
   1968 24.48%:  WAS MOSTLY CA
   1969 24.48%:  WAS INSANELY CLOSE TO A NU
   1970 24.48%:  WAS ACTUALLY A SOLEMN DIS
   1971 24.48%:  WAS A TOO MANY DUDES C
   1972 24.48%:  WAS INSANELY SCO
   1973 24.48%:  WAS INSANELY SME
   1974 24.48%:  WAS ONLY AN IDEA MEAN
   1975 24.48%:  WAS A SENTENCE MIS
   1976 24.48%:  WAS INSANELY ESCALAD
   1977 24.48%:  WAS ACTUALLY ALSO S
   1978 24.48%:  WAS MOSTLY DE
   1979 24.47%:  WAS ALL I COULD SAY AND SO
   1980 24.47%:  WAS A SENTENCE ONLY A MAN
   1981 24.47%:  WAS A SENTENCE I NO LON
   1982 24.47%:  WAS A SENTENCE AN A
   1983 24.47%:  WAS INSANELY ESCALATEDLY
   1984 24.47%:  WAS A LOUSY SENTENCE AND I LO
   1985 24.47%:  WAS INSANELY ESCALATED L
   1986 24.47%:  WAS INSANELY SUN
   1987 24.47%:  WAS ACTUALLY SOMEONE I LE
   1988 24.47%:  WAS ALL I COULD SAY SO A
   1989 24.47%:  WAS ACTUALLY A SOLEMN Y
   1990 24.47%:  WAS INSANELY SCA
   1991 24.47%:  WAS INSANELY SENT
   1992 24.47%:  WAS MOSTLY SO
   1993 24.47%:  WAS A LESSON IN TO
   1994 27.54%:  WAS A LESSON IN TOO MU
   1995 24.47%:  WAS ACTUALLY OLD NE
   1996 24.47%:  WAS ACTUALLY SOMEONE I DE
   1997 24.47%:  WAS A LESSON I COULD DONATE E
   1998 24.47%:  WAS A LOUSY ME
   1999 24.47%:  WAS INSANELY CUTE AL
   2000 24.47%:  WAS ACTUALLY MY SOLE
   2001 24.47%:  WAS A LESSON IN ACT
   2002 24.61%:  WAS A LESSON IN ACTU
   2003 25.52%:  WAS A LESSON IN ACTUALLY E
   2004 24.46%:  WAS A SENTENCE I SADLY A
   2005 24.46%:  WAS ACTUALLY SOMEONE IDE
   2006 24.64%:  WAS ACTUALLY SOMEONE IDEAL
   2007 24.46%:  WAS A LESSON I LET
   2008 24.46%:  WAS INSANELY CUTE L
   2009 24.46%:  WAS MOSTLY AL
   2010 24.46%:  WAS ACTUALLY IDEALS ON
   2011 24.46%:  WAS INSANELY ESCALATED D
   2012 24.46%:  WAS A LESSON IN LO
   2013 24.46%:  WAS ACTUALLY SOME IDEA N
   2014 24.46%:  WAS ALL I COULD SAY SON
   2015 24.46%:  WAS ALL I COULD SAY AND T
   2016 24.46%:  WAS INSANELY CUTE D
   2017 24.46%:  WAS A SENTENCE I SADLY M
   2018 24.46%:  WAS A LESSON INTO
   2019 24.46%:  WAS INSANELY SON
   2020 24.46%:  WAS INSANELY ESCALATED O
   2021 24.46%:  WAS ALMO
   2022 25.73%:  WAS ALMOST A S
   2023 24.90%:  WAS ALMOST C
   2024 24.69%:  WAS ALMOST AS
   2025 24.65%:  WAS ALMOST E
   2026 24.55%:  WAS ALMOST AN
   2027 24.45%:  WAS A LESSON IN EN
   2028 24.45%:  WAS MOSTLY ONE
   2029 24.45%:  WAS INSANELY SMO
   2030 24.45%:  WAS INSANELY SAL
   2031 24.45%:  WAS INSANE ON SO
   2032 25.05%:  WAS INSANE ON SO MANY LAY
   2033 24.45%:  WAS TOO MANY DUDES IN A SEN
   2034 24.45%:  WAS INSANE DUDES L
   2035 24.45%:  WAS ACTUALLY NIELSEN AND
   2036 24.45%:  WAS A LESSON IN Y
   2037 24.45%:  WAS ALL I COULD SAY TO DENN
   2038 24.45%:  WAS ACTUALLY A SOLEMN N
   2039 24.45%:  WAS INSANELY SADD
   2040 24.45%:  WAS A TOO MANY DUDES IN A C
   2041 24.45%:  WAS MOSTLY NE
   2042 24.44%:  WAS ALSO A SENTENCE ONLY M
   2043 24.44%:  WAS A LESSON I MAY NEED TO U
   2044 24.44%:  WAS INSANELY CUTE Y
   2045 24.44%:  WAS INSANELY SAC
   2046 24.44%:  WAS MOSTLY ON
   2047 24.44%:  WAS INSANELY SLE
   2048 24.44%:  WAS MOSTLY SA
   2049 24.44%:  WAS INSANELY SUM
   2050 24.44%:  WAS INSANELY ESCALATED ON
   2051 24.44%:  WAS ACTUALLY A SOLEMN EN
   2052 24.44%:  WAS INSANELY ESCALATED M
   2053 24.44%:  WAS A LESSON ONLY A TEEN CAN
   2054 24.44%:  WAS A LESSON ONLY A TEEN COULD MID
   2055 24.44%:  WAS MOSTLY SE
   2056 24.43%:  WAS ACTUALLY SOME IDEA ON
   2057 24.43%:  WAS INSANELY ESCALATED Y
   2058 24.43%:  WAS ALL I COULD SAY AND M
   2059 24.43%:  WAS INSANELY CUTE ON
   2060 24.43%:  WAS INSANELY CUTE A
   2061 24.43%:  WAS ACTUALLY DONE IN S
   2062 24.43%:  WAS INSANELY ESCALATED 
   2063 24.42%:  WAS ACTUALLY A SOLEMN I
   2064 24.42%:  WAS MOSTLY LE
   2065 24.42%:  WAS A LESSON I COULD ONLY T
   2066 24.42%:  WAS A LESSON IN ME
   2067 24.42%:  WAS A SENTENCE I SADLY O
   2068 24.42%:  WAS ACTUALLY INSANELY DEMO
   2069 24.42%:  WAS ACTUALLY A SOLEMNI
   2070 24.42%:  WAS A LOUSY NAME D
   2071 24.42%:  WAS A LESSON INTE
   2072 24.42%:  WAS A TOO MANY DUDES AL
   2073 24.42%:  WAS ALL I COULD SAY TO MY
   2074 24.42%:  WAS TOO MANY DUDES ON A SAN
   2075 24.41%:  WAS A LOUSY SENTENCE AND I M
   2076 24.41%:  WAS ACTUALLY YES I AM
   2077 24.41%:  WAS ALL I COULD SAY AND ME
   2078 24.41%:  WAS A LESSON ONLY A TEEN COULD ADM
   2079 24.41%:  WAS A LESSON IN NO
   2080 24.41%:  WAS INSANELY CLOSE TO A DO
   2081 24.41%:  WAS INSANELY CUTE SO
   2082 24.41%:  WAS ACTUALLY SOME IDEA L
   2083 24.41%:  WAS A SENTENCE I SADLY U
   2084 24.41%:  WAS A LESSON IN DO
   2085 24.41%:  WAS INSANELY CLOSE TO A MO
   2086 24.41%:  WAS INSANELY UNEASY TO
   2087 24.41%:  WAS INSANELY EMASCULATED L
   2088 24.41%:  WAS INSANELY DEME
   2089 24.41%:  WAS ACTUALLY SOME IDEA D
   2090 24.40%:  WAS INSANELY CLOSE TO AMA
   2091 24.40%:  WAS A LESSON IN AT
   2092 24.40%:  WAS ACTUALLY MY SEA
   2093 24.40%:  WAS A LESSON IN CO
   2094 24.40%:  WAS ACTUALLY IDEAL SOMEONE S
   2095 24.40%:  WAS ALL I COULD SAY AND MO
   2096 24.40%:  WAS INSANELY CLOSE TO A LO
   2097 24.40%:  WAS A LESSON IN EM
   2098 24.40%:  WAS ACTUALLY SOME IDEA E
   2099 24.40%:  WAS ACTUALLY AN ONLY S
   2100 24.39%:  WAS TOO MANY DUDES ON A SIN
   2101 24.39%:  WAS INSANELY CUTE M
   2102 24.39%:  WAS INSANE SOUND
   2103 24.39%:  WAS A LESSON IN ALL
   2104 24.39%:  WAS A SENTENCE ANAL
   2105 24.39%:  WAS A SENTENCE ONLY A SAD M
   2106 24.39%:  WAS A LESSON IN UTA
   2107 24.39%:  WAS A LOUSY SENTENCE AND I MA
   2108 24.39%:  WAS INSANELY DANSEY
   2109 24.39%:  WAS TOO MANY DUDES ON A SAY
   2110 24.39%:  WAS ALL I COULD SAY AND ON
   2111 24.38%:  WAS INSANELY CLOSE TO A ME
   2112 24.38%:  WAS INSANELY CUTE O
   2113 24.38%:  WAS ACTUALLY A MILD
   2114 24.38%:  WAS A LESSON LOT
   2115 24.38%:  WAS A LESSON IN MO
   2116 24.38%:  WAS ONLY A SENTENCE I SAY UM
   2117 24.38%:  WAS ACTUALLY ONLY A SEMI
   2118 24.38%:  WAS A TOO MANY NU
   2119 24.38%:  WAS A LESSON UNLE
   2120 24.38%:  WAS INSANELY CUTE S
   2121 24.38%:  WAS A LESSON IN MOD
   2122 24.38%:  WAS INSANELY CUTE AS
   2123 24.38%:  WAS A LESSON IN LA
   2124 24.38%:  WAS ALL I COULD SAY DAM
   2125 24.38%:  WAS INSANELY ENCLO
   2126 24.37%:  WAS INSANELY CLOSE TO A Y
   2127 24.37%:  WAS INSANELY CUTE E
   2128 24.37%:  WAS INSANELY CLOSE TO A UN
   2129 24.37%:  WAS INSANELY CLOSE TO A MA
   2130 24.37%:  WAS ONLY AN IDEA YEST
   2131 24.37%:  WAS A LESSON I COULD NOT L
   2132 24.37%:  WAS A SENTENCE NUM
   2133 24.37%:  WAS MOSTLY CAUS
   2134 24.37%:  WAS ALL I COULD SAY AND NE
   2135 24.36%:  WAS DECENT
   2136 24.36%:  WAS A SENTENCE ALSO I
   2137 24.36%:  WAS ACTUALLY INSANELY DEM
   2138 24.36%:  WAS A LOUSY SENTENCE AND I AL
   2139 24.36%:  WAS TOO MANY DUDES ON A SNA
   2140 24.36%:  WAS ACTUALLY SOME INSANELY DE
   2141 24.36%:  WAS A SENTENCE I SADLY L
   2142 24.36%:  WAS INSANELY CLOSE TO A LE
   2143 24.36%:  WAS ONLY AN IDEA CALLED TE
   2144 24.36%:  WAS TOO MANY DUDES IN A CON
   2145 24.36%:  WAS ACTUALLY ONLY A SOME
   2146 24.35%:  WAS INSANELY DECAD
   2147 24.35%:  WAS ALL I COULD SAY AND SE
   2148 24.35%:  WAS A SENTENCE YOU SAY
   2149 24.35%:  WAS ALSO A SENTENCE YOU M
   2150 24.35%:  WAS A SENTENCE I SADLY AL
   2151 24.35%:  WAS ACTUALLY IDEA SOMEONE S
   2152 24.35%:  WAS ONLY AN IDEA NAMED TE
   2153 24.35%:  WAS INSANELY CLOSE TO A 
   2154 24.35%:  WAS ALL I COULD SAY ON A S
   2155 24.35%:  WAS A SENTENCE I SADLY AD
   2156 24.35%:  WAS ACTUALLY SOME INSANELY O
   2157 24.34%:  WAS A SENTENCE ONLY A DU
   2158 24.34%:  WAS INSANELY LAD
   2159 24.34%:  WAS INSANELY CLOSE TO A ONE
   2160 24.34%:  WAS TOO MANY DUDES ON A SEL
   2161 24.34%:  WAS ONLY AN IDEA ONLY
   2162 24.34%:  WAS ALL I COULD SAY TO MY D
   2163 24.34%:  WAS INSANELY DANCUO
   2164 24.34%:  WAS A SENTENCE INS
   2165 24.34%:  WAS A LOUSY SENTENCE AND I ON
   2166 24.33%:  WAS INSANELY CLOSE TO A NO
   2167 24.33%:  WAS ALL I COULD SAY SOME D
   2168 24.33%:  WAS A SENTENCE I SADLY ON
   2169 24.33%:  WAS A SENTENCE I SADLY AM
   2170 24.33%:  WAS A SENTENCE SO D
   2171 24.33%:  WAS INSANELY CLOSE TO A LA
   2172 24.33%:  WAS ACTUALLY NEEDED ON A
   2173 24.33%:  WAS TOO MANY DUDES IN A SA
   2174 24.33%:  WAS ACTUALLY ALSO E
   2175 24.32%:  WAS A SENTENCE I SADLY LO
   2176 24.32%:  WAS ONLY AN IDEA NAMEDLY S
   2177 24.32%:  WAS TOO MANY DUDES IN A SE
   2178 24.32%:  WAS A LOUSY SENTENCE I MA
   2179 24.32%:  WAS INSANELY CLOSE TO A U
   2180 24.32%:  WAS SEE
   2181 24.32%:  WAS TOO MANY DUDES ON A SIL
   2182 24.32%:  WAS ACTUALLY A LESSON DON
   2183 25.61%:  WAS ACTUALLY A LESSON DONNED IN
   2184 25.03%:  WAS ACTUALLY A LESSON DONNED ON
   2185 24.32%:  WAS INSANELY CLOSE TO A NE
   2186 24.32%:  WAS A SENTENCE I SADLY UN
   2187 24.32%:  WAS ACTUALLY A SYNODE
   2188 24.31%:  WAS A LOUSY L
   2189 24.31%:  WAS TOO MANY DUDES IN A N
   2190 24.31%:  WAS ALMOST A C
   2191 24.31%:  WAS ONLY AN IDEA DUE TO O
   2192 24.31%:  WAS ACTUALLY ONLY MAID
   2193 24.82%:  WAS ACTUALLY ONLY MAIDENS
   2194 24.31%:  WAS A LOUSY SENTENCE AND I L
   2195 24.31%:  WAS TOO MANY DUDES IN A LO
   2196 24.31%:  WAS ACTUALLY ONE LINE A
   2197 24.31%:  WAS A TOO MANY DUDES ON A SEN
   2198 24.30%:  WAS A LOUSY SENTENCE AND I NO
   2199 24.30%:  WAS A LESSON I COULD NOT NE
   2200 24.30%:  WAS INSANELY CLOSE TO MY E
   2201 24.30%:  WAS ONLY AN IDEA MEANS TO S
   2202 24.30%:  WAS TOO MANY DUDES IN A Y
   2203 24.30%:  WAS ACTUALLY A SYME
   2204 24.30%:  WAS TOO MANY DUDES ON A SCI
   2205 24.30%:  WAS A LOUSY SENTENCE ON A M
   2206 24.29%:  WAS ACTUALLY SOME IDEA LE
   2207 24.29%:  WAS A LOUSY SENTENCE AND I O
   2208 24.29%:  WAS TOO MANY DUDES IN A SO
   2209 24.29%:  WAS TOO MANY DUDES IN A CO
   2210 24.29%:  WAS ACTUALLY SOME IDEA SO
   2211 24.29%:  WAS ACTUALLY SOME INSANELY NE
   2212 24.29%:  WAS INSANELY UNEC
   2213 24.28%:  WAS INSANELY SO MANY
   2214 24.28%:  WAS INSANELY ADULT
   2215 24.28%:  WAS ONLY SOME TE
   2216 25.82%:  WAS ONLY SOME TEENS ON
   2217 24.28%:  WAS ACTUALLY SOME IDEA DE
   2218 24.28%:  WAS INSANELY CLOSE TO ALMO
   2219 24.28%:  WAS ONLY AN IDEA DUE TO AN
   2220 24.28%:  WAS A LESSON I COULD DONATE MY L
   2221 24.28%:  WAS ACTUALLY A LESSON I NEED ON
   2222 24.28%:  WAS ACTUALLY A MIDDLE N
   2223 24.28%:  WAS A LOUSY SENTENCE ON A N
   2224 24.28%:  WAS ACTUALLY SOME IDEA EN
   2225 24.27%:  WAS MOSTLY A C
   2226 24.27%:  WAS ACTUALLY A MIDDLE SE
   2227 24.27%:  WAS ACTUALLY MY OLD
   2228 24.27%:  WAS ACTUALLY IN A
   2229 24.27%:  WAS INSANELY ENUD
   2230 24.27%:  WAS ALL I COULD SAY TO MYSE
   2231 24.27%:  WAS ALL I COULD SAY DAN
   2232 24.27%:  WAS A CLASSY M
   2233 24.27%:  WAS A LESSON I COULD NOT Y
   2234 24.26%:  WAS INSANELY TEENS ONLY
   2235 24.26%:  WAS INSANELY DENSE
   2236 24.26%:  WAS ACTUALLY A DEM
   2237 24.26%:  WAS ACTUALLY MID
   2238 29.18%:  WAS ACTUALLY MIDDLE S
   2239 25.11%:  WAS ACTUALLY MIDDLE SEN
   2240 24.87%:  WAS ACTUALLY MIDDLE E
   2241 24.26%:  WAS A LESSON I COULD NOT MA
   2242 24.26%:  WAS ONLY A SENTENCE I SAY A M
   2243 24.26%:  WAS TOO MANY DUDES ON A SIC
   2244 24.26%:  WAS A LESSON I NEED NO
   2245 24.26%:  WAS ALL I COULD MENT
   2246 24.26%:  WAS A LESSON I COULD NOT EN
   2247 24.26%:  WAS A LESSON I COULD NOT M
   2248 24.26%:  WAS ACTUALLY INSANELY ENNE
   2249 24.26%:  WAS ACTUALLY MAINE
   2250 24.26%:  WAS A LESSON I COULD NOT AN
   2251 24.26%:  WAS ALL I COULD SEE D
   2252 24.25%:  WAS A LESSON I COULD NOT AND
   2253 24.25%:  WAS ALL I COULD SAY TO MY 
   2254 24.25%:  WAS A LESSON I COULD NOT END
   2255 24.25%:  WAS ALL I COULD SAY TO MY E
   2256 24.25%:  WAS ACTUALLY MY IDEA DON
   2257 24.25%:  WAS ACTUALLY ONLY ONE NON
   2258 24.25%:  WAS TOO A
   2259 24.25%:  WAS INSANELY EDMONO
   2260 24.25%:  WAS ALL I COULD SAY TO MY DE
   2261 24.25%:  WAS ACTUALLY INSANELY ENDED
   2262 24.25%:  WAS ALL I COULD SAY DET
   2263 24.25%:  WAS TOO MANY DUDES LY
   2264 24.25%:  WAS ALL I COULD SAY TO MY N
   2265 24.25%:  WAS ALL I COULD SAY TO MY A
   2266 24.25%:  WAS ACTUALLY A LESSON I NEED N
   2267 24.24%:  WAS ACTUALLY AN ENEMY I
   2268 24.24%:  WAS ALL I COULD SAY AND SOMEONE NE
   2269 24.24%:  WAS ALL I COULD SAY DAY
   2270 24.24%:  WAS A SENTENCE ALSO U
   2271 24.24%:  WAS ACTUALLY DONE IN A
   2272 24.24%:  WAS A LESSON I COULD DEN
   2273 25.09%:  WAS A LESSON I COULD DENY E
   2274 24.84%:  WAS A LESSON I COULD DENY MY
   2275 24.57%:  WAS A LESSON I COULD DENY LE
   2276 24.24%:  WAS ACTUALLY IDEALS M
   2277 24.24%:  WAS A SENTENCE IN S
   2278 24.24%:  WAS ACTUALLY IDEAS NEED
   2279 24.24%:  WAS INSANELY CLOSE TO AN AN
   2280 24.23%:  WAS ALL I COULD SAY DAT
   2281 24.23%:  WAS ALL I COULD SAY DY
   2282 24.23%:  WAS ALL I COULD SAY DEN
   2283 24.23%:  WAS A SENTENCE IN MY
   2284 24.23%:  WAS ALL I COULD SAY DOT
   2285 24.23%:  WAS A LESSON I COULDNOT A
   2286 24.23%:  WAS ACTUALLY ONE D
   2287 24.23%:  WAS ONLY AN IDEA NAMED U
   2288 24.23%:  WAS A LOUSY SENTENCE AND NO
   2289 24.23%:  WAS ALL I COULD SAY DONE
   2290 24.23%:  WAS A CLASSY T
   2291 24.22%:  WAS ACTUALLY AS L
   2292 24.22%:  WAS A LOUSY SENTENCE LAD
