Off panel: Can we talk about what was said earlier
100.00%: 
3.34%:  was
0.00%:  was an awful friend all this
0.00%:  was able to find a fine art
0.00%:  wants a statue park
0.00%:  was also a real
0.00%:  asked for a statue after he
0.00%:  has a real statue idea for
0.00%:  was a statue for the
0.00%:  was able to handle
0.00%:  wrote it and then
0.00%:  is a better pal
0.00%:  is a waste of a
0.00%:  is a waste of a friend
0.00%:  has drawn it all for
0.00%:  ran with
0.00%:  is a true and
0.00%:  wins the award for a
0.00%:  has pl
0.00%:  was the real artist in
0.00%:  was a real friend to us
0.00%:  walks up
0.00%:  also wanted a statue where all
0.00%:  had an artist work
0.00%:  is afraid to walk
0.00%:  is afraid to walk past
0.00%:  said it was real but
0.00%:  here was an awful artist and
0.00%:  dis
0.00%:  was a fan of this
0.00%:  is a statue of real life and
0.00%:  draws in
0.00%:  was able to spend a full
0.00%:  was able to spend a full week
0.00%:  was kind of a pr
0.00%:  is a full
0.00%:  was a better friend while
0.00%:  drew it after he was insult
0.00%:  is a statue and all the
0.00%:  wanted a statue of an aw
0.00%:  is awful and the
0.00%:  was an artist at
0.00%:  is on the left and
0.00%:  was bull
0.00%: : we had a
0.00%: : we had a statue
0.00%:  l
0.00%:  was able to find a three
0.00%:  was able to find a real life art
0.00%:  wanted a statue of an all
0.00%:  wears a bath
0.00%:  said there was a better
0.00%:  found this in a pa
0.00%:  air
0.00%:  drew that in a few
0.00%:  built it for all
0.00%:  will know what it
0.00%:  was a wise and true
0.00%:  was our artist and we all
0.00%:  said it was awful after
0.00%:  swears he paid
0.00%:  reads a
0.00%:  was sort
0.00%:  has been so awful
0.00%:  blew it up real
0.00%:  said it was part of a new
0.00%:  drew it with a p
0.00%:  is the last
0.00%:  has taken a lead
0.00%:  was the best at
0.00%: : what a statue of a
0.00%: : what a statue of a friend
0.00%:  sure is a fan
0.00%:  was weird
0.00%:  is a statue and the
0.00%:  has a real idea
0.00%:  knew what it
0.00%:  knew what it was all
0.01%:  knew what it was all about
0.00%:  knew what it was all about and
0.00%:  knew what it was about
0.00%:  knew what it was about all
0.00%:  is a bad stat
0.00%:  was a friend of the artist
0.00%:  went up
0.00%:  was an awful friend: he was a
0.00%:  was in a statue park
0.00%:  was in a statue park and he
0.00%:  built it last week and has
0.00%:  was able to talk with a
0.00%:  was able to talk with a friend
0.00%:  built it after all was
0.00%:  has a friend at work
0.00%:  will be there
0.00%:  is a freak who
0.00%:  is a freak who wants
0.00%:  said it was all for
0.00%:  is a real one
0.00%:  found it at an arts
0.00%:  found it at an arts fair
0.00%:  was upset at what
0.00%:  was upset at what a bad
0.00%:  has paid for it after
0.00%:  finds a
0.00%:  will also be there
0.00%:  is a real talent
0.00%:  wanted a statue of a w
0.00%:  has bad taste in fake
0.00%:  has about
0.00%:  has found it
0.00%:  has so
0.00%:  is an ab
0.00%:  asked for a few
0.00%:  is a real life statue now and we
0.00%:  is a bit of an
0.00%:  drew it when we
0.00%:  saw it and when
0.00%:  was the real statue:
0.00%:  built a real life
0.00%:  has been a worse
0.00%:  has been a worse friend all
0.00%:  knows what a real statue will be
0.00%:  said it was a fake but
0.00%:  was an awful friend: he broke
0.00%:  also said it
0.00%:  is still here
0.00%:  set up a web
0.00%:  paid for a real statue like
0.00%:  wins a free trip
0.00%:  had a statue of a bear
0.00%:  has said it before:
0.00%:  built it after he was asked
0.00%:  worked tire
0.00%:  is also an
0.00%:  is also an awful
0.00%:  is a dou
0.00%:  was a real life artist
0.00%:  was a real life artist and
0.00%:  has a real skill
0.00%:  is a statue who will
0.00%:  has taken it and put
0.00%:  is a real statue and we all want
0.00%:  said it was better for
0.00%:  wanted a statue for a park in
0.00%:  da
0.00%:  sh
0.00%:  was a little off base in what
0.00%:  was our best
0.00%:  was our best friend
0.00%:  paid for a statue he
0.00%:  has lab
0.00%:  was an awful friend all these
0.00%:  has warned us of
0.00%:  has been a part
0.00%:  is a fine fellow and a true
0.00%:  is a better friend who was
0.00%:  is a real statue and it
0.00%:  does an
0.00%:  knew what a real statue was for all
0.00%:  was tired of all the
0.00%:  worked with a real life
0.00%:  worked with a real life statue
0.00%:  based it off a real statue near
0.00%: : was that
0.00%:  was a bit upset when
0.00%:  wanted his statue like
0.00%:  has paid a statue to
0.00%:  ran off with all
0.00%:  fell asleep in his
0.00%:  will now be
0.00%:  and all his awful
0.00%:  thinks a
0.00%:  t
0.00%:  taped a
0.00%:  taped this
0.00%:  taped it
0.00%:  said it was a l
0.00%:  said if he were a statue of a
0.00%: : the friend
0.00%:  rules and
0.00%:  spend
0.00%:  spend a
0.00%:  saw it in a park and he was all
0.00%:  drew it with all
0.00%:  asked for a real statue if
0.00%:  was a statue and we were
0.00%:  was a statue and we were all
0.00%:  found it in a park after we all
0.00%:  wanted a statue of his bare
0.00%:  was first
0.00%:  was a fine artist and he
0.00%:  wanted to see what real
0.00%:  paid for his
0.00%:  paid for his statue
0.00%:  asked if it was awful
0.00%:  will think
0.00%:  saw the statue and ran
0.00%:  was able to find a real statue he
0.00%:  was at least able
0.00%:  later
0.00%:  also turned
0.00%:  and his pals were all
0.00%:  is all about what
0.00%:  has taken up an art
0.00%:  wanted a statue of a sp
0.00%: : this is awful and
0.00%:  is still a bad
0.00%:  stole a statue and
0.00%:  failed the
0.00%:  blew up and now
0.00%:  paid for a stat
0.00%:  was a statue and a
0.00%:  is well
0.01%:  is well aware
0.03%:  is well aware that
0.02%:  is well aware of what
0.02%:  is well aware of what a
0.00%:  is well aware of what a real
0.00%:  is well aware that a
0.00%:  is well aware of what stat
0.00%:  is well aware of his
0.00%:  is well aware that a real
0.00%:  is well aware that we
0.00%:  is well aware that it
0.00%:  is well aware that if
0.00%:  is well aware of this
0.00%:  is well aware of what a bad
0.00%:  is well aware of what a true
0.00%:  is well aware of what an
0.00%:  is well aware that real
0.00%:  is well aware that we are
0.00%:  is well aware of that
0.00%:  is well aware of what a friend
0.00%:  is well aware of his fault
0.00%:  is well aware of this and
0.00%:  is well aware of what real
0.00%:  is a statue and a far
0.00%:  was in the park and we all
0.00%:  pulls off
0.00%:  is a real statue fan
0.00%:  is the real friend now
0.00%:  was able to find a park statue
0.00%:  was the artist for
0.00%:  built it as a dare after
0.00%:  has fallen asleep in it
0.00%:  spent like all
0.00%:  drew this after a
0.00%:  is a friend who saw
0.00%:  is now a better
0.00%:  was a bad statue earlier
0.00%:  is a statue of a friend we
0.00%:  is a statue of a friend we all
0.00%:  is a statue of a friend we all knew
0.00%:  paid for a life s
0.00%:  is part of an
0.00%:  is part of an award
0.00%:  is an artist of the
0.00%:  sure had it
0.00%:  statue for
0.00%:  is a statue of a fake
0.00%:  was friend
0.00%:  was at the park and saw a new
0.00%:  left with a
0.00%:  left with a friend
0.00%:  was an awful friend so he
0.00%:  will be a statue of an
0.00%:  sure was a friend that
0.00%:  knows what a real stat
0.00%:  left the
0.00%:  built it and now we all
0.00%:  is an awful poet
0.00%:  was a statue before we
0.00%:  blew up the
0.00%:  beat up a friend of his
0.00%:  paid for a statue after he
0.00%:  paid for a statue after he saw
0.00%:  paid for a statue after he was
0.00%:  flew all
0.00%:  is in there
0.00%: : statue of friend
0.00%:  was a better friend than a fake
0.00%:  was able to put aside
0.00%:  wants a statue park where
0.00%:  wants a statue park where all
0.00%:  said it was a full
0.00%:  is an art freak
0.00%:  is a fake and an
0.00%:  paid for a statue as
0.00%:  is here to
0.00%:  was a fake and he
0.00%:  found a new
0.00%:  is what a real statue of a din
0.00%: : this was a bad
0.00%:  said it was well
0.00%:  said it was for the
0.00%:  sure was a friend of
0.00%: : a statue of a bad
0.00%:  put all this effort in
0.00%:  put all this effort in and
0.00%:  drew this up for
0.00%:  is fired
0.00%:  worked aw
0.00%:  found it near a trash
0.00%:  harass
0.00%:  has drawn it free
0.00%:  was a real friend: he was able
0.00%:  has also put a
0.00%:  has a fl
0.01%:  has a flair for detail
0.00%:  has a flair for stat
0.00%:  has a flair for statue
0.00%:  is full of ideas
0.00%:  posed with
0.00%:  posed with a
0.00%:  waited hours
0.00%:  is an awful friend: he was
0.00%:  stared at it for a full week
0.00%:  was able to draft a
0.00%:  has an idea of a better
0.00%:  wants to build a park with all
0.00%:  also used
0.00%:  has fallen asleep under it
0.00%:  was a better friend last
0.00%:  has an idea for a statue park in
0.00%:  has up
0.00%:  was a real statue of a friend when
0.00%:  ran into
0.00%:  ran into a wall
0.00%:  ran into a wall while
0.00%:  ran into a wall after
0.00%:  is a fine statue of
0.00%:  based it on all the awful fake
0.00%:  was an awful friend to tear
0.00%:  heads are
0.00%:  ap
0.00%:  is a statue and what a
0.00%:  said it was aw
0.00%:  found an artist with a real
0.00%:  was able to find a real statue like
0.00%:  has been taken apart
0.00%:  knew his
0.00%:  learns about art
0.00%:  has a better life
0.00%:  is what a statue of all
0.00%:  has a true friend
0.00%:  alone has
0.00%:  wants a statue of a naked
0.00%:  here is a real statue and a
0.00%:  found it in a park far
0.00%:  is a statue of what life
0.00%:  ran off with a real statue and was like
0.00%:  set it up after we
0.00%:  worked a little faster
0.00%:  woulda
0.00%:  has earned a new statue
0.00%:  kept his word
0.00%:  built it as an award for when
0.00%:  set it up after we all
0.00%:  is a real statue and the
0.00%:  was able to keep a
0.00%:  has it at
0.00%:  drew it that
0.00%:  paid for it after he was able
0.00%:  has a statue paid
0.00%:  was a friend all
0.00%:  has a few ideas about art
0.00%:  baked this statue
0.00%:  went to a real
0.00%:  used it as
0.00%:  has a real life statue of a real
0.00%:  is a par
0.00%:  was a little late for
0.00%:  asked if it was real when
0.00%:  will be a statue for life and
0.00%:  built it when we were all
0.00%:  drew this up real
0.00%:  drew this up real fast
0.00%:  is a real awful artist
0.00%:  said it was weak
0.00%:  has a real talent for li
0.00%:  was able to find a spare
0.00%:  was a real friend to put
0.00%:  has a statue park for
0.00%:  wanted a statue of a k
0.00%:  is an awful friend who ste
0.00%:  felt bad after insult
0.00%:  worked this
0.00%:  worked this up after
0.00%:  is a better friend also
0.00%:  is a statue of all the bad
0.00%:  will know what a real statue is and a
0.00%:  and we
0.00%:  stared at it for half a
0.00%:  will be at
0.00%:  was te
0.00%:  owes us
0.00%:  knew it was a better
0.00%:  knew it was a better idea
0.00%:  is a super fan
0.00%:  is on the far left and
0.00%:  has a better friend in
0.00%:  has an idea like
0.00%:  had a few spare stat
0.00%:  is an awful friend who ab
0.00%:  was able to take a real life
0.00%:  has a statue and we all
0.00%:  draws like a statue
0.00%:  faked a statue with
0.00%:  is a statue in a
0.00%:  is a statue in a park
0.00%:  is a statue in a park and
0.00%:  has us all
0.00%:  will be a statue for real
0.00%:  built it after we walked
0.00%:  has a better plan
0.00%:  spent a week and a half for it
0.00%:  said he likes
0.00%:  was there and was all
0.00%:  went for a walk and while
0.00%:  drank all the water
0.00%:  wanted to put his
0.00%:  said that was an awful one
0.00%:  saw it at a park and was
0.00%:  was paid in full for the
0.00%:  is kind of an a
0.00%:  feels bad for insult
0.00%:  set it up as
0.00%:  set it up as a reward
0.00%:  pat
0.00%:  artist
0.00%:  filled a
0.00%:  fell asleep and is
0.00%:  at the park
0.00%:  and his wife are super
0.00%:  knew what a bad
0.01%:  knew what a bad statue was
0.00%:  knew what a bad statue was all
0.00%:  drinks
0.00%:  threw up on it after
0.00%:  likes that
0.00%:  drew a statue of what a real life
0.00%:  is a talk
0.00%:  wants us all to be
0.00%:  wants us all to be aware
0.00%:  kn
0.00%:  is a fake and we all
0.00%:  is a fake and we all hate
0.00%:  paid for this after a
0.00%:  was a real person and
0.00%:  has paid a full artist
0.00%:  is a fake and all
0.00%:  sure has a fl
0.00%:  built this as a reward
0.00%:  saw it and was able
0.00%:  tr
0.00%:  trades
0.00%:  was an awful friend to let this
0.00%:  went all around the
0.00%:  ruined a
0.00%:  threw an
0.00%:  found it in a park last
0.00%:  will be a statue at
0.00%:  will swear
0.00%:  has asked for a new
0.00%:  has been fired after
0.00%:  there is a statue of a
0.00%:  had it en
0.00%:  said he wants all
0.00%:  pulled it off a real
0.00%:  is a friend of the park
0.00%:  has fallen asleep on it
0.00%:  has kind of
0.00%:  has been off panel
0.00%:  pulled this off a web
0.00%:  draws better than a
0.00%:  built it real fast and he
0.00%:  was full of shit and
0.00%:  has a real point
0.00%: aaaaah
0.00%:  spent a week and a half bust
0.00%:  ran out
0.00%:  ran out and
0.00%:  had it taken after we all
0.00%:  sent us
0.00%:  sent us a
0.00%:  filled in for
0.00%:  will be proud that
0.00%:  also drew this
0.00%:  and the real statue of
0.00%:  finds this
0.00%:  has a new statue of a
0.00%:  has a new statue of a friend
0.00%:  has used a new
0.00%:  ahead
0.00%:  has been a real life
0.00%:  asked if it was for
0.00%:  wasted his entire
0.00%:  is a real artist and he won
0.00%:  is a freak and a
0.00%:  will also be a statue when we
0.00%:  afraid
0.00%:  is a real friend now
0.00%:  laid the
0.00%:  was able to hire a far
0.00%:  won an award at
0.00%:  won an award at the art
0.00%:  said it was broken
0.00%: : there are
0.00%:  is a real person and a
0.00%:  thinks it was
0.00%:  thinks it was awful
0.00%:  thinks it was a bad
0.00%:  draws far
0.00%:  put all of
0.00%:  found it at a park near the
0.00%:  has drawn a real statue of a
0.00%:  draws a statue of a bear
0.00%:  was afraid to put a
0.00%:  wants in
0.00%:  is not an
0.00%:  is not an awful
0.00%:  is not an awful artist
0.00%:  here was a little upset
0.00%:  was a true artist and
0.00%:  was a little afraid of the real
0.00%:  is so rad
0.00%:  liked what
0.00%:  wears a beard
0.00%:  talks all
0.00%:  is up
0.00%:  is awful and that
0.00%:  has earned a statue in
0.00%:  was a little afraid for
0.00%:  was a real friend but now
0.00%:  put this on
0.00%: : was a
0.00%:  is a stand
0.00%:  drew it for a
0.00%:  is our artist
0.00%:  is our artist and
0.00%:  paid what
0.00%:  is part of an art
0.00%:  has let
0.00%:  paid for this at
0.00%:  paid for this at a
0.00%:  wins a free statue for
0.00%:  is the real statue:
0.00%:  built this one
