got like a thousand REALLY GOOD REASONS for doing that
100.00%: 
1.31%:  got the
0.00%:  ALREADY failed at going
0.00%:  got a REALLY great S
0.00%:  got a lot of SOR
0.00%:  got LAYERS on to
0.00%:  ALREADY got the EN
0.00%:  DAN
0.00%:  got DRAGONS talking
0.00%:  got a naked f
0.00%:  got the LESSON
0.00%:  got LEADERS in the
0.00%:  got to drink SO
0.00%:  got REALLY SEN
0.00%:  REG
0.00%:  got like ONE REALLY SAD
0.00%:  got a goal of
0.00%:  ALSO not left
0.00%:  got REALLY GOOD art
0.00%:  got a REASON for t
0.00%:  got a hat for
0.00%:  got the SALE
0.00%:  got it REALLY GOOD handle
0.00%:  got a lot of Y
0.00%:  hit on
0.00%:  got a REALLY GOOD REASON fore
0.00%:  got a life too
0.00%:  got a REALLY GOOD REASON for hiding a
0.00%:  got DRESS ON
0.00%:  ALREADY gained
0.00%:  got REALLY GOOD REASONS for eating a thousand
0.00%:  got like a REALLY GOOD REASON right
0.00%:  ALSO got the kind
0.00%:  got REALLY GOOD air
0.00%:  got a giant k
0.00%:  got a REALLY good kn
0.00%:  ALSO got a fig
0.00%:  ALREADY got the RE
0.00%:  got REALLY GOOD NA
0.00%:  got a lot of end
0.00%:  REALLY DR
0.00%:  got on the ol
0.00%:  got it REALLY GOOD N
0.00%:  got DANGER S
0.00%:  ALREADY looked at a thousand
0.00%:  ALREADY gone right
0.00%:  got a REALLY GOOD half
0.00%:  got a REALLY GROSS foot
0.00%:  had to get a
0.00%:  ALREADY got old
0.00%:  got REAL GOOD REASONS of
0.00%:  got a lot of naked L
0.00%:  got a thing for REALLY S
0.00%:  got a thing for REALLY GOOD S
0.00%:  got a lot of LONG S
0.00%:  got on le
0.00%:  got a toen
0.00%:  got a line of t
0.00%:  got GOOD REASON not
0.00%:  got YEARS of naked AND
0.00%:  left S
0.00%:  got the LAYERS for
0.00%:  ALREADY told ONE
0.00%:  got a lot of e
0.00%:  ALREADY got the dialog
0.00%:  got trading
0.00%:  got GOOD REASONS for it al
0.00%:  got a teal
0.00%:  got on the R
0.00%:  got on the RAD
0.00%:  got the OLDER
0.00%:  got a lot of REALLY RAD naked
0.00%:  got REALLY GOOD REASONS of the
0.00%:  got DROOL
0.00%:  got a GOOD REASON right
0.00%:  REALLY GONE DO
0.00%:  got LEGAL naked
0.00%:  got the REASON on
0.00%:  LEARNED to lie to
0.00%:  got REASONS for doing at
0.00%:  got to do like
0.00%:  got like a d
0.00%:  got one REALLY hot
0.00%:  got LEGAL REASONS for not lik
0.00%:  got ner
0.00%:  fired
0.00%:  got a lot of AS
0.00%:  ALREADY done that thousand
0.00%:  ALSO got like ONE
0.00%:  had to alter
0.00%:  ALREADY got it dial
0.00%:  ALREADY got SOL
0.00%:  got a REAL S
0.00%:  got a REALLY GOOD NER
0.00%:  got a REAL GOOD REASON for t
0.00%:  got tri
0.00%:  LEARNED to find it
0.00%:  got like a thousand and
0.00%:  got SORRY naked
0.00%:  RARELY tried to go
0.00%:  got a REALLY GOOD REASON for the ol
0.00%:  ALREADY got to do
0.00%:  got a REALLY GOOD fr
0.00%:  got GOOD and
0.00%:  ALREADY talked of
0.00%:  got to find A
0.00%:  got a thousand naked
0.00%:  got REAL AN
0.00%:  got LOADS of old t
0.00%:  got the REASONS in
0.00%:  gotten REALLY fr
0.00%:  got like ONE DOLLAR on
0.00%:  got one REALLY GOOD O
0.00%:  got tal
0.00%:  got a REALLY GOOD right
0.00%:  ALSO heard it
0.00%:  got DOGS and
0.00%:  got to LAY DO
0.00%:  got YEARS of trail
0.00%:  got on RE
0.00%:  got on REALLY light
0.00%:  got on REALLY GO
0.00%:  got on REALLY S
0.00%:  got on REAL
0.00%:  got on REALLY A
0.00%:  got on REALLY SO
0.00%:  got on REALLY GOOD SO
0.00%:  got on REALLY great
0.00%:  got on REALLY GOOD S
0.00%:  got on REALLY G
0.00%:  got on REALLY GRO
0.00%:  got on REALLY N
0.00%:  got ONLY OR
0.00%:  got a REASON for taking ALL
0.00%:  LEARNED a lot of naked
0.00%:  got REAL GOOD REASONS for leading
0.00%:  got anth
0.00%:  frank
0.00%:  got a REALLY GOOD REASON to end
0.00%:  ALREADY got E
0.00%:  got a GOOD talking
0.00%:  gotta go on
0.00%:  got GOOD REASONS for eating a
0.00%:  got on a te
0.00%:  EARNED it
0.00%:  GOOD REASONS for dating
0.00%:  got hit
0.00%:  got a REALLY GOOD ESS
0.00%:  got REASONS ok
0.00%:  got LESS N
0.00%:  got a REALLY GOOD ASS RE
0.00%:  got a lot of DRA
0.00%:  got the SALARY of a din
0.00%:  got REALLY great n
0.00%:  got LEADERS and
0.00%:  got to REALLY go
0.00%:  heard talking
0.00%:  REALLY GOOD REASONS for taking a
0.00%:  ALREADY told 
0.00%:  got to LEARN A
0.00%:  got YEARS of ang
0.00%:  got REALLY GOOD toenail
0.00%:  got a gen
0.00%:  LEARNED to fake it and
0.00%:  ALREADY talked to an
0.00%:  ALSO looked into it
0.00%:  got to DRESS and
0.00%:  got REALLY GOOD REASONS for heating
0.00%:  ALREADY taken it for
0.00%:  got a REALLY great d
0.00%:  got a REALLY GOOD roof
0.00%:  got like ONE REALLY GOOD thing
0.00%:  got REASONS for REALLY lik
0.00%:  got REASONS for REALLY liking the
0.00%:  got REASONS for REALLY liking to
0.00%:  got a thing for LO
0.00%:  got GOOD REASONS for eating ALL
0.00%:  got a lot of REALLY GOOD ONES hiding
0.00%:  got a REALLY GOOD REASON of the kind
0.00%:  got GREEDY AR
0.00%:  LA
0.00%:  got a giant l
0.00%:  got REASONS for doing it 
0.00%:  got like ONE DOLLAR and it
0.00%:  got a lot of REALLY DOG
0.00%:  got a GOOD NAR
0.00%:  got to go DO
0.00%:  got LAYERS if
0.00%:  got YEARS of l
0.00%:  got REALLY RAD naked
0.00%:  got GA
0.00%:  told NO
0.00%:  gotten AD
0.00%:  got a DOR
0.00%:  got a REALLY GOOD REASON for de
0.00%:  done that ONLY 
0.00%:  got a light kn
0.00%:  got the air
0.00%:  got a REAL GOOD REASON for heading to
0.00%:  ALSO gone for that
0.00%:  got the LEADS
0.00%:  got A REALLY GOOD RES
0.00%:  got a REALLY GOOD heart
0.00%:  got LARGE NAR
0.00%:  got LAYERS on L
0.00%:  GOOD REASONS to go naked at
0.00%:  got REALLY GOOD REASONS for it ok
0.00%:  got DANGERS of talking
0.00%:  ALREADY talked to N
0.00%:  got a REALLY do
0.00%:  got like ONE DOLLAR S
0.00%:  LEARNED to fake it long
0.00%:  got a REALLY GOOD REASON do
0.00%:  got a REALLY GOOD lighter
0.00%:  got REALLY delight
0.00%:  got a REALLY GOOD SON
0.00%:  got the DARE
0.00%:  REALLY talked to
0.00%:  got REAL REASONS of
0.00%:  ALREADY dit
0.00%:  had to lie
0.00%:  got like ONE gar
0.00%:  like ONE
0.00%:  got a REALLY GOOD REASON to fear
0.00%:  ALREADY gone far
0.00%:  REALLY tired
0.00%:  REALLY tired of talking
0.00%:  got a REALLY GOOD REASON fr
0.00%:  got YEARS of LE
0.00%:  got earth
0.00%:  got on 
0.00%:  got REAL GOOD REASONS for doing it h
0.00%:  got it like SO
0.00%:  ALREADY talked to S
0.00%:  REALLY gone to
0.00%:  got a REALLY good tie
0.00%:  got one to
0.00%:  ALSO got k
0.00%:  got an OLD S
0.00%:  got a REALLY AR
0.00%:  got naked GREY
0.00%:  got a tool
0.00%:  got the old fr
0.00%:  ALREADY had a
0.00%:  REALLY got an
0.00%:  ALREADY got it SO
0.00%:  READ the
0.00%:  got a REALLY GOOD REASON for ne
0.00%:  done that ONLY a thousand
0.00%:  got it in ALL
0.00%:  got a REAL GOOD REASON of
0.00%:  got REASONS for leading
0.00%:  got DANGERS of the S
0.00%:  got a REALLY SAD RO
0.00%:  got YEARS of hang
0.00%:  tried f
0.00%:  got it REAL GOOD on
0.00%:  got a fin
0.00%:  kind of got a light
0.00%:  got on the S
0.00%:  ALSO got a thing for like
0.00%:  got LAYERS in the
0.00%:  got a great d
0.00%:  got a lot of REALLY GOOD EAR
0.00%:  got a good left
0.00%:  got a lot of REALLY DANG
0.00%:  got it in for ALL
0.00%:  got ONLY RAD
0.00%:  got a REALLY GOOD REASON for ton
0.00%:  got a REALLY GOOD thing for a
0.00%:  got REALLY GOOD REASONS for it on
0.00%:  REALLY got to go in
0.00%:  got a lot of REALLY GROSS N
0.00%:  ALREADY naked
0.00%:  GOOD REASONS for taking it ALL
0.00%:  got dro
0.00%:  got ONLY the good
0.00%:  got like a REALLY DAN
0.00%:  got REASONS for doing a thousand
0.00%:  got like a di
0.00%:  gotten REALLY GOOD AR
0.00%:  got naked REL
0.00%:  got a REALLY GOOD hotel
0.00%:  ALSO got a L
0.00%:  got REALLY RAD t
0.00%:  got REAL GOOD REASONS in
0.00%:  gotta fake
0.00%:  got a GOOD SENSE for
0.00%:  ALSO got like a thing
0.00%:  got a REALLY GOOD REASON doing
0.00%:  got REALLY GOOD REASONS for al
0.00%:  got a SON
0.00%:  got like a thousand fig
0.00%:  REALLY held
0.00%:  got a hard
0.00%:  got a GOOD REASON to go naked ALL
0.00%:  got a REALLY GOOD REASON t
0.00%:  draft
0.00%:  got the LONELY
0.00%:  got like a REALLY GOOD ON
0.00%:  got a hint
0.00%:  got AA
0.00%:  got GOALS too
0.00%:  got a lot of naked g
0.00%:  got REASONS on
0.00%:  got naked GEAR
0.00%:  got inf
0.00%:  got a fine hat
0.00%:  GOOD REASONS to forget
0.00%:  REALLY got to lie
0.00%:  got the DOLLARS and
0.00%:  got a lot of dr
0.00%:  got the LORD
0.00%:  EN
0.00%:  got a REALLY good al
0.00%:  got it REALLY GOOD ind
0.00%:  got the REASON of
0.00%:  got a thing for Y
0.00%:  got a REALLY GOOD dog for
0.00%:  got trad
0.00%:  got a REALLY GOOD SAN
0.00%:  got a lot of GOR
0.00%:  got a re
0.00%:  ALREADY got far
0.00%:  got DAYS of the
0.00%:  got SOLAR S
0.00%:  got a lot of DEL
0.00%:  got it REALLY DAR
0.00%:  left ON
0.00%:  got an OLD t
0.00%:  got the LARG
0.00%:  got the ESSAY
0.00%:  got to ALSO find SO
0.00%:  ALREADY tried too
0.00%:  got a lot of REALLY SN
0.00%:  got A REALLY GOOD ONE
0.00%:  GOOD REASONS for doing it a
0.00%:  got SANDERS
0.00%:  got LOADS of trend
0.00%:  got the YAR
0.00%:  got the LEGEND
0.00%:  got like ONE GOOD AR
0.00%:  got A LAYER on
0.00%:  got GOOD REASONS and if
0.00%:  got it SOL
0.00%:  got a naked R
0.00%:  got to go def
0.00%:  tried long
0.00%:  ALREADY gotta find
0.00%:  LEARNED to ALSO
0.00%:  got REASONS for doing it a
0.00%:  gotten ONE
0.00%:  got a REALLY RAD night
0.00%:  got a thing for RAD
0.00%:  got naked RADNESS right
0.00%:  got like a GRE
0.00%:  ALSO got a S
0.00%:  got LAYERS for the
0.00%:  got REALLY DONE
0.00%:  got fade
0.00%:  ALREADY NE
0.00%:  got like ONE GAR
0.00%:  got it ALL R
0.00%:  got it ONLY half
0.00%:  got a REALLY GOOD REASON for the di
0.00%:  got SAD NE
0.00%:  gotten REALLY SN
0.00%:  got REALLY GOOD REASONS for inde
0.00%:  got a lot of REALLY n
0.00%:  got REALLY GOOD thing for
0.00%:  got naked LAR
0.00%:  got a REASON for eating
0.00%:  ALREADY had one of
0.00%:  got a finite
0.00%:  got a REALLY GROSS r
0.00%:  got LARGE tr
0.00%:  got a log
0.00%:  GOOD REASONS to like to
0.00%:  REALLY got a thing for k
0.00%:  got a REALLY RAD O
0.00%:  REALLY got the look
0.00%:  got YEARS of LA
0.00%:  got REAL GOOD REASON to
0.00%:  REALLY DO
0.00%:  got GOOD REASONS for at
0.00%:  got a REALLY GOOD old t
0.00%:  got REALLY GOOD REASONS for it and like
0.00%:  got a REL
0.00%:  got a REALLY GOOD di
0.00%:  got GODS of
0.00%:  got GODS of naked
0.00%:  got REASONS for eating ALL
0.00%:  got a REALLY SAD SO
0.00%:  got a ne
0.00%:  GOOD REASONS to think of
0.00%:  got a REALLY good felt
0.00%:  find
0.00%:  got a REALLY GOOD ONE in
0.00%:  got a REALLY good n
0.00%:  got LOADS of tr
0.00%:  got a REALLY gl
0.00%:  heard of it
0.00%:  gone that far ONLY A
0.00%:  got an AS
0.00%:  got a REALLY GOOD tale
0.00%:  ALREADY got le
0.00%:  got the ANAL
0.00%:  got the ANALOGY
0.00%:  A L
0.00%:  got REASONS for dating a
0.00%:  got the flair
0.00%:  got REALLY GROSS AND
0.00%:  done that for Y
0.00%:  got DANGERS of doing
0.00%:  got A DRES
0.00%:  ALREADY done a lot of it
0.00%:  got a thing for AR
0.00%:  forgot ALL
0.00%:  got the good n
0.00%:  got a REALLY GOOD REASON naked
0.00%:  got LEADERS right
0.00%:  got a lot of E
0.00%:  got on a gold
0.00%:  NAR
0.00%:  REALLY got no freak
0.00%:  got a GOOD REASON and
0.00%:  ALREADY done that L
0.00%:  ALREADY done that LONG
0.00%:  ALREADY done that LONG ago
0.00%:  REALLY got a thing for like
0.00%:  got a REALLY god
0.00%:  got a REALLY SNA
0.00%:  got a diet
0.00%:  got a diet of
0.00%:  got it on GREY
0.00%:  got a REALLY GOOD look right
0.00%:  got LESS than 
0.00%:  long tried
0.00%:  got REALLY GOOD RA
0.00%:  got hol
0.00%:  got a fire
0.00%:  got a REALLY RAD looking
0.00%:  got SORRY O
0.00%:  ONLY got naked if it
0.00%:  got a REALLY GOOD REASON for doing S
0.00%:  got a REAL GOOD REASON for like
0.00%:  got like a GO
0.00%:  got like a GOOD
0.00%:  got a REALLY GOOD REASON and right
0.00%:  got one REALLY GOOD REASON right
0.00%:  ALSO tried NE
0.00%:  SO got
0.00%:  got a REALLY GOOD garden
0.00%:  ALREADY got like ONE
0.00%:  got a lot of DAN
0.00%:  LAYERS on
0.00%:  LAYERS on right
0.00%:  got LESSER D
0.00%:  got a REAL GOOD REASON for doing th
0.00%:  got a lot of DRO
0.00%:  done that for a
0.00%:  like 
0.00%:  got a lot of OLD naked
0.00%:  gotten fro
0.00%:  got DRESS RE
0.00%:  got a REALLY GOOD REASON for tail
0.00%:  got REASONS for doing L
0.00%:  looked REALLY DO
0.00%:  REALLY got to go read
0.00%:  got DAYS O
0.00%:  got A REASON for doing SO
0.00%:  ONLY done that for SO
0.00%:  got the RA
0.00%:  got GROSS O
0.00%:  got a REALLY GOOD REASON h
0.00%:  got a lot of SOL
0.00%:  a tight
0.00%:  got REALLY GOOD diet
0.00%:  got ENDLESS L
0.00%:  got like ONE DRES
0.00%:  got REALLY GOOD freak
0.00%:  got an idea of
0.00%:  got REALLY SORE
0.00%:  got GOOD naked right
0.00%:  got a GOOD SENSE of right
0.00%:  got a DOLLAR left
0.00%:  had great
0.00%:  got a REALLY GOOD grand
0.00%:  got naked LEADERS right
0.00%:  got the GOOD L
0.00%:  got a thing for REALLY O
0.00%:  ALSO got it half
0.00%:  got a lot of gir
0.00%:  got the ENER
0.00%:  got the ENERGY for
0.00%:  got the ENERGY of
0.00%:  got REALLY GOOD REASONS for don
0.00%:  got a lot of REALLY DR
0.00%:  got a thing for GO
0.00%:  got a REALLY GOOD REASON not do
0.00%:  got a REALLY GOOD REASON al
0.00%:  got a REAL GOOD REASON for doing it 
0.00%:  got a REALLY GOOD REASON on hold
0.00%:  got a REALLY DONE
0.00%:  told no
0.00%:  got DANGERS at
0.00%:  got hate
0.00%:  got the RAGE
0.00%:  got ORGANS right
0.00%:  got GOOD REASONS for holding a
0.00%:  got it REALLY NAR
0.00%:  got kind of a hot
0.00%:  REALLY O
0.00%:  ALSO got g
0.00%:  got on REAS
0.00%:  ALSO talked a
0.00%:  ALSO got D
0.00%:  ALREADY got to a
0.00%:  GOAL
0.00%:  got YEARS of ignored
0.00%:  ALSO got RE
0.00%:  got it REALLY SO
0.00%:  got the DOOR
0.00%:  done it ONLY a
0.00%:  looked REALLY GOOD in a hot
0.00%:  tried flight
0.00%:  got LEGAL REASONS for dealing
0.00%:  got a REALLY RA
0.00%:  told L
0.00%:  got ONLY A R
0.00%:  GOOD REASONS for that going
0.00%:  got like a REALLY GOOD AR
0.00%:  got REASONS for doing a L
0.00%:  got REALLY GOOD REASONS for liking h
0.00%:  got a GOOD REL
0.00%:  got ONLY the kind
0.00%:  got LEGAL REASONS to hide
0.00%:  got a lot of king
0.00%:  got a DOLLAR O
0.00%:  looked REALLY GOOD for SO
0.00%:  got it for ALL
0.00%:  got GOOD SOL
0.00%:  done that SE
0.00%:  got on RED
0.00%:  got it on NO
0.00%:  ALSO gotta find SO
0.00%:  trained
0.00%:  do that
0.00%:  got a light den
0.00%:  got REALLY GOOD l
0.00%:  got a giant ro
0.00%:  ALREADY got it half naked
0.00%:  got a REALLY GOOD REASON dating
0.00%:  ALREADY got like a thousand of
0.00%:  got YEARS of dark
0.00%:  got REALLY DES
0.00%:  ALREADY fr
0.00%:  got a REALLY GOOD real
0.00%:  got REALLY GOOD faith
0.00%:  ALSO got a lot of din
0.00%:  got a GOAL of
0.00%:  got an older
0.00%:  got a RA
0.00%:  gotten fil
0.00%:  got a gr
0.00%:  got like a REALLY RAD hat
0.00%:  got a leak
0.00%:  got a lot of naked SAD
0.00%:  got on the fig
0.00%:  got a lot hiding
0.00%:  got a lot of REALLY SENS
0.00%:  got a REALLY good left
0.00%:  got a lot of REALLY E
0.00%:  got a lot of GOOD N
0.00%:  got forg
0.00%:  got a lot of riding
0.00%:  got on LAY
0.00%:  got on LAYERS right
0.00%:  got the SONGS
0.00%:  got a REALLY GOOD faith
0.00%:  left hiding
0.00%:  got YEARS of data on
0.00%:  got the ONE AR
0.00%:  got a lot of REALLY GOOD d
0.00%:  got it REALLY good AND
0.00%:  got a lot of ner
0.00%:  got the SORE
0.00%:  got to DRESS like an
0.00%:  ALSO got naked hot
0.00%:  got LAYERS and it
0.00%:  got a lot of REALLY GOOD SER
0.00%:  looked REALLY SOR
0.00%:  got a thousand of
0.00%:  got REASONS for REALLY not
0.00%:  got DOG S
0.00%:  ALSO got a l
0.00%:  got to go READ
0.00%:  got elf
0.00%:  got REALLY GOOD god
0.00%:  got REALLY GOOD REASONS to naked
0.00%:  got a lot of naked ALONG
0.00%:  r
0.00%:  ALSO tried ON
0.00%:  got a REAL GOOD REASON like
0.00%:  got GOOD REASONS for it in
0.00%:  got REAL GOOD REASONS for doing th
0.00%:  got the GOOD ol
0.00%:  REALLY NO
0.00%:  got RAD N
0.00%:  forged
0.00%:  got a DRO
0.00%:  GOOD REASONS for it not
0.00%:  got the SOLELY
0.00%:  got one REALLY GOOD ASS
0.00%:  got one d
0.00%:  lied too
0.00%:  got LESSER G
0.00%:  kind of ALREADY got it
0.00%:  got a lot of naked AD
0.00%:  got a lot of LEADER
0.00%:  got alter
0.00%:  looked REALLY GOOD in hot
0.00%:  ALREADY had like 
0.00%:  got DRAGONS naked
0.00%:  got LEGENDS
0.00%:  got a REALLY GOOD REASON fo
0.00%:  got a REALLY GOOD REASON for a thing like
0.00%:  got a thing for lik
0.00%:  got a GOOD RAN
0.00%:  got a her
0.00%:  got REASONS 
0.00%:  forgot it
0.00%:  got like a REALLY SER
0.00%:  REALLY got good
0.00%:  REALLY not felt
0.00%:  looked REALLY GOOD on at
0.00%:  got REALLY GOOD REASONS to ignore
0.00%:  got DRESS A
0.00%:  got DRESS ARO
0.00%:  got a REALLY GOOD tr
0.00%:  got a tid
0.00%:  got REASON for not
0.00%:  looked REALLY GOOD in a thousand
0.00%:  gone for it
0.00%:  got a REAL GOOD REASON to find
0.00%:  ALREADY let it
0.00%:  ALREADY let it go
0.00%:  ALSO tried kn
0.00%:  got to find a GOOD RE
0.00%:  ALSO got a th
0.00%:  got the NER
0.00%:  got YEARS on
0.00%:  got a REALLY GOOD eight
0.00%:  got a REAL GOOD REASON for doing like
0.00%:  got on a f
0.00%:  got GOOD REASON for taking
0.00%:  got DANGERS of the road
0.00%:  had ONE
0.00%:  tried half
0.00%:  got an old to
0.00%:  DRO
0.00%:  got LAYERS and LO
0.00%:  got a thing for LA
0.00%:  got on red
0.00%:  REALLY looked for that
0.00%:  got a REALLY GOOD REASON for hiding a lot
0.00%:  got a lot of naked RO
0.00%:  got a lot of naked ROAD
0.00%:  got a REAL REASON for it and
0.00%:  looked REALLY SAR
0.00%:  REALLY got to GO
0.00%:  got a REALLY GOOD REASON for light
0.00%:  got like a good thousand
0.00%:  got on like a
0.00%:  got on like a thousand
0.00%:  got a note
0.00%:  LEARNED to fl
0.00%:  got naked SLE
0.00%:  got a GOOD REASON for n
0.00%:  got REALLY GOOD hand
0.00%:  got a REALLY l
0.00%:  got a tril
0.00%:  ALREADY got a RE
0.00%:  ALREADY looked into if
0.00%:  got a LARG
0.00%:  forget to
0.00%:  got LARGE SO
0.00%:  got one for
0.00%:  got a DON
0.00%:  done that R
0.00%:  done that RARELY ON
0.00%:  done that RARELY AND
0.00%:  got to find REALL
0.00%:  got to find REALLY GO
0.00%:  got LESS AND
0.00%:  got like ONE REALLY GOD
0.00%:  LEARNED to do it SO
0.00%:  got like ONE OLD t
0.00%:  ALREADY gotten rid of a thousand
0.00%:  ALSO got a fed
0.00%:  got the dino
0.00%:  got ONLY LO
0.00%:  got REALLY good fake
0.00%:  REALLY gotten la
0.00%:  felt S
0.00%:  GOOD REASONS too for
0.00%:  got a REALLY GOOD REASON real
0.00%:  got to REAL
0.00%:  gotta log
0.00%:  got GENERAL S
0.00%:  REASONS to do
0.00%:  got REASONS for editing
0.00%:  REALLY DONE it like 
0.00%:  got a REAL GOOD REASON for h
0.00%:  got a REAL GOOD REASON for hiking
0.00%:  got like a REALLY DE
0.00%:  looked REALLY SAD that
0.00%:  got a REASON for like
0.00%:  REALLY GOOD REASONS for liking to get
0.00%:  REALLY got to go naked
0.00%:  gotten AL
0.00%:  got a REALLY GOOD fighter
0.00%:  got REALLY f
0.00%:  got REASONS in the
0.00%:  ALSO gone too
0.00%:  got a REALLY life
0.00%:  LEARNED to go to
0.00%:  got ENDLESS O
0.00%:  got a SNO
0.00%:  got naked LAYERS right
0.00%:  ALREADY left too
0.00%:  got LESS A
0.00%:  got REAL GOOD REASONS to find
0.00%:  got GOOD LE
0.00%:  RARELY let
0.00%:  got on REALLY SAD
0.00%:  got a reg
0.00%:  gotten la
0.00%:  got ONLY the LE
0.00%:  got YEARS of leaking
0.00%:  got lie
0.00%:  got a lot of ang
0.00%:  ALSO got naked golf
0.00%:  got REALLY GR
0.00%:  got the old f
0.00%:  got a GOOD REASON to like
0.00%:  got a GOOD REASON the
0.00%:  got kind of large
0.00%:  got REALLY GROSS looking
0.00%:  told ALL
0.00%:  got hole
0.00%:  done SO
0.00%:  got REALLY AR
0.00%:  got a REASON of
0.00%:  got editing
0.00%:  ALREADY had it
0.00%:  REALLY AD
0.00%:  LEARNED other
0.00%:  le
0.00%:  got drink
0.00%:  got REASONS for like 
0.00%:  got GENERAL A
0.00%:  got LEADERS to lead
0.00%:  ALREADY got the thousand
0.00%:  got like ONE SOL
0.00%:  got REAL REASONS for eating
0.00%:  got a logo
0.00%:  got ORANGE tr
0.00%:  got a lot of ir
0.00%:  got a thing for ORG
0.00%:  got a thing for ORGANS
0.00%:  kinda AL
0.00%:  got a REALLY GOOD one of
0.00%:  got a REASON for holding it
0.00%:  got YEARS of int
0.00%:  got a DOLLAR ONE
0.00%:  got a REALLY GOOD fool
0.00%:  got a lot of naked ORDER
0.00%:  got a REALLY RAD light
0.00%:  got alot of naked
0.00%:  heard if
0.00%:  got a lot of SAR
0.00%:  AR
0.00%:  got a good think
0.00%:  got naked ONLY to
0.00%:  got REALLY GOOD REASONS for an
