WHAT AM I GONNA DO WITH ALL THESE RAISED EXPECTATIONS
100.00%: 
25.31%:  THAT
2.23%:  WHAT AM I GONNA DO WITH ALL THESE ROAST
2.23%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA NEED
2.23%:  WHAT AM I GONNA DO WITH THOSE EXTRA T
2.23%:  I NEED TO READ THEM ALL TO SE
2.23%:  WHAT AM I GONNA DO WITH ALL THESE DRO
2.23%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE DO
2.22%:  I CAN HE
5.98%:  I CAN HEAR THAT
5.21%:  I CAN HEAR THE
3.65%:  I CAN HEAR THEM ALL
4.59%:  I CAN HEAR THEM ALL THE
2.92%:  I CAN HEAR IT
2.22%:  WHAT AM I GONNA DO WITH THOSE STAT
2.22%:  I NEED TO GO HOME AND TRANSLATE WHAT I
2.22%:  I NEED TO GO HOME AND WRITE THIS
2.22%:  WHAT AM I GONNA DO WITH ALL THESE TEX
2.22%:  WHAT AM I GONNA DO WITH THIS PRE
2.22%:  I GOTTA READ IT ALL AND
2.22%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA PEN
2.22%:  I NEED TO TRANSLATE THOSE COM
2.22%:  I WANT TO READ THOSE T
2.21%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA PIE
2.21%:  I NEED TO GO TRANSLATE SOME TH
2.21%:  WHAT AM I GONNA DO WITH ALL THE AD
2.21%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SPAC
2.21%:  WHAT AM I GONNA DO WITH THIS COL
2.21%:  WHAT AM I GONNA DO WITH THE LE
2.21%:  WHAT AM I GONNA DO WITH THESE SIX
2.20%:  I NEED TO READ ALL THOSE TEXTS TO MA
2.20%:  WHAT AM I GONNA DO WITH ALL THIS SPI
2.20%:  WHAT AM I GONNA DO WITH THIS NO
2.20%:  WHAT AM I GONNA DO WITH ALL THESE PEE
2.20%:  WHAT AM I GONNA DO WITH ALL THESE RESENT
2.20%:  I GOTTA TRANSLATE THE COMP
2.20%:  NO ONE WANTS TO READ ME E
2.20%:  WHAT AM I GONNA DO WITH ALL THESE PARTI
2.20%:  I NEED TO TRANSLATE THOSE THO
2.20%:  WHAT AM I GONNA DO WITH ALL THIS STER
2.20%:  I GOTTA TRANSLATE 
2.20%:  I NEED TO TRANSLATE EACH ONE TO MA
2.20%:  WHAT AM I GONNA DO WITH THESE STONE
2.19%:  WHAT AM I GONNA TELL T
5.90%:  WHAT AM I GONNA TELL THOSE OTHER
4.48%:  WHAT AM I GONNA TELL THOSE PE
2.19%:  WHAT AM I GONNA DO WITH ALL THOSE EXTR
2.19%:  I NEED TO TRANSLATE MINE WITH
2.19%:  WHAT AM I GONNA DO WITH ALL THOSE SER
2.19%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE IN A
2.19%:  I NEED TO TRANSLATE THE IN
2.19%:  I NEED TO WRITE SO
2.20%:  I NEED TO WRITE SOME NEW
2.18%:  I NEED TO TRANSLATE AL
2.18%:  WHAT AM I GONNA DO WITH THOSE TR
2.18%:  WHAT AM I GONNA DO WITH THAT D
2.18%:  WHAT AM I GONNA DO WITH ALL THESE NERD
2.18%:  HE
2.17%:  WHAT AM I GONNA DO WITH THIS ENTIRE P
2.17%:  I NEED TO READ THEM ALL AGAIN WITH THE
2.17%:  WHAT AM I GONNA DO WITH THAT AN
2.17%:  WHAT AM I GONNA DO WITH ALL THESE IND
2.17%:  I NEED TO GO TRANSLATE THIS INTO E
2.17%:  WHAT AM I GONNA DO WITH ALL THESE PAREN
2.17%:  I NEED TO GO TRANSLATE IT INTO E
2.17%:  WHAT AM I GONNA DO WITH THOSE CAR
2.16%:  WHAT AM I GONNA DO WITH ALL THOSE SAT
2.16%:  WHAT AM I GONNA DO WITH ALL THOSE NE
2.16%:  I WANT TO READ IT AGAIN TO SEE THE
2.16%:  I GOTTA READ THEM ALL TO SEE WHICH ONE I S
2.16%:  NO ONE WILL WANT TO HEAR THE ST
2.16%:  NO ONE WILL WANT TO READ THEM A
2.16%:  I NEED TO TRANSLATE THAT LANG
2.16%:  I NEED TO DO ALL
3.28%:  I NEED TO DO ALL THAT T
3.10%:  I NEED TO DO ALL THE
2.16%:  I CAN HEAR THEM IN
2.16%:  I GOTTA WRITE ALL NEW TEXT
2.16%:  WHAT AM I GONNA DO WITH ALL THE RO
2.16%:  I GOTTA TRANSLATE THIS NEW
2.15%:  I NEED TO GO HOME AND TRANSLATE 
2.15%:  I GOTTA TRANSLATE THOSE AND I
2.15%:  I GOTTA WRITE ALL T
4.80%:  I GOTTA WRITE ALL THOSE DO
7.61%:  I GOTTA WRITE ALL THOSE DOWN
4.25%:  I GOTTA WRITE ALL THOSE DOWN AND
3.44%:  I GOTTA WRITE ALL THOSE DOWNSIDE
2.15%:  I GOT TO READ IT
2.14%:  I NEED TO GET ALL THE R
2.14%:  I GET TO READ IT
2.14%:  WHAT AM I GONNA DO WITH ALL THE ANCI
2.14%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SPACE IN E
2.14%:  I GET TO READ THEM ALL
2.14%:  WHAT AM I GONNA DO WITH ALL THESE INIT
2.14%:  WHAT AM I GONNA DO WITH ALL THIS REST
2.14%:  I WANT TO READ IT AGAIN TO SEE ALL
2.14%:  WHAT AM I GONNA DO WITH ALL THE POR
2.14%:  WHAT AM I GONNA DO WITH ALL THIS I
2.14%:  WHAT AM I GONNA DO WITH THIS AL
2.56%:  WHAT AM I GONNA DO WITH THIS ALTERN
2.14%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA EAST
2.13%:  WHAT AM I GONNA DO WITH THIS SET
2.13%:  WHAT AM I GONNA DO WITH ALL THOSE DI
2.13%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA AN
2.13%:  WHAT AM I GONNA DO WITH THESE LET
2.13%:  WHAT AM I GONNA DO WITH THIS CAN
2.13%:  WHAT AM I GONNA DO WITH ALL THESE PROSTATE CAN
2.12%:  I GOTTA READ THEM ALL TH
2.12%:  WHAT AM I GONNA DO WITH ALL THESE TREES I T
2.12%:  WHAT AM I GONNA DO WITH ALL THESE DECIS
2.12%:  I NEED TO EDIT ALL THESE
2.12%:  WHAT AM I GONNA DO WITH THESE STRAN
2.12%:  WHAT AM I GONNA DO WITH ALL THOSE PA
2.51%:  WHAT AM I GONNA DO WITH ALL THOSE PAINT
2.12%:  WHAT AM I GONNA DO WITH THIS SPECIAL T
2.17%:  WHAT AM I GONNA DO WITH THIS SPECIAL TRAN
2.12%:  I WANT TO GO HOME AND WRITE AN
2.12%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE A
2.12%:  I GOTTA READ ALL THE SAC
2.12%:  I NEED TO S
2.11%:  WHAT AM I GONNA DO WITH ALL THIS SPARE TENTAC
2.11%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA PEAN
2.11%:  WHAT AM I GONNA DO WITH ALL THESE ARC
2.11%:  WHAT AM I GONNA DO WHEN PE
2.11%:  I GET TO HEAR IT
2.11%:  I NEED TO DE
69.74%:  I NEED TO DEAL WITH THAT
55.23%:  I NEED TO DEAL WITH THIS
10.21%:  I NEED TO DEAL WITH THE
7.83%:  I NEED TO DEAL WITH T
5.65%:  I NEED TO DEAL WITH THAT TO
5.53%:  I NEED TO DEAL WITH THIS T
5.26%:  I NEED TO DEAL WITH THAT COM
5.12%:  I NEED TO DEAL WITH THE CON
4.81%:  I NEED TO DEAL WITH THAT PRO
4.29%:  I NEED TO DEAL WITH THIS PRO
3.61%:  I NEED TO DEAL WITH THIS G
3.51%:  I NEED TO DEAL WITH THIS NEW
4.19%:  I NEED TO DEAL WITH THIS NEW PRO
3.37%:  I NEED TO DEAL WITH A
3.30%:  I NEED TO DEAL WITH THESE
3.10%:  I NEED TO DEAL WITH H
2.82%:  I NEED TO DEAL WITH THAT ONE
2.59%:  I NEED TO DEAL WITH AN
2.47%:  I NEED TO DEAL WITH HIS
2.11%:  I NEED TO TRANSLATE THOSE TWO NEW
2.11%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA PA
2.11%:  I GOTTA TRANSLATE A NEW ONE WITH
2.11%:  WHAT AM I GONNA DO WITH ALL THESE REPEATED ST
2.10%:  WHAT AM I GONNA DO WITH ALL THESE EXPRE
2.10%:  WHAT AM I GONNA DO WITH ALL THESE CODE
2.10%:  WHAT AM I GONNA DO WITH ALL THIS PEACE AND ST
2.10%:  WHAT AM I GONNA DO WITH ALL THESE STONE P
2.10%:  WHAT AM I GONNA DO WITH ALL THESE TORN P
2.10%:  I NEED TO READ ALL THOSE TEXTS AGAIN IN
2.10%:  WHAT AM I GONNA DO WITH ALL THOSE STR
2.10%:  I GOTTA WRITE THEM ALL DOWN AND P
2.10%:  WHAT AM I GONNA DO WITH ALL THIS DIS
2.10%:  I GOTTA READ ALL THE COM
2.09%:  WHAT AM I GONNA DO WITH ALL THOSE DAN
2.09%:  WHAT AM I GONNA DO WITH IT ALL
2.09%:  I NEED TO TRANSLATE THEM AGAINST
2.09%:  I NEED TO TRANSLATE SOMETHING WITH L
2.09%:  WHAT AM I GONNA DO WITH ALL THESE TEARS AND
2.09%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS ON
2.09%:  I NEED TO TRANSLATE THEM INTO S
2.09%:  WHAT AM I GONNA DO WITH ALL THESE ANT
2.08%:  I CAN HEAR THAT ONE
2.08%:  WHAT AM I GONNA DO WITH THESE PO
2.10%:  WHAT AM I GONNA DO WITH THESE POINTS
2.08%:  WHAT AM I GONNA DO WITH ALL THOSE RAND
2.08%:  WHAT AM I GONNA DO WITH ALL THOSE TRANSIT
2.08%:  WHAT AM I GONNA DO WITH THOSE REAL
15.64%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE DE
13.62%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE AD
6.80%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE IN
4.51%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE A
2.51%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE P
2.26%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE AND
2.08%:  I GOTTA READ ALL THEM TO
2.07%:  I NEED TO TRANSLATE LOTS AND
2.07%:  WHAT AM I GONNA DO WITH THAT N
2.07%:  WHAT AM I GONNA DO WITH ALL THESE DEAR
2.07%:  I NEED TO DEAL WITH THIS TO
2.07%:  WHAT AM I GONNA DO WITH ALL THESE INSPIRED T
2.06%:  THIS IS GO
2.06%:  I NEED TO GO HOME AND TAL
2.06%:  I NEED TO GO HOME AND TRANSLATE THAT AS A
2.06%:  I WANT TO READ THIS COM
2.06%:  I GOTTA TRANSLATE THOSE A
2.06%:  WHAT AM I GONNA DO WITH ALL THESE NOTICES
2.06%:  I NEED TO TRANSLATE THOSE TW
2.06%:  WHAT AM I GONNA DO WITH ALL THOSE INSPI
2.14%:  WHAT AM I GONNA DO WITH ALL THOSE INSPIRED
2.06%:  I NEED TO GO EDIT ALL THE OTHER
2.06%:  I GOTTA TRANSLATE EACH ONE WITH A
2.06%:  I NEED TO TRANSLATE ONE TO
2.06%:  I NEED TO WRITE THEM ALL AGAIN SO
2.82%:  I NEED TO WRITE THEM ALL AGAIN SO THE
2.71%:  I NEED TO WRITE THEM ALL AGAIN SO I CAN P
2.45%:  I NEED TO WRITE THEM ALL AGAIN SO THAT
2.05%:  I WANT TO READ THEM SO
2.05%:  WHAT AM I GONNA DO WITH ALL THIS SPEAR
2.05%:  WHAT AM I GONNA DO WITH THIS CL
2.05%:  WHAT AM I GONNA DO WITH ALL THIS STAR PO
2.05%:  I NEED TO TRANSLATE A CO
2.05%:  I NEED TO TRANSLATE THE C
2.05%:  I NEED TO TRANSLATE SOMETHING I
2.05%:  I WANT TO GO HOME AND WRITE S
2.05%:  I WISH I HAD P
2.05%:  I NEED TO WRITE NEW TEXTS AND
2.05%:  WHAT AM I GONNA DO WITH ALL THESE SPARE ANCI
2.04%:  WHAT AM I GONNA DO WITH ALL THESE IT
2.04%:  I NEED TO READ THESE
2.04%:  I WANT TO T
2.04%:  WHAT AM I GONNA DO WITH ALL THESE PENE
2.04%:  WHAT AM I GONNA DO WITH ALL THIS SNO
2.04%:  WHAT AM I GONNA DO WITH ALL THIS SA
2.04%:  I WANT TO READ THEM ALL A
3.99%:  I WANT TO READ THEM ALL AGAIN AND
3.20%:  I WANT TO READ THEM ALL AGAIN WITH
2.04%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA STE
2.04%:  I GOTTA WRITE ALL THOSE NEW
2.04%:  WHAT AM I GONNA DO WITH ALL THIS CREATED
2.04%:  WHAT DO
26.32%:  WHAT DO I DO WITH ALL THIS
17.16%:  WHAT DO I DO WITH ALL THESE T
12.86%:  WHAT DO I DO WITH ALL THESE EX
10.57%:  WHAT DO I DO WITH ALL THIS EX
43.83%:  WHAT DO I DO WITH ALL THIS EXTRA SP
132.64%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE IN
40.31%:  WHAT DO I DO WITH ALL THIS EXTRA TIME
17.96%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE ON
12.85%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE I
11.12%:  WHAT DO I DO WITH ALL THIS EXTRA TIME ON
10.33%:  WHAT DO I DO WITH THIS
10.16%:  WHAT DO I DO WITH ALL THESE S
9.69%:  WHAT DO I DO WITH ALL THESE TRANSC
7.97%:  WHAT DO I DO WITH ALL THIS EXTRA S
7.92%:  WHAT DO I DO WITH ALL THESE P
7.92%:  WHAT DO I DO WITH ALL THESE R
7.28%:  WHAT DO I DO WITH ALL THIS SP
18.78%:  WHAT DO I DO WITH ALL THIS SPACE
6.71%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE IN GEN
6.15%:  WHAT DO I DO WITH ALL THIS EXTRA P
5.48%:  WHAT DO I DO WITH ALL THIS EXTRA PAGE
5.30%:  WHAT DO I DO WITH ALL THIS SPARE TIME ON
4.92%:  WHAT DO I DO WITH ALL THESE RE
5.16%:  WHAT DO I DO WITH ALL THESE REMAIN
6.84%:  WHAT DO I DO WITH ALL THESE REMAINING T
4.91%:  WHAT DO I DO WITH ALL THESE EXTRA S
4.84%:  WHAT DO I DO WITH ALL THIS TIME
4.61%:  WHAT DO I DO WITH ALL THESE EXTRA P
4.50%:  WHAT DO I DO WITH ALL THESE PRO
4.31%:  WHAT DO I DO WITH ALL THESE M
4.25%:  WHAT DO I DO WITH ALL THESE EXTRA PAGES IN
4.08%:  WHAT DO I DO WITH ALL THIS SPACE IN
3.98%:  WHAT DO I DO WITH ALL THESE PAG
3.78%:  WHAT DO I DO WITH THE
3.72%:  WHAT DO I DO WITH ALL THESE AN
3.70%:  WHAT DO I DO WITH ALL THESE G
3.66%:  WHAT DO I DO WITH ALL THESE REMAINING COP
3.62%:  WHAT DO I DO WITH ALL THESE TEXT
3.58%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE T
3.32%:  WHAT DO I DO WITH ALL THESE COP
3.19%:  WHAT DO I DO WITH ALL THESE C
3.05%:  WHAT DO I DO WITH ALL THESE EXTRA PAGE
2.94%:  WHAT DO I DO WITH ALL THIS EXTRA M
2.94%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE ON E
2.88%:  WHAT DO I DO WITH ALL THESE EXTRA COM
2.88%:  WHAT DO I DO WITH ALL THIS EXTRA T
2.87%:  WHAT DO I DO WITH ALL THESE NOT
2.85%:  WHAT DO I DO WITH ALL THESE E
2.81%:  WHAT DO I DO WITH ALL THESE SCR
2.79%:  WHAT DO I DO WITH ALL THESE PO
2.78%:  WHAT DO I DO WITH ALL THESE ST
2.73%:  WHAT DO I DO WITH ALL THESE POINTS
2.71%:  WHAT DO I DO WITH ALL THIS S
2.70%:  WHAT DO I DO WITH ALL THE EX
4.28%:  WHAT DO I DO WITH ALL THE EXTRA TIME
2.67%:  WHAT DO I DO WITH ALL THESE COMP
2.67%:  WHAT DO I DO WITH ALL THESE COM
2.56%:  WHAT DO I DO WITH ALL THAT
2.55%:  WHAT DO I DO WITH ALL THESE EXTRA COP
2.49%:  WHAT DO I DO WITH ALL THESE STRAN
2.43%:  WHAT DO I DO WITH ALL THESE MONE
2.42%:  WHAT DO I DO WITH THAT
2.39%:  WHAT DO I DO WITH ALL THESE EXTRA T
2.37%:  WHAT DO I DO WITH ALL THE TIME
2.36%:  WHAT DO I DO WITH ALL THIS SPARE T
2.35%:  WHAT DO I DO WITH ALL THESE REMAINING P
2.31%:  WHAT DO I DO WITH ALL THESE GRE
2.30%:  WHAT DO I DO WITH ALL THESE TOR
2.22%:  WHAT DO I DO WITH ALL THESE SCRAP
2.22%:  WHAT DO I DO WITH ALL THESE CO
2.18%:  WHAT DO I DO WITH ALL THESE N
2.15%:  WHAT DO I DO WITH ALL THIS EXTRA COM
2.09%:  WHAT DO I DO WITH ALL THIS TIME ON
2.05%:  WHAT DO I DO WITH ALL THIS EXTRA MAT
2.03%:  WHAT AM I GONNA DO WITH ALL THESE SAD TRAN
2.03%:  WHAT AM I GONNA DO WITH ALL THOSE READ
2.03%:  I NEED TO GO TELL THE PRO
2.03%:  WHAT AM I GONNA DO WITH ALL THESE TEXTS I CO
2.03%:  I NEED TO DEAL WITH SO
2.03%:  WHAT AM I GONNA DO WITH ALL THE POT
2.03%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA ACT
2.03%:  WHAT AM I GONNA DO WITH ALL THESE SECRET EX
2.03%:  WHAT AM I GONNA DO WITH ALL THIS EXPENSE
2.03%:  WHAT AM I GONNA DO WITH THESE NOT
2.56%:  WHAT AM I GONNA DO WITH THESE NOTES I
2.03%:  WHAT AM I GONNA DO WITH ALL THESE INTERESTED P
2.03%:  WHAT DO I DO WITH ALL THESE TRANS
2.03%:  I WANT TO GO HOME AND READ THE NEW
2.02%:  WHAT AM I GONNA DO WITH THIS I
2.02%:  WHAT AM I GONNA DO WITH ALL THIS SENT
2.02%:  WHAT AM I GONNA DO WITH THE PILES AND
2.02%:  I NEED TO TRANSLATE IN SO
2.02%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA NOSE
2.02%:  WHAT AM I GONNA DO WITH ALL THIS EXPECT
2.11%:  WHAT AM I GONNA DO WITH ALL THIS EXPECTATIONS
2.02%:  I NEED TO READ THAT ONE
2.02%:  THAT W
2.51%:  THAT WAS
2.01%:  WHAT AM I GONNA DO WITH ALL THESE ASIDE
2.01%:  WHAT AM I GONNA DO WITH THOSE TRANSLATE
2.01%:  WHAT AM I GONNA DO WITH ALL THESE ONE ST
2.27%:  WHAT AM I GONNA DO WITH ALL THESE ONE STAR A
2.01%:  WHAT AM I GONNA DO WITH ALL THESE COST
2.01%:  I GOTTA TRANSLATE A H
2.01%:  I GOTTA DE
39.46%:  I GOTTA DEAL WITH THIS
10.45%:  I GOTTA DEAL WITH THE
10.21%:  I GOTTA DEAL WITH T
4.75%:  I GOTTA DEAL WITH THE CON
3.87%:  I GOTTA DEAL WITH THESE
3.73%:  I GOTTA DEAL WITH H
3.72%:  I GOTTA DEAL WITH THO
3.68%:  I GOTTA DEAL WITH THAT ONE
3.04%:  I GOTTA DEAL WITH A
2.85%:  I GOTTA DEAL WITH THAT PRO
2.58%:  I GOTTA DEAL WITH THAT AND
2.44%:  I GOTTA DEAL WITH THAT COM
2.40%:  I GOTTA DEAL WITH THIS NEW
2.84%:  I GOTTA DEAL WITH THIS NEW PRO
2.36%:  I GOTTA DEAL WITH AN
2.19%:  I GOTTA DEAL WITH IT
2.11%:  I GOTTA DEAL WITH SO
7.47%:  I GOTTA DEAL WITH SOMEONE EL
3.14%:  I GOTTA DEAL WITH SOMEONE ELSE W
2.11%:  I GOTTA DEAL WITH THIS AND
2.05%:  I GOTTA DEAL WITH THIS PRO
2.04%:  I GOTTA DEAL WITH HIS
2.03%:  I GOTTA DEAL WITH SOMEONE ELSE T
2.01%:  WHAT AM I GONNA DO WITH ALL THIS SPARE DO
2.01%:  I NEED TO GO HOME AND TRANSLATE THE SH
2.01%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA PENC
2.00%:  I NEED TO WRITE THEM ALL DOWN IN
2.00%:  I NEED TO WRITE T
2.00%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SPACE T
2.00%:  WHAT AM I GONNA DO WITH ALL THESE TREES TO
2.00%:  WHAT AM I GONNA DO WITH ALL THESE ROTTEN A
2.00%:  WHAT AM I GONNA DO WITH THAT SAND
2.00%:  I NEED TO WRITE THEM ALL AGAIN AND TH
2.00%:  I NEED TO TRANSLATE EACH ONE TO P
2.00%:  I REME
2.00%:  I NEED TO READ ALL THOSE THINGS WITH
2.00%:  I NEED TO READ T
1.99%:  I NEED TO TRANSLATE P
1.99%:  WHAT AM I GONNA TELL THAT
1.99%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA AND
1.99%:  I NEED TO TRANSLATE SOMETHING WITH A L
1.99%:  I GOTTA TRANSLATE ST
1.99%:  WHAT AM I GONNA DO WITH ALL THESE CE
1.99%:  WHAT AM I GONNA DO WITH THESE PLAN
1.99%:  I GOTTA DO ALL THESE OTHER
1.99%:  I NEED TO TRANSLATE THAT W
1.99%:  WHAT AM I GONNA DO WITH ALL THESE TEARS ON
1.99%:  WHAT AM I GONNA DO WITH ALL THE OR
1.99%:  I NEED TO GO HOME AND TRANSLATE AS
1.98%:  I NEED TO READ ALL THE TEXTS A
4.88%:  I NEED TO READ ALL THE TEXTS AGAIN TO
2.93%:  I NEED TO READ ALL THE TEXTS AGAIN WITH
1.98%:  I WANT TO WRITE COM
1.98%:  WHAT AM I GONNA DO WITH ALL THIS SPACE NO
1.98%:  I NEED TO WRITE THEM ALL DOWN SO
2.75%:  I NEED TO WRITE THEM ALL DOWN SO I CAN GET
1.98%:  I NEED TO GO TRANSLATE THE WHOLE DAMN TH
1.98%:  WHAT AM I GONNA DO WITH ALL THESE SCARE
1.98%:  I NEED TO GO HOME AND CR
1.98%:  WHAT DO I DO WITH ALL THE EXTRA SP
9.91%:  WHAT DO I DO WITH ALL THE EXTRA SPACE IN
1.98%:  WHAT DO I DO WITH ALL THESE EXTRA TIME
1.98%:  I GOTTA TRANSLATE EACH ONE TO P
1.98%:  WHAT AM I GONNA DO WITH ALL THIS PEACE AND TR
1.97%:  WHAT AM I GONNA DO WITH THIS CRA
1.97%:  WHAT AM I GONNA DO WITH ALL THOSE IDEAS I
1.97%:  I GOTTA DEAL WITH THIS ONE
1.97%:  WHAT AM I GONNA DO WITH ALL THESE SECRET DI
1.97%:  WHAT DO I DO WITH ALL THESE COR
1.97%:  WHAT AM I GONNA DO WITH ALL THESE TEARS I CAN
1.97%:  WHAT AM I GONNA DO WITH THIS CORP
1.97%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA INC
1.97%:  NO ONE WILL READ THE S
1.97%:  I WANT TO GO HOME AND WRITE A S
1.97%:  WHAT AM I GONNA DO WITH ALL THIS PRIDE
1.96%:  I GOTTA WRITE ALL THOSE IN
1.96%:  WHAT AM I GONNA DO WITH THIS EXTRA D
1.96%:  I NEED TO TRANSLATE THAT IN A
1.96%:  I GOTTA TRANSLATE IN THE
1.96%:  I NEED TO DEAL WITH THAT T
1.96%:  I NEED TO READ THIS COM
1.96%:  WHAT DO I DO WITH ALL THESE EXTRA NOT
1.96%:  I WANT TO SEE HO
1.96%:  WHAT AM I GONNA DO WITH THIS EXTRA COP
1.96%:  I WANT TO SEE THE
1.96%:  I GET TO READ ALL
3.38%:  I GET TO READ ALL THESE
1.95%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE IN TOD
1.95%:  I NEED TO START T
1.95%:  WHAT AM I GONNA DO WITH THE D
1.95%:  I NEED TO TRANSLATE IT AND TH
1.95%:  WHAT AM I GONNA DO WITH ALL THESE TRADE SE
1.95%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SAC
1.95%:  I WANT TO P
1.95%:  I NEED TO TRANSLATE THAT A
1.95%:  WHAT AM I GONNA DO WITH THESE COR
1.95%:  WHAT AM I GONNA DO WITH ALL THIS INT
1.95%:  WHAT AM I GONNA TELL THE ANCI
1.95%:  I NEED TO DEAL WITH SOMEONE WITH
1.94%:  I NEED TO WRITE A COMP
2.32%:  I NEED TO WRITE A COMPLET
1.94%:  WHAT AM I GONNA DO WITH ALL THOSE EXISTENCE
1.94%:  I NEED TO TRANSLATE THE SE
1.94%:  WHAT AM I GONNA DO WITH THIS RAD
1.94%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS I CAN
1.94%:  I WANT TO GO HOME AND WRITE ALL THESE IN
1.94%:  WHAT AM I GONNA WRITE IN THAT
1.94%:  I GOTTA READ ALL THEM AND CO
1.94%:  I NEED TO TELL E
1.94%:  WHAT AM I GONNA DO WITH ALL THESE INTR
1.93%:  I NEED TO READ ALL THESE COM
1.93%:  WHAT AM I GONNA DO WITH THOSE TALES
1.93%:  WHAT AM I GONNA DO WITH THESE CAR
1.93%:  I NEED TO TRANSLATE THE AN
1.93%:  WHAT AM I GONNA DO WITH ALL THAT SEX
1.93%:  WHAT AM I GONNA DO WITH THOSE REAL ESTATE LA
1.93%:  I WANT TO READ THEM ALL AND THE
1.93%:  WHAT AM I GONNA DO WITH THESE LETTERS IN
1.93%:  I NEED TO GO TRANSLATE NEW TEXT
1.93%:  I NEED TO READ THOSE TEXT
1.93%:  I NEED TO TRANSLATE IT AGAIN WITH SO
1.93%:  I NEED TO TRANSLATE ON
1.93%:  WHAT AM I GONNA DO WITH ALL THE STAR
1.93%:  WHAT AM I GONNA DO ALL
1.93%:  WHAT DO I DO WITH ALL THESE IN
2.45%:  WHAT DO I DO WITH ALL THESE INTER
4.41%:  WHAT DO I DO WITH ALL THESE INTEREST
4.09%:  WHAT DO I DO WITH ALL THESE INTERNET PO
2.27%:  WHAT DO I DO WITH ALL THESE INTERNET ME
2.12%:  WHAT DO I DO WITH ALL THESE INTERESTING AN
1.92%:  WHAT AM I GONNA DO WITH ALL THESE SPRINT
1.92%:  WHAT AM I GONNA TELL THE ANTS
1.92%:  WHAT AM I GONNA DO WITH ALL THESE RANC
1.92%:  I WANT TO WRITE ONE THAT IS
3.17%:  I WANT TO WRITE ONE THAT IS ALL
1.92%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPECT
1.92%:  I GOTTA WRITE ALL THESE DO
4.29%:  I GOTTA WRITE ALL THESE DOWNSIDE
2.93%:  I GOTTA WRITE ALL THESE DOWN
2.51%:  I GOTTA WRITE ALL THESE DOWNSID
2.01%:  I GOTTA WRITE ALL THESE DOWN AND
1.92%:  WHAT AM I GONNA DO WITH ALL THAT INSPIRED
1.92%:  WHAT DO I DO WITH ALL THIS EXTRA SAC
1.92%:  I NEED TO GO HOME AND TRANSLATE A S
1.92%:  I NEED TO WRITE THEM ALL AGAIN WITH SO
1.92%:  I NEED TO TRANSLATE THE WHOLE W
1.91%:  I GOTTA DO ALL THE W
1.91%:  I GOTTA READ THOSE T
1.91%:  I NEED TO TRANSLATE IT AGAIN SO THE
1.91%:  NO ONE WANTS TO HEAR WHAT THE
1.91%:  WHAT DO I DO WITH ALL THIS EXTRA SPACE IN ME
1.91%:  I GOTTA READ THIS AND
1.91%:  WHAT AM I GONNA DO WITH ALL THESE NICE T
1.91%:  WHAT AM I GONNA DO WITH ALL THESE SOD
1.91%:  I NEED TO GO HOME AND TELL ST
1.91%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SE
1.91%:  I NEED TO READ THEM ALL AGAIN TO SE
1.91%:  WHAT AM I GONNA TELL THE PE
1.91%:  NO ONE WANTS TO PR
1.90%:  WHAT AM I GONNA DO WITH ALL THAT D
1.90%:  I NEED TO TRANSLATE THEM INTO A L
1.90%:  WHAT AM I GONNA DO WITH ALL THE EXTRA AN
