IS EXACTLY WHY I KEEP MAKING IT SO YOU NEVER GET A PRINTING PRESS
100.00%: 
182.74%:  IS WHY
12.72%:  IS WHY I NEVER LET ANYONE ASK ME ANY
4.80%:  IS EXACTLY THE REASON I WAS NEVER PUT INTO
4.80%:  IS WHY PEOPLE KEEP ASKING ME TO GET R
4.80%:  IS EXACTLY THE REASON I WRITE MY STORIES IN EN
4.80%:  IS THE EXACT SAME WAY YOU
4.80%:  IS EXACTLY WHY I GOT S
4.79%:  IS EXACTLY WHY YOU ARE NEVER GETTING TO PAR
4.79%:  IS EXACTLY THE REASON I USE SOME
4.79%:  IS EXACTLY WHY I KEEP SAYING I REGRET NOT MA
10.71%:  IS EXACTLY WHY I KEEP SAYING I REGRET NOT MAKING E
5.40%:  IS EXACTLY WHY I KEEP SAYING I REGRET NOT MAKING IT
4.79%:  IS EXACTLY WHAT I SAY EVERY 
4.79%:  IS EXACTLY WHY I NEVER PRESENT ANY OP
4.79%:  IS EXACTLY WHAT I SEE EVERY TIME YOU SING IN
4.79%:  IS EXACTLY WHAT YOU GET IN MY
4.78%:  IS EXACTLY WHY I SPENT TIME
4.78%:  IS THE REASON I NEVER LET YOU SAY ANY
4.78%:  IS EXACTLY WHY I NEVER MENTION YOU IN S
4.78%:  IS WHAT PEOPLE ARE SAYING EVERY TIME YOU EXT
4.78%:  IS EXACTLY WHY I NEVER GOT INTO P
4.78%:  IS WHAT I P
6.57%:  IS WHAT I PUT IN
4.78%:  IS EXACTLY WHY YOU ARE ST
4.77%:  IS EXACTLY THE REASON I KEEP MAKING PRO
4.77%:  IS EXACTLY WHY I NEVER MAKE ANY OP
4.77%:  IS EXACTLY WHAT I SAY TO YOUR
4.77%:  IS WHY I NEVER LET YOU SPEAK AT GEN
4.77%:  IS EXACTLY WHAT I SAY EVERY MORNING TO SUP
4.77%:  IS EXACTLY THE REASON WE NEVER GOT ANY
4.77%:  IS THE REASON I NEVER LET ANYONE SAY ST
4.77%:  IS THE EXACT REASON I AM
4.77%:  IS EXACTLY THE REASON I KEEP MAKING NEW SU
4.77%:  IS THE REASON I NEVER SAY ANYONE
4.76%:  IS EXACTLY WHY I NEVER USE PAST TENSE IN EN
4.76%:  IS WHY PEOPLE GET SO UP
7.53%:  IS WHY PEOPLE GET SO UPSET AT
5.60%:  IS WHY PEOPLE GET SO UPSET AT ME
4.76%:  IS EXACTLY THE REASON I AM GO
4.76%:  IS EXACTLY WHY I NEVER ASK OP
4.76%:  IS EXACTLY THE REASON I KEEP SAYING SUP
4.75%:  IS THE REASON I NEVER LET PE
4.75%:  IS EXACTLY THE REASON I WORRY I
4.75%:  IS EXACTLY WHAT YOU NEVER
4.75%:  IS EXACTLY WHY I NEVER USE IN
4.75%:  IS WHY PEOPLE KEEP ASKING ME TO RES
4.75%:  IS THE REASON I KEEP MY
4.75%:  IS WHY PEOPLE KEEP ASKING ME TO R
4.75%:  IS EXACTLY WHY S
4.75%:  IS EXACTLY THE REASON I KEEP MY E
7.61%:  IS EXACTLY THE REASON I KEEP MY EYES OP
4.75%:  IS THE REASON YOU NEVER S
4.74%:  IS EXACTLY WHY I NEVER ASK ANYONE TO R
4.74%:  IS EXACTLY THE REASON I NEVER WANT TO SUM
4.74%:  IS EXACTLY THE REASON I MAKE YOU SPE
4.74%:  IS WHY PEOPLE KEEP SAYING EV
4.74%:  IS WHY I CANNOT
4.74%:  IS EXACTLY WHY YOU NEVER SPEAK IN
4.74%:  IS EXACTLY WHY I NEVER POINT
7.45%:  IS EXACTLY WHY I NEVER POINT OUT MY
4.74%:  IS EXACTLY THE REASON I NEVER SUGGEST TO ANY
4.74%:  IS EXACTLY THE REASON I NEVER RUN
4.74%:  IS WHY PEOPLE ARE SAYING PRAYER IS T
4.74%:  IS EXACTLY THE REASON I NEVER WRITE SIGN
4.74%:  IS THE REAL REASON I GOT UP
4.73%:  IS THE REASON I NEVER LET YOU SPEAK AT S
4.73%:  IS WHY PEOPLE KEEP SAYING I NEVER MA
6.65%:  IS WHY PEOPLE KEEP SAYING I NEVER MAKE ANY
4.73%:  IS EXACTLY WHY I MAKE E
4.73%:  IS WHY PEOPLE STOP SAYING G
4.73%:  IS THE WAY YOU
4.73%:  IS THE REASON I NEVER LET YOU SPEAK ANY
4.73%:  IS EXACTLY WHAT I SEE EVERY TIME I SPE
6.01%:  IS EXACTLY WHAT I SEE EVERY TIME I SPEAK TO
4.73%:  IS THE REASON I RE
5.19%:  IS THE REASON I RELEASE
4.73%:  IS THE REASON I NEVER TAKE ANYONE EL
4.73%:  IS EXACTLY WHY YOU ARE NEVER GETTING AN EN
4.73%:  IS THE REASON I NEVER LET YOU WRITE ANY GEN
4.72%:  IS WHY PEOPLE KEEP SAYING I SUCK AS
4.72%:  IS EXACTLY THE REASON I WRITE EVERY S
7.57%:  IS EXACTLY THE REASON I WRITE EVERY SING
4.72%:  IS EXACTLY THE REASON I NEVER TAKE IT
4.72%:  IS YOUR
4.72%:  IS EXACTLY THE POINT I WAS MAKING UP
4.72%:  IS THE REASON I SAY YOU
4.72%:  IS EXACTLY WHY I NEVER TAKE YOU ON TR
10.82%:  IS EXACTLY WHY I NEVER TAKE YOU ON TRIPS IN
10.45%:  IS EXACTLY WHY I NEVER TAKE YOU ON TRIPS IN TIME
4.72%:  IS EXACTLY WHY I NEVER NAME ANYONE
4.72%:  IS EXACTLY THE REASON I NEVER PUT IT IN MY
4.72%:  IS EXACTLY THE REASON I NEVER SPENT ANY TIME PRO
4.72%:  IS EXACTLY THE REASON I PUT SO M
4.72%:  IS EXACTLY WHY I NEVER USE PROPER NAMES ANY
4.72%:  IS EXACTLY WHY I NEVER AG
21.87%:  IS EXACTLY WHY I NEVER AGREE TO YOUR
17.03%:  IS EXACTLY WHY I NEVER AGREE TO ANY
4.80%:  IS EXACTLY WHY I NEVER AGREE TO YOUR IN
4.72%:  IS EXACTLY WHY EVERY R
4.71%:  IS THE ON
10.21%:  IS THE ONLY TIME
9.80%:  IS THE ONLY VER
27.67%:  IS THE ONLY VERSION I
28.33%:  IS THE ONLY VERSION I CAN
13.27%:  IS THE ONLY VERSION I CAN ST
13.27%:  IS THE ONLY VERSION I CAN GET
8.66%:  IS THE ONLY PART
7.72%:  IS THE ONLY TIME YOU
5.56%:  IS THE ONLY TIME YOU CAN
4.71%:  IS EXACTLY THE REASON I SPENT SE
14.09%:  IS EXACTLY THE REASON I SPENT SEVER
4.71%:  IS EXACTLY WHY I NEVER MET ANY
8.51%:  IS EXACTLY WHY I NEVER MET ANYONE N
4.75%:  IS EXACTLY WHY I NEVER MET ANYONE IN
6.87%:  IS EXACTLY WHY I NEVER MET ANYONE IN PER
4.71%:  IS EXACTLY THE REASON YOU ARE S
4.71%:  IS EXACTLY THE REASON I NEVER WAS GO
4.71%:  IS EXACTLY THE REASON YOU NEVER GET ANY NEW S
4.71%:  IS EXACTLY WHAT I TRY NOT
4.71%:  IS WHY PEOPLE TAKE YOUR
4.71%:  IS THE REASON PEOPLE NEVER SAY MY
4.71%:  IS EXACTLY THE REASON I AM NOT G
4.70%:  IS EXACTLY WHY I SPEAK IN SU
4.70%:  IS WHY I NEVER TALK TO YOU ANIME
4.70%:  IS EXACTLY HOW EVERY STORY I
4.70%:  IS EXACTLY WHY I KEEP TRYING TO PREVENT SU
4.70%:  IS EXACTLY WHERE YOU GO
4.70%:  IS EXACTLY WHAT I SAY EVERY MORNING IN PRO
4.70%:  IS EXACTLY WHAT MAKES YOU SO SPE
4.70%:  IS EXACTLY WHY YOU NEVER GET TO MEET AN
4.70%:  IS THE REASON I NEVER SPEAK IN SIMP
4.70%:  IS EXACTLY WHAT I SEE EVERY MORNING ON
4.69%:  IS EXACTLY THE REASON I NEVER TAKE UP
4.69%:  IS EXACTLY THE REASON YOU NEVER ST
4.77%:  IS EXACTLY THE REASON YOU NEVER START
4.69%:  IS EXACTLY THE REASON I NEVER WRITE IN MY NOT
4.69%:  IS EXACTLY THE REASON I KEEP TRYING TO IMPRESS G
4.69%:  IS THE REASON I WAS NE
9.51%:  IS THE REASON I WAS NEVER IN
8.90%:  IS THE REASON I WAS NEVER A
8.13%:  IS THE REASON I WAS NEVER RE
6.63%:  IS THE REASON I WAS NEVER GO
4.69%:  IS EXACTLY WHY YOU NEVER GET TO SEE ME IN
4.69%:  IS EXACTLY THE REASON I NEVER STE
11.94%:  IS EXACTLY THE REASON I NEVER STEP INTO
9.41%:  IS EXACTLY THE REASON I NEVER STEP IN TO
4.69%:  IS EXACTLY WHY I STAY IN
4.69%:  IS THE ONE TIME I WANT YOU
4.69%:  IS THE REASON I NEVER WANT TO GET
4.68%:  IS EXACTLY THE REASON I NEVER WRITE IN OP
4.68%:  IS WHAT I SAY EVERY TIME I PR
4.68%:  IS THE EXACT REASON I NEVER WR
29.61%:  IS THE EXACT REASON I NEVER WRITE ANY
4.79%:  IS THE EXACT REASON I NEVER WRITE IN
4.68%:  IS THE REASON PEOPLE USE MY
4.68%:  IS THE REASON I CAN NEVER GET A
4.68%:  IS EXACTLY WHAT I SEE EVERY N
4.68%:  IS EXACTLY THE REASON WE NEVER SIGN
4.68%:  IS EXACTLY THE REASON I WRITE MY STORY
4.68%:  IS EXACTLY THE REASON I PUT IT
4.68%:  WAS THE
4.68%:  IS EXACTLY THE REASON I TAKE SU
4.68%:  IS WHY I NEVER SPEAK TO ANYONE EXCEPT T
4.68%:  IS THE EXACT REASON I GIVE
7.01%:  IS THE EXACT REASON I GIVE YOU
4.68%:  IS EXACTLY THE REASON MY VERSION GET
4.67%:  IS WHY I NEVER LET ANYONE TAKE ANY
4.67%:  IS EXACTLY THE REASON I NEVER SPENT ANY TIME S
4.67%:  IS EXACTLY THE REASON I WAS NEVER INTO PUN
4.67%:  IS EXACTLY WHAT GOT ME INTO SAY
4.67%:  IS THE ONE TIME YOU CAN SAY I
4.67%:  IS EXACTLY THE REASON I KEEP TRYING TO WR
4.67%:  IS THE VERSION I P
4.67%:  IS WHAT PEOPLE ARE SAYING UPON
4.66%:  IS WHY I NEVER TAKE YOU TO ANY
4.66%:  IS EXACTLY WHY I REMAIN S
4.66%:  IS EXACTLY THE REASON I WAS PRETTY SURE G
4.66%:  IS EXACTLY THE SAME REASON I RE
4.66%:  IS EXACTLY WHAT I SAY EVERY TIME I POO IN
4.66%:  IS THE REAL REASON I WAS SO
4.66%:  IS EXACTLY THE REASON I REMAIN SING
4.65%:  IS EXACTLY THE REASON I TRY TO A
4.65%:  IS EXACTLY WHY I NEVER MAKE ANYONE G
4.65%:  IS THE EXACT REASON PEOPLE WANT ME
4.65%:  IS EXACTLY WHAT EVERY P
4.65%:  IS EXACTLY WHAT I SAY EVERY TIME I STEP ON SO
4.65%:  IS EXACTLY WHY I NEVER KNO
4.65%:  IS EXACTLY WHY I NEVER PRESENT YOU
4.65%:  IS EXACTLY WHAT I SAY EVERY TIME I UN
4.65%:  IS EXACTLY THE REASON YOU RE
4.65%:  IS EXACTLY WHY I NEVER ASK ANYONE ON
4.65%:  IS EXACTLY THE REASON I NEVER SENT MY
4.65%:  IS AN
5.01%:  IS AN EXCE
4.65%:  IS EXACTLY WHY I NEVER TAKE YOUR E
4.65%:  IS EXACTLY THE REASON I KEPT YOU IN
4.64%:  IS EXACTLY THE REASON I NEVER USE SOME
4.64%:  IS WHY YOU CAN NEVER TAKE ANYONE
5.39%:  IS WHY YOU CAN NEVER TAKE ANYONE SER
4.64%:  IS EXACTLY WHAT I SAY EVERY MORNING TO GET P
4.64%:  IS EXACTLY THE REASON I NEVER TAKE YOU IN SER
4.64%:  IS WHAT G
4.64%:  IS WHY PEOPLE KEEP ASKING ME TO START USING T
4.64%:  IS EXACTLY WHY I KEEP SAYING NOT TO RE
4.64%:  IS WHY PEOPLE KEEP SAYING I SAY
4.64%:  IS THE EXACT REASON I NEVER TALK IN
4.64%:  IS EXACTLY WHY I NEVER SEE YOU IN
4.64%:  IS EXACTLY THE REASON I NEVER INSPIRE YOU
4.64%:  IS THE REASON I GIVE PEOPLE SU
4.63%:  IS EXACTLY THE REASON I NEVER SPEAK IN SO
4.63%:  IS THE REAL REASON I SAY
4.62%:  IS EXACTLY THE REASON I NEVER WENT TO GR
4.62%:  IS WHY I NEVER GOT ANY
4.62%:  IS EXACTLY THE REASON I NEVER PAY
4.62%:  IS EXACTLY THE REASON I NEVER TURN
4.62%:  IS THE EXACT SAME REASON I WROTE GEN
4.62%:  IS EXACTLY WHY I KEEP SAYING I REGRET EVEN MA
4.62%:  IS WHY PEOPLE KEEP ASKING ME TO CREATE A T
4.62%:  IS EXACTLY THE REASON I WROTE GENER
4.62%:  IS EXACTLY WHAT I SAY EVERY TIME I OPEN E
4.62%:  IS WHY YOU NEVER GET ANY RES
6.65%:  IS WHY YOU NEVER GET ANY RESPECT IN
4.62%:  IS THE REASON I GET SO
4.62%:  IS EXACTLY THE REASON I GIVE MY W
4.62%:  IS EXACTLY WHY NOT EVERY S
4.62%:  IS EXACTLY WHY I KEEP SAYING NO ONE IS PER
4.61%:  IS EXACTLY WHAT GENESIS IS TR
27.36%:  IS EXACTLY WHAT GENESIS IS TRYING TO A
5.91%:  IS EXACTLY WHAT GENESIS IS TRYING TO IMP
5.73%:  IS EXACTLY WHAT GENESIS IS TRYING TO PRO
4.61%:  IS EXACTLY THE REASON I NEVER ASK OP
4.61%:  IS EXACTLY WHAT I SEE EVERY TIME A
4.61%:  IS EXACTLY THE REASON I AIN
4.61%:  IS EXACTLY WHY I NEVER GOT INTO US
5.21%:  IS EXACTLY WHY I NEVER GOT INTO USING S
4.61%:  IS EXACTLY THE REASON I NEVER WRITE SIGNING
4.61%:  IS EXACTLY WHY I RESIST
6.18%:  IS EXACTLY WHY I RESIST YOUR
4.61%:  IS EXACTLY WHY YOU NEVER GET TO SIT N
4.61%:  IS THE REASON I WAS SO
4.61%:  IS EXACTLY WHY I NEVER GET YOU IN
4.60%:  IS EXACTLY WHY I KEEP SAYING NO ONE E
6.31%:  IS EXACTLY WHY I KEEP SAYING NO ONE EVER NE
5.36%:  IS EXACTLY WHY I KEEP SAYING NO ONE EVER GET
5.17%:  IS EXACTLY WHY I KEEP SAYING NO ONE EVER A
4.60%:  IS EXACTLY WHY I NEVER TRUST MY OPINION IN
4.60%:  IS WHAT PEOPLE SAY TO MY
4.60%:  IS EXACTLY THE REASON I NEVER PUT ANY NEW
4.60%:  IS EXACTLY WHY YOU NEVER GET TO ST
4.60%:  IS EXACTLY THE REASON I NEVER TAKE PE
4.60%:  IS EXACTLY THE REASON I USE PAST
8.45%:  IS EXACTLY THE REASON I USE PAST PER
4.60%:  IS RE
4.60%:  IS EXACTLY THE REASON I USE SO MANY W
4.60%:  IS WHAT I SAY EVERY TIME I GET
4.60%:  IS EXACTLY THE REASON I NEVER TRUST NEW
4.59%:  IS EXACTLY WHY I NEVER SPEAK TO YOU IN GEN
4.59%:  IS EXACTLY THE REASON I MAKE YOUR
4.59%:  IS EXACTLY WHY I NEVER TAKE YOUR MET
4.59%:  IS EXACTLY WHY I NEVER SPEAK ANYMORE IN
4.59%:  IS EXACTLY THE REASON I TAKE MY
4.59%:  IS EXACTLY WHAT EVERY PERSON IS SAYING TO ME E
4.59%:  IS EXACTLY THE REASON I USE MY
4.59%:  IS WHY I NEVER SPEAK TO ANYONE ELSE ANY
4.59%:  IS EXACTLY WHY I NEVER TRUST MET
4.59%:  IS EXACTLY WHAT I SAY EVERY TIME I PUT ON SO
4.59%:  IS THE REASON YOU NEVER GET A
4.59%:  IS EXACTLY WHAT I SAY EVERY TIME I REST
4.58%:  IS EXACTLY WHY YOU NEVER GET TO SIT IN
4.58%:  IS EXACTLY THE REASON I KEEP GETTING UP E
4.58%:  IS EXACTLY THE REASON I MO
4.58%:  IS EXACTLY WHY YOU RE
4.58%:  IS EXACTLY THE REASON YOU ARE NEVER G
4.57%:  IS EXACTLY THE REASON I REGRET EVEN T
4.57%:  IS EXACTLY WHY I KEEP TRYING TO MAKE R
4.57%:  IS WHY I GIVE PE
6.21%:  IS WHY I GIVE PEOPLE SU
4.57%:  IS THE REASON I WROTE A
4.57%:  IS WHY PEOPLE NO
4.57%:  IS WHY I NEVER SPEAK TO ANYONE EXCEPT U
4.57%:  IS THE REASON PEOPLE ARE SKE
4.57%:  IS EXACTLY THE REASON I GAVE YOU M
4.57%:  IS EXACTLY WHAT I SEE IN MY OPINION IN
4.57%:  IS EXACTLY THE REASON I KEEP PUTTING SPE
4.57%:  IS THE REASON SO
4.56%:  IS EXACTLY THE REASON I KEEP PUTTING NEW
4.56%:  IS EXACTLY WHAT I SAY EVERY TIME TO
4.56%:  IS EXACTLY HOW GENESIS OPENS UP IN
4.56%:  IS WHY YOU NEVER TALK TO ME IN
4.56%:  IS EXACTLY WHY I NEVER ASK ANYONE TO SIGN
4.56%:  IS EXACTLY THE REASON I SPENT YEARS WORKING IN MY
4.56%:  IS EXACTLY WHY I KEEP TRYING TO IMPROVE E
4.56%:  IS EXACTLY THE REASON I MAKE EVERY S
4.56%:  IS EXACTLY THE REASON I KEEP GETTING SO M
4.55%:  IS EXACTLY THE REASON I NEVER TRUST E
4.55%:  IS EXACTLY WHERE I GOT MY IN
4.55%:  IS EXACTLY WHAT I SAY EVERY TIME S
4.55%:  IS WHY PEOPLE GET SO M
4.55%:  IS EXACTLY WHAT I SAY EVERY MORNING IS
4.55%:  IS EXACTLY WHY NO ONE EVER GETS IN
4.55%:  IS THE REAL REASON I ST
4.96%:  IS THE REAL REASON I START
4.54%:  IS EXACTLY WHAT I SEE EVERY TIME YOU GET A
4.54%:  IS EXACTLY WHY I KEEP SAYING NOT TO PRE
4.54%:  IS WHY I NEVER ASK PEOPLE TO SAY MY S
4.54%:  IS WHAT I MEANT TO
6.18%:  IS WHAT I MEANT TO SAY IN
4.54%:  IS EXACTLY THE REASON I WAS PUTTING IN
4.54%:  IS EXACTLY THE REASON I KEEP PRO
4.54%:  IS WHY PEOPLE KEEP SAYING I NEVER IN
4.54%:  IS EXACTLY WHAT I SEE EVERY TIME YOU ARE IN
4.54%:  IS THE REASON I NEVER COMP
4.54%:  IS WHY I NEVER ASK PEOPLE TO PRET
4.54%:  IS WHY I NEVER TRUST ANYONE ON
4.54%:  IS THE REASON I CAN NEVER TRUST A
4.54%:  IS THE REASON PEOPLE KEEP SAYING SCI
4.54%:  IS THE EXACT REASON I STAY
4.53%:  IS EXACTLY WHY I NEVER TRUST ANYONE INST
4.53%:  IS EXACTLY WHY I NEVER MENTION YOUR P
4.53%:  IS WHAT PEOPLE ARE SAYING IN MY PRESENT
4.53%:  IS EXACTLY THE REASON I PO
4.53%:  IS THE EXACT REASON PEOPLE ARE SUP
4.53%:  IS EXACTLY THE WRONG TIME TO USE A
4.53%:  IS THE REASON I NEVER LET MY
4.53%:  IS EXACTLY WHAT MY N
4.53%:  IS EXACTLY WHAT I SEE EVERY TIME I GO TO A
4.53%:  IS WHY PEOPLE ARE SAYING YOU NE
4.53%:  IS THE EXACT REASON I NEVER TRUST PE
4.52%:  IS EXACTLY WHY NO ONE EVER TAKES MY S
4.52%:  IS EXACTLY WHY I NEVER STR
4.52%:  IS THE REASON I CAN NEVER WRITE MY
6.10%:  IS THE REASON I CAN NEVER WRITE MY AUT
4.52%:  IS EXACTLY WHERE I GET E
6.09%:  IS EXACTLY WHERE I GET EVERY S
6.93%:  IS EXACTLY WHERE I GET EVERY SENT
5.29%:  IS EXACTLY WHERE I GET EVERY I
5.27%:  IS EXACTLY WHERE I GET EVERY SING
4.52%:  IS EXACTLY WHAT I SAY EVERY MORNING TO SURE
4.52%:  IS EXACTLY THE REASON YOU NEVER GET ANY G
4.52%:  IS EXACTLY WHY I NEVER SPEAK ON
4.52%:  IS WHAT PEOPLE ARE SAYING EVERY TIME I TRY TO EX
4.52%:  IS THE REASON I NEVER WENT
4.52%:  IS WHY PEOPLE ARE SAYING I AM
4.52%:  IS WHY I NEVER LISTEN TO ANYONE EXCEPT M
4.52%:  IS WHY PEOPLE KEEP ASKING ME TO G
4.52%:  IS EXACTLY THE REASON I NEVER PUT MY W
4.51%:  IS EXACTLY WHY I NEVER TAKE YOUR TE
4.51%:  IS EXACTLY WHY YOU NEVER TAKE ME
5.67%:  IS EXACTLY WHY YOU NEVER TAKE ME SER
4.51%:  IS THE REASON I NEVER WANT TO SPE
4.51%:  IS EXACTLY THE REASON I NEVER USE E
4.51%:  IS EXACTLY WHAT I SAY EVERY TIME I SPENT
4.51%:  IS WHY I NEVER LET ANYONE USE ANY
4.51%:  IS WHY PEOPLE KEEP ASKING ME TO CREATE N
4.51%:  IS WHAT I SAY EVERY SINGLE MORNING I
22.79%:  IS WHAT I SAY EVERY SINGLE MORNING I GET OUT
4.51%:  IS WHY I NEVER LISTEN TO YOUR MARK
4.51%:  IS EXACTLY WHERE IT GO
4.50%:  IS WHY PEOPLE CO
4.50%:  IS EXACTLY THE REASON A
4.50%:  IS WHY I NEVER LET ANYONE INS
5.77%:  IS WHY I NEVER LET ANYONE INSERT
4.50%:  IS EXACTLY WHY I NEVER USE PARE
4.50%:  IS EXACTLY WHY I NEVER SPOKE TO PE
4.50%:  IS THE REASON I GIVE PEOPLE S
4.50%:  IS EXACTLY THE REASON I KEEP TRYING TO SUG
4.50%:  IS EXACTLY WHY YOU NEVER GET TO RE
4.50%:  IS EXACTLY WHY YOU NEVER SE
4.50%:  IS WHY I NEVER TALK TO ANYONE EXCEPT S
4.50%:  IS THE REASON I CAN NEVER WRITE YOU
4.50%:  IS EXACTLY THE REASON I WOKE
4.49%:  IS WHY PEOPLE KEEP ASKING ME TO SIGN
4.49%:  IS EXACTLY WHY I NEVER SPEAK IN TENSES OR
4.49%:  IS EXACTLY THE REASON I NEVER GOT MY S
4.49%:  IS EXACTLY WHY I NEVER GOT IN TO
4.49%:  IS WHY PEOPLE CRE
5.78%:  IS WHY PEOPLE CREATE G
4.49%:  IS THE EXACT REASON PEOPLE SAY MY
4.49%:  IS EXACTLY WHY I NEVER PROMISE ANYONE ST
4.59%:  IS EXACTLY WHY I NEVER PROMISE ANYONE STAR
4.49%:  IS WHY I MAKE YOU
4.49%:  IS EXACTLY THE REASON I WAS GETTING S
4.49%:  IS WHY I GIVE PEOPLE S
4.49%:  IS THE REASON I NEVER TALK TO ME
4.49%:  IS EXACTLY THE REASON I NEVER GET INTO R
4.49%:  IS EXACTLY THE SAME STORY I W
6.30%:  IS EXACTLY THE SAME STORY I WROTE IN
4.48%:  IS THE REASON PEOPLE CRE
4.48%:  IS THE EXACT REASON I NEVER GO
4.48%:  IS WHY PEOPLE KEEP ASKING ME TO CREATE ANGRY G
4.48%:  IS THE ONLY VERSION I W
4.48%:  IS EXACTLY WHY I GET SO ANGRY AT G
4.48%:  IS EXACTLY THE REASON I NEVER SAY NO
4.48%:  IS WHY I NEVER LET YOU SEE MY NOT
4.48%:  IS EXACTLY WHY I KEEP SAYING I NEVER ME
9.07%:  IS EXACTLY WHY I KEEP SAYING I NEVER MEANT TO IN
12.49%:  IS EXACTLY WHY I KEEP SAYING I NEVER MEANT TO INSPI
9.54%:  IS EXACTLY WHY I KEEP SAYING I NEVER MEANT TO INSPIRE R
7.07%:  IS EXACTLY WHY I KEEP SAYING I NEVER MEANT TO INSPIRE SU
4.48%:  IS EXACTLY WHAT I SAY IN E
14.64%:  IS EXACTLY WHAT I SAY IN EVERY S
15.94%:  IS EXACTLY WHAT I SAY IN EVERY SENT
5.42%:  IS EXACTLY WHAT I SAY IN EVERY R
4.48%:  IS EXACTLY HOW GENESIS OPENS IN
4.48%:  IS EXACTLY WHY I NEVER ASK YOU TO SING
4.48%:  IS EXACTLY WHY I NEVER ASK YOU TO PRES
15.05%:  IS EXACTLY WHY I NEVER ASK YOU TO PRESENT AT
4.48%:  IS EXACTLY WHY I KEEP TRYING TO INSPI
14.49%:  IS EXACTLY WHY I KEEP TRYING TO INSPIRE PE
4.48%:  IS WHY MY
4.48%:  IS THE REASON I NEVER LET ANYONE PUT MY
4.48%:  IS EXACTLY WHY YOU ST
4.47%:  IS EXACTLY WHY I KEEP TRYING TO INVENT A SU
4.47%:  IS EXACTLY THE REASON MY WORK ISN
4.47%:  IS WHAT I SAY EVERY MORNING I
18.59%:  IS WHAT I SAY EVERY MORNING I GET OUT
4.47%:  IS EXACTLY THE REASON I WOKE UP E
4.47%:  IS EXACTLY WHY I KEEP SAYING I GET
4.47%:  IS WHY I NEVER GO OUT
4.47%:  IS EXACTLY WHAT I SP
4.47%:  IS WHY PEOPLE KEEP SAYING A
4.47%:  IS EXACTLY THE REASON I NEVER TRUST ANY S
4.47%:  IS EXACTLY WHY I NEVER GOT INTO N
4.47%:  IS WHY PEOPLE KEEP SAYING I AM NOT A RE
4.47%:  IS EXACTLY WHY I NEVER USE MY N
4.47%:  IS EXACTLY THE REASON I GIVE SO MANY SPE
4.46%:  IS WHY I NEVER SPEAK TO YOU IN ANY
4.46%:  IS EXACTLY W
4.46%:  IS EXACTLY WHY NOT TO
4.46%:  IS EXACTLY WHAT MY SON
4.46%:  IS WHY I NEVER LISTEN TO YOUR INSANE T
4.46%:  IS EXACTLY WHY I SPEAK TO
4.46%:  IS WHAT PEOPLE ARE SAYING ON IN
4.46%:  IS THE EXACT VER
9.89%:  IS THE EXACT VERSION I
14.42%:  IS THE EXACT VERSION I USE
4.45%:  IS EXACTLY THE REASON I KEEP W
6.26%:  IS EXACTLY THE REASON I KEEP WORK
4.45%:  IS WHY PEOPLE KEEP GETTING INTO R
4.45%:  IS EXACTLY THE REASON WE MAKE YOU
4.45%:  IS EXACTLY THE REASON I NEVER SPEAK IN IN
4.45%:  IS EXACTLY WHY I MAKE SU
4.45%:  IS EXACTLY WHY NO ONE EVER SAYS I AM
4.45%:  IS EXACTLY WHY I KEEP TRYING NOT TO S
4.44%:  IS THE EXACT REASON I WROTE A
4.44%:  IS EXACTLY THE REASON I SAY E
4.44%:  IS EXACTLY THE REASON I SPENT YEARS WRITING MY GEN
4.44%:  IS WHY PEOPLE KEEP GETTING INTO T
4.44%:  IS EXACTLY THE REASON I NEVER MAKE YOUR
4.44%:  IS EXACTLY WHY YOU NEVER GET S
4.43%:  IS EXACTLY THE REASON I KEEP AN EYE OP
4.43%:  IS EXACTLY HOW S
4.43%:  IS EXACTLY THE REASON I KEEP PUTTING E
15.67%:  IS EXACTLY THE REASON I KEEP PUTTING EVERY
4.43%:  IS EXACTLY THE REASON I U
4.43%:  IS EXACTLY THE REASON I SAY YOU NE
4.43%:  IS EXACTLY THE REASON I KEEP TRYING TO GIVE UP
4.43%:  IS EXACTLY WHY I KEEP TRYING TO ASK
4.43%:  IS EXACTLY WHY I NEVER SPEAK IN PER
4.43%:  IS EXACTLY THE REASON I GIVE G
4.43%:  IS EXACTLY WHY I NEVER SUGGEST TO
4.43%:  IS EXACTLY WHY I NEVER MENTION YOU AT
6.36%:  IS EXACTLY WHY I NEVER MENTION YOU AT PAR
4.43%:  IS THE REASON PEOPLE ARE SAYING I NE
4.43%:  IS EXACTLY THE REASON I NEVER US
4.42%:  IS EXACTLY HOW I SPEAK EVERY TIME I SPEAK TO
4.42%:  IS EXACTLY WHY I KEEP SAYING I NEVER MEANT IT
4.42%:  IS EXACTLY THE REASON I NEVER SPEAK IN SONG
4.42%:  IS EXACTLY THE REASON I USE SO MANY P
4.42%:  IS EXACTLY WHY I NEVER GOT OUT
4.42%:  IS THE ONLY VERSION I CAN T
6.61%:  IS THE ONLY VERSION I CAN TAKE SER
4.42%:  IS WHY I NEVER LET ANYONE SPEAK TO ME IN
4.42%:  IS WHY I NEVER LISTEN TO YOUR RAP
4.42%:  IS WHY I NEVER ASK PEOPLE TO TAKE RES
4.42%:  IS EXACTLY WHY YOU NEVER GET P
4.42%:  IS THE REASON I ALWAYS GET
