T-Rex (punchline): Oh man, a sunset! Boo hoo hoo!
100.00%: 
0.49%:  T
0.00%:  T-Rex holes up on a mount
0.00%:  - thus
0.00%:  T-Rex is on the phone, much as
0.00%:  at hom
0.00%:  T-Rex has too much onion on
0.00%:  T-Rex, alone up
0.00%:  T-Rex, alone up on the
0.00%:  the T-Rex, upon consum
0.00%:  the T-Rex house, a calm
0.00%:  T-Rex has the sne
0.00%:  T-Rex actual sees
0.00%:  T-Rex is alone at home, no sun
0.00%:  the T-Rex spin!
0.00%:  T-Rex, up on the moon
0.00%:  (T-Rex chats up someone
0.00%:  T-Rex is out, alone
0.00%:  (T-Rex plants
0.00%:  the T-Rex, B
0.00%:  T-Rex has no plan B
0.00%:  the T-Rex chooses hum
0.00%:  the T-Rex house, hom
0.00%:  T-Rex not so much on his
0.00%:  T-Rex sees an on
0.00%:  T-Rex chooses a plan B
0.00%:  the T-Rex machine, a
0.00%:  T-Rex has eaten his lunch,
0.00%:  T-Rex is home, su
0.00%:  the T-Rex house unco
0.00%:  the T-Rex punches on an
0.00%:  T-Rex puts his B
0.00%:  the T-Rex home spin
0.00%:  the T-Rex home spinach
0.00%:  T-Rex in the cl
0.00%:  T-Rex moons up the
0.00%:  the T-Rex cues up his
0.00%:  (T-Rex spins
0.00%:  T-Rex has to punch one!
0.00%:  (T-Rex ph
0.00%:  T-Rex lasts one
0.00%:  T-Rex eats chips alone
0.00%:  T-Rex puts on his cum
0.00%:  (t-Rex sne
0.00%:  T-Rex almost in
0.00%:  T-Rex on a stolen
0.00%:  T-Rex meet up
0.00%:  T-Rex has one punchline too
0.00%:  the T-Rex console sp
0.00%:  the T-Rex house, a cool sun
0.00%:  T-Rex puts on his uncle
0.00%:  T-Rex monocles up!
0.00%:  T-Rex consumes a phone
0.00%:  the T-Rex as punchline!
0.00%:  the T-Rex house is a no
0.00%:  (T-Rex has pe
0.00%:  T-Rex is cheap!
0.00%:  T-Rex punches a hole in an on
0.00%:  T-Rex is patch
0.00%:  T-Rex hits a sun
0.00%:  the T-Rex, up on a cl
0.00%:  a pione
0.00%:  T-Rex, on the up
0.00%:  T-Rex in a home
0.00%:  T-Rex, once alone
0.00%:  -hom
0.00%:  T-Rex comes upon a salt
0.00%:  T-Rex has an emotion he
0.00%:  T-Rex shops on e
0.00%:  T-Rex meets un
0.00%:  T-Rex, capt
0.00%:  T-Rex special!
0.00%:  T-Rex is almost con
0.00%:  the lens
0.00%:  T-Rex, oh snap
0.00%:  (mates
0.00%:  T-Rex punches a hole in a mush
0.00%:  T-Rex is alone on the moon, so
0.00%:  T-Rex has to sh
0.00%:  the T-Rex house, comp
0.00%:  (T-Rex on a plane):
0.00%:  T-Rex is home, up to
0.00%:  a mat
0.00%:  T-Rex (punchline): Oh, to
0.00%:  (T-Rex as punchline):
0.00%:  the T-Rex homes can
0.00%:  T-Rex, pain
0.00%:  T-Rex leaps out in
0.00%:  T-Rex is a close
0.00%:  T-Rex, pals!
0.00%:  T-Rex pushes human
0.00%:  the T-Rex chooses upon
0.00%:  (T-Rex has slept on
0.00%:  T-Rex counts, one
0.00%:  T-Rex hates on his
0.00%:  T-Rex, his pants
0.00%:  T-Rex has hol
0.00%:  T-Rex punches out man
0.00%:  T-Rex sees (
0.00%:  T-Rex sleeps on a mountain,
0.00%:  (T-Rex homes alone):
0.00%:  T-Rex uses the l
0.00%:  the T-Rex has couples
0.00%:  T-Rex chats up some one
0.00%:  T-Rex, alone upon
0.00%:  T-Rex plans to consume a
0.00%:  T-Rex put in some
0.00%:  T-Rex on top,
0.00%:  (punchline, T-Rex shoot
0.00%:  T-Rex has some tea!
0.00%:  T-Rex touches a mouse
0.00%:  T-Rex has too much uns
0.00%:  (T-Rex t
0.00%:  T-Rex meets ch
0.00%:  (T-Rex tele
0.00%:  (T-Rex has set
0.00%:  a thesis
0.00%:  the T-Rex moons,
0.00%:  the T-Rex house is po
0.00%:  the T-Rex lunch home
0.00%:  T-Rex opens email
0.00%:  T-Rex is an uncouth
0.00%:  the T-Rex home, un
0.00%:  T-Rex, no less than
0.00%:  the license
0.00%:  T-Rex chose a
0.00%:  the T-Rex nose!
0.00%:  T-Rex, the couple
0.00%:  T-Rex chats on his
0.00%:  T-Rex chats on his phone!
0.00%:  T-Rex chats on his phone,
0.00%:  T-Rex chats on his phone, un
0.00%:  T-Rex has cut holes
0.00%:  T-Rex punches th
0.00%:  T-Rex notices a shop
0.00%:  the T-Rex (house
0.00%:  T-Rex is on a se
0.00%:  -ep
0.00%:  T-Rex home alone, hop
0.00%:  T-Rex is on an honest
0.00%:  the T-Rex punches a mail
0.00%:  T-Rex punches at a
0.00%:  T-Rex sleeps too much on
0.00%:  T-Rex comes upon, then
0.00%:  T-Rex closes out a
0.00%:  T-Rex is on the moon, pun
0.00%:  the T-Rex pose has
0.00%:  T-Rex plans a home
0.00%:  T-Rex soon comes into
0.00%:  T-Rex hopes the cl
0.00%:  T-Rex helps out a man on
0.00%:  T-Rex counts up a
0.00%:  the T-Rex has a house on
0.00%:  T-Rex is alone at su
0.00%:  (T-Rex, st
0.00%:  T-Rex puts a coin on
0.00%:  T-Rex has no solution
0.00%:  the T-Rex comes upon un
0.00%:  the T-Rex souls
0.00%:  the T-Rex has so much alone
0.00%:  the T-Rex is soon on
0.00%:  T-Rex, in a hotel
0.00%:  T-Rex lines up the moon
0.00%:  T-Rex uses col
0.00%:  T-Rex (punchline): ooh, sun
0.00%:  T-Rex puts on a loose
0.00%:  T-Rex homes up!
0.00%:  the T-Rex police on
0.00%:  T-Rex, some plans!
0.00%:  T-Rex pushes a hot
0.00%:  (T-Rex, to
0.00%:  T-Rex also punches the moon,
0.00%:  T-Rex has cas
0.00%:  T-Rex plans some nice
0.00%:  T-Rex, up on some
0.00%:  T-Rex puts on n
0.00%:  the T-Rex is so much on
0.00%:  T-Rex punches a hole in a s
0.00%:  the T-Rex house moons
0.00%:  the T-Rex has such an ep
0.00%:  T-Rex meets his punch
0.00%:  T-Rex home alone, nost
0.00%:  the T-Rex mouse,
0.00%:  the T-Rex is a con
0.00%:  T-Rex is alone, on an
0.00%:  the T-Rex comes on,
0.00%:  the T-Rex plus one!
0.00%:  (T-Rex is home, lou
0.00%:  the T-Rex (punchline): oh noooo!
0.00%:  the T-Rex clone (
0.00%:  T-Rex has someone to punch,
0.00%:  T-Rex notes a sun
0.00%:  (T-Rex places the
0.00%:  T-Rex is not a c
0.00%:  T-Rex on his stomach, pe
0.00%:  T-Rex comes upon a line
0.00%:  T-Rex has an,
0.00%:  the T-Rex, hop
0.00%:  -has
0.00%:  T-Rex, not so much!
0.00%:  T-Rex home alone, 
0.00%:  T-Rex has to consume one
0.00%:  T-Rex sleeps on a com
0.00%:  T-Rex sees moon
0.00%:  the T-Rex cousins phone
0.00%:  T-Rex comes upon a lone, so
0.00%:  ( actual
0.00%:  (T-Rex is house
0.00%:  T-Rex is alone, hon
0.00%:  the T-Rex can op
0.00%:  the T-Rex is come
0.00%:  the T-Rex is come upon
0.00%:  the T-Rex has pals,
0.00%:  T-Rex pushes a note
0.00%:  T-Rex home late
0.00%:  T-Rex consumes alone
0.00%:  the T-Rex (as usual):
0.00%:  T-Rex puts a 
0.00%:  T-Rex uses online photo
0.00%:  T-Rex ties on
0.00%:  T-Rex is mechan
0.00%:  - location
0.00%:  the T-Rex his house
0.00%:  T-Rex (punchline): Oh man, not
0.00%:  (T-Rex emails
0.00%:  T-Rex punches home!
0.00%:  - innocent
0.00%:  T-Rex comes ho
0.00%:  T-Rex, the hum
0.00%:  (punchline, T-Rex s
0.00%:  T-Rex (punchline): means
0.00%:  the T-Rex is alone, un
0.00%:  T-Rex (punchline): Oh no no,
0.00%:  the T-Rex (also
0.00%:  a sunset, a couple in
0.00%:  the T-Rex house plans a
0.00%:  (T-Rex is home, sun
0.00%:  (the sun has come up, T-Rex no
0.00%:  T-Rex punches in on a
0.00%:  T-Rex has to clean house,
0.00%:  the T-Rex clue is
0.00%:  T-Rex moons on the
0.00%:  a caut
0.00%:  T-Rex punches a hole in a smooth
0.00%:  T-Rex uses up 
0.00%:  T-Rex naps on some
0.00%:  T-Rex has to clean up,
0.00%:  the T-Rex home spun
0.00%:  T-Rex eats ap
0.00%:  T-Rex is almost,
0.00%:  the T-Rex couple, un
0.00%:  T-Rex home alone, at
0.00%:  T-Rex home alone, at sun
0.00%:  T-Rex uses a touch
0.00%:  T-Rex on a un
0.00%:  -Results
0.00%:  T-Rex has so much phone
0.00%:  a compete
0.00%:  (  
0.00%:  T-Rex alone, house
0.00%:  the T-Rex house, a no
0.00%:  T-Rex uses a mon
0.00%:  T-Rex uses a monocle!
0.00%:  T-Rex uses a monocle to
0.00%:  T-Rex uses a monocle,
0.00%:  T-Rex loses punch
0.00%:  T-Rex uses the much
0.00%:  T-Rex on the piano
0.00%:  T-Rex loses out on B
0.00%:  the T-Rex house, a 
0.00%:  T-Rex opens an email on
0.00%:  (T-Rex has m
0.00%:  T-Rex sees hum
0.00%:  T-Rex at home, alone! (
0.00%:  T-Rex, on a plane home!
0.00%:  T-Rex (punchline): ah,
0.00%:  T-Rex is alone, phot
0.00%:  T-Rex has some polite
0.00%:  T-Rex is alone, spent
0.00%:  T-Rex has to choose one plan,
0.00%:  (T-Rex ap
0.00%:  the T-Rex house is moon
0.00%:  T-Rex has nine
0.00%:  the T-Rex has man
0.00%:  T-Rex has smooth
0.00%:  T-Rex eats up
0.00%:  T-Rex has his plan,
0.00%:  the T-Rex is console
0.00%:  T-Rex on plane
0.00%:  T-Rex has an uncouth
0.00%:  the T-Rex closes in
0.00%:  T-Rex on his actual
0.00%:  (T-Rex is alone, home
0.00%:  T-Rex (much to
0.00%:  (T-Rex is alone on a mount
0.00%:  T-Rex, his hopes
0.00%:  T-Rex at home, cal
0.00%:  T-Rex chooses, in
0.00%:  the T-Rex consumes p
0.00%:  T-Rex, as he has
0.00%:  T-Rex uses actual
0.00%:  T-Rex on online
0.00%:  at s
0.00%:  T-Rex is cann
0.00%:  T-Rex hopes to console
0.00%:  T-Rex helps a cat
0.00%:  the T-Rex simple
0.00%:  T-Rex, these
0.00%:  T-Rex plans too
0.00%:  T-Rex plans too much
0.00%:  T-Rex plans too much,
0.00%:  T-Rex, the li
0.00%:  the T-Rex house has a non
0.00%:  the T-Rex house po
0.00%:  the T-Rex (punchline): an
0.00%:  T-Rex phones a 
0.00%:  T-Rex puts a m
0.00%:  T-Rex comes on out
0.00%:  T-Rex, in the same
0.00%:  T-Rex slips on man
0.00%:  the T-Rex (punchline): as
0.00%:  (t-Rex punches a house
0.00%:  T-Rex is not cool,
0.00%:  T-Rex puts his non
0.00%:  T-Rex has plants
0.00%:  the T-Rex sips
0.00%:  the T-Rex, once upon
0.00%:  T-Rex (punchline): one sun
0.00%:  T-Rex chats one
0.00%:  T-Rex has the same con
0.00%:  T-Rex on 
0.00%:  T-Rex up to some s
0.00%:  R TO
0.00%:  T-Rex puts on some nach
0.00%:  the ip
0.00%:  T-Rex on his l
0.00%:  the T-Rex pause,
0.00%:  T-Rex alone on mountain
0.00%:  T-Rex phones the school in
0.00%:  T-Rex moons a sun
0.00%:  T-Rex has the punch
0.00%:  T-Rex has a tele
0.00%:  the T-Rex house, a cup
0.00%:  T-Rex is a cl
0.00%:  (T-Rex stomps on one
0.00%:  (punchline, as T-Rex st
0.00%:  T-Rex names his cat
0.00%:  T-Rex stops a man in
0.00%:  T-Rex notices a phone on
0.00%:  T-Rex puts on a smile!
0.00%:  T-Rex, point
0.00%:  the T-Rex cops on
0.00%:  T-Rex uncles
0.00%:  T-Rex puts on sc
0.00%:  T-Rex, plac
0.00%:  -pause
0.00%:  T-Rex is home alone, too
0.00%:  the T-Rex has house
0.00%:  T-Rex insults each
0.00%:  T-Rex shouts nope!
0.00%:  T-Rex has a time
0.00%:  T-Rex chooses utopian
0.00%:  T-Rex has his un
0.00%:  the T-Rex home l
0.00%:  T-Rex plans this
0.00%:  the T-Rex couple, so
0.00%:  T-Rex (punchline): no man
0.00%:  the T-Rex can use
0.00%:  the T-Rex console in
0.00%:  the T-Rex chose a
0.00%:  the T-Rex has ple
0.00%:  the T-Rex plans, as
0.00%:  T-Rex home alone, sun not
0.00%:  T-Rex has the lunch
0.00%:  (T-Rex punches a hole out
0.00%:  (T-Rex punches,
0.00%:  T-Rex alone at su
0.00%:  T-Rex opens his mouth, he
0.00%:  T-Rex has no lunch!
0.00%:  T-Rex helps on an
0.00%:   Oh
0.00%:  T-Rex at home, suic
0.00%:  T-Rex has not seen much
0.00%:  T-Rex, haul
0.00%:  the T-Rex punches as
0.00%:  T-Rex punches a man, the
0.00%:  T-Rex slips onto
0.00%:  T-Rex, men
0.00%:  T-Rex has poems
0.00%:  T-Rex, the once
0.00%:  (usa
0.00%:  the T-Rex has holes
0.00%:  the T-Rex has holes pun
0.00%:  T-Rex, comes upon the
0.00%:  T-Rex (punchline): uhh
0.00%:  (punchline, as T-Rex so
0.00%:  T-Rex lies on a mount
0.00%:  T-Rex (punchline): so no
0.00%:  T-Rex has a must
0.00%:  T-Rex, alone as
0.00%:  T-Rex has pot
0.00%:  (punchline, not a
0.00%:  (T-Rex has to pe
0.00%:  T-Rex, on the plane
0.00%:  T-Rex is the house
0.00%:  the T-Rex (punchline): soon
0.00%:  T-Rex steps on a non
0.00%:  T-Rex listens on,
0.00%:  (punchline, as T-Rex s
0.00%:  T-Rex comes upon an unset
0.00%:  T-Rex pushes them on a
0.00%:  T-Rex homes in!
0.00%:  -ones
0.00%:  T-Rex has poo on
0.00%:  (T-Rex must choose one
0.00%:  T-Rex uses ch
0.00%:  T-Rex has lunch out!
0.00%:  T-Rex has lunch on his phone
0.00%:  the T-Rex is home soon!
0.00%:  the T-Rex has some (
0.00%:  T-Rex comes upon a lun
0.00%:  the T-Rex is an unc
0.00%:  T-Rex has us on
0.00%:  T-Rex has to clean up sun
0.00%:  -Rem
0.00%:  T-Rex phone the
0.00%:  T-Rex is eaten,
0.00%:  T-Rex has to plac
0.00%:  the T-Rex has a mon
0.00%:  the T-Rex has a monocle!
0.00%:  the T-Rex has a monocle,
0.00%:  the T-Rex has a monocle on
0.00%:  the T-Rex has a monocle in
0.00%:  (T-Rex is on the phone, as
0.00%:  - chop
0.00%:  a chaos
0.00%:  the T-Rex couple mon
0.00%:  T-Rex us on the moon!
0.00%:  T-Rex punches the non
0.00%:  T-Rex helps out a home
0.00%:  at each
0.00%:  T-Rex chats up some un
0.00%:  T-Rex is pals once
0.00%:  T-Rex has scout
0.00%:  ( um
0.00%:  the T-Rex is on an escal
0.00%:  T-Rex, same
0.00%:  T-Rex homes in on a plan
0.00%:  the T-Rex house, in sun
0.00%:  T-Rex spots a man in
0.00%:  -notes
0.00%:  T-Rex helps out on a he
0.00%:  T-Rex is home, plant
0.00%:  the T-Rex couple, on a
0.00%:  T-Rex has a speech!
0.00%:  T-Rex, nause
0.00%:  T-Rex, the l
0.00%:  the T-Rex house on a calm
0.00%:  (T-Rex punches house
0.00%:  T-Rex has sent in
0.00%:  T-Rex puts someone in a cho
0.00%:  T-Rex has a slip
0.00%:  T-Rex punches a stone lion
0.00%:  T-Rex has one nice
0.00%:  the T-Rex is home ch
0.00%:  the T-Rex homes a sun
0.00%:  T-Rex stole his
0.00%:  the T-Rex oil
0.00%:  the T-Rex schools one
0.00%:  (T-Rex special
0.00%:  the T-Rex sem
0.00%:  T-Rex punches out his non
0.00%:  T-Rex (punchline): Boo on them
0.00%:  T-Rex, can someone
0.00%:  - suspect
0.00%:  T-Rex upon a sunset!
0.00%:  T-Rex is too much!
0.00%:  T-Rex, one man
0.00%:  the T-Rex phones soon
0.00%:  T-Rex claps on his
0.00%:  T-Rex is on the moon, up
0.00%:  T-Rex has a cool house!
0.00%:  T-Rex close ups
0.00%:  T-Rex champs out
0.00%:  T-Rex champs out on
0.00%:  the T-Rex uses a cl
0.00%:  T-Rex has no punchline, so
0.00%:  the T-Rex house, al
0.00%:  T-Rex is on the moon! (
0.00%:  T-Rex consumes a le
0.00%:  T-Rex is at home on a school
0.00%:  T-Rex (punchline): so shoot
0.00%:  the T-Rex (has
0.00%:  the T-Rex has an ominous,
0.00%:  T-Rex has sole
0.00%:  T-Rex stoop
0.00%:  (T-Rex eats some
0.00%:  T-Rex cuts open a hole
0.00%:  T-Rex puts coins
0.00%:  T-Rex (punchline): oh nooooo,
0.00%:  the T-Rex couples hum
0.00%:  the T-Rex has no home
0.00%:  T-Rex has a punchline, too
0.00%:  T-Rex comes in to a
0.00%:  T-Rex comes in to a house
0.00%:  the T-Rex meal has
0.00%:  T-Rex has one punch line
0.00%:  T-Rex has a speech on
0.00%:  T-Rex hops on an escal
0.00%:  -  
0.00%:  T-Rex is home alone! Oh no,
0.00%:  the T-Rex man is
0.00%:  T-Rex eats some punch,
0.00%:  the T-Rex house, on a sum
0.00%:  T-Rex puts on a one man
0.00%:  - nah
0.00%:  T-Rex (punchline): ma
0.00%:  T-Rex has puns on
0.00%:  the T-Rex console, as
0.00%:  T-Rex at home, po
0.00%:  T-Rex puts on his can
0.00%:  T-Rex is home alone at 
0.00%:  T-Rex has unt
0.00%:  T-Rex sits alone, h
0.00%:  the T-Rex is on a plane, ch
0.00%:  T-Rex is alone on a se
0.00%:  T-Rex can help
0.00%:  (punchline, the moon
0.00%:  T-Rex is on a complete
0.00%:  T-Rex uses mon
0.00%:  T-Rex uses monocle to
0.00%:  the T-Rex pal house, sun
0.00%:  T-Rex, supes
0.00%:  - shit
0.00%:  T-Rex on hi
0.00%:  T-Rex in a p
0.00%:  - helps
0.00%:  a piss
0.00%:  T-Rex plans the same
0.00%:  the T-Rex houses B
0.00%:  the T-Rex clams
0.00%:  the T-Rex clams up!
0.00%:  the T-Rex clams up,
0.00%:  T-Rex pushes a man onto
0.00%:  T-Rex, almost punch
0.00%:  (T-Rex shops
0.00%:  T-Rex acts al
0.00%:  T-Rex punches his moon!
0.00%:  the T-Rex as close
0.00%:  T-Rex, oh man
0.00%:  the T-Rex has his phone,
0.00%:  T-Rex has a home phone,
0.00%:  T-Rex steps on each
0.00%:  T-Rex pushes out on
0.00%:  T-Rex is place
0.00%:  T-Rex is too much an
0.00%:  T-Rex in the n
0.00%:  T-Rex phones a hotel!
0.00%:  T-Rex has a son,
0.00%:  T-Rex comes to upon a sun
0.00%:  the T-Rex house, a sh
0.00%:  T-Rex (punchline):,
0.00%:  T-Rex ups his lunch
0.00%:  T-Rex pens a note,
0.00%:  T-Rex comes upon a house, on
0.00%:  T-Rex has a complete, uns
0.00%:  T-Rex eats an on
0.00%:  T-Rex alone on sun
0.00%:  T-Rex eats nachos in
0.00%:  T-Rex punches som
0.00%:  T-Rex chops an
0.00%:  T-Rex chops an onion,
0.00%:  T-Rex chops an onion!
0.00%:  T-Rex opens an e
0.00%:  (T-Rex is 
0.00%:  T-Rex steps on an ocean
0.00%:  T-Rex has stolen a punch
0.00%:  T-Rex came to his
0.00%:  T-Rex, at peace
0.00%:  the T-Rex on a sun
0.00%:  T-Rex at home, chain
0.00%:  the T-Rex, l
0.00%:  the T-Rex, 
0.00%:  T-Rex has to choose an ep
0.00%:  T-Rex moons a house
0.00%:  T-Rex is on the phone much
0.00%:  T-Rex puts on much
0.00%:  T-Rex punches animals!
0.00%:  T-Rex chops someone into
0.00%:  the T-Rex hopes a sun
0.00%:  T-Rex lets one
0.00%:  the T-Rex noises!
0.00%:  the T-Rex mala
0.00%:  the T-Rex compels a sun
0.00%:  the T-Rex has mon
0.00%:  the T-Rex has monopol
0.00%:  the T-Rex snaps a
0.00%:  T-Rex chooses a point
0.00%:  the T-Rex house has an o
0.00%:  T-Rex is not hum
0.00%:  T-Rex puns!
0.00%:  the his
0.00%:  (T-Rex is home, un
0.00%:  T-Rex has came
0.00%:  T-Rex has came upon
0.00%:  T-Rex comes out soon
0.00%:  T-Rex puts some cl
0.00%:  the T-Rex has an open
0.00%:  T-Rex puts one shoe
0.00%:  T-Rex on the moon, un
0.00%:   O
0.00%:  T-Rex has no shame in
0.00%:  (T-Rex at a sun
0.00%:  T-Rex has some lun
0.00%:  -am
0.00%:  the T-Rex punches us in
0.00%:  T-Rex has no home,
0.00%:  (T-Rex loses to
0.00%:  T-Rex hops on a school
0.00%:  the T-Rex is so non
0.00%:  the T-Rex house, clim
0.00%:  the T-Rex canon (
0.00%:  -loop
0.00%:  T-Rex is at home, console
0.00%:  T-Rex oh so
0.00%:  T-Rex cuts open a house
0.00%:  a sunset, T-Rex on a cl
0.00%:  T-Rex has come, un
0.00%:  (T-Rex has lunch,
0.00%:  the T-Rex as a house
0.00%:  the T-Rex monocle pin
0.00%:  the T-Rex, al
0.00%:  T-Rex consumes a 
0.00%:  (T-Rex home alone in
0.00%:  the T-Rex can moon
0.00%:  the T-Rex is up on a moon
0.00%:  T-Rex has pie!
0.00%:  T-Rex moons the school!
0.00%:  - sat
0.00%:  T-Rex et al,
0.00%:  T-Rex (punchline): Oh no, a
0.00%:  T-Rex (punchline): Oh no, a sun
0.00%:  (T-Rex pals
0.00%:  T-Rex phones me to
0.00%:  T-Rex at home, lous
0.00%:  T-Rex on the phone, hun
0.00%:  T-Rex, upon sm
0.00%:  the please
0.00%:  T-Rex has one the
0.00%:  the T-Rex house, a sm
0.00%:  T-Rex counts on his phone
0.00%:  T-Rex holes up in a mot
0.00%:  OR ,
0.00%:  T-Rex punches no one,
0.00%:  T-Rex, minus pants
0.00%:  T-Rex slips un
0.00%:  the T-Rex claims a
0.00%:  T-Rex has pione
0.00%:  T-Rex punches the sun! Boo
0.00%:  (T-Rex has some un
0.00%:  (T-Rex is to
0.00%:  T-Rex has to console one
0.00%:  T-Rex at his sun
0.00%:  the T-Rex lesson com
0.00%:  the T-Rex chosen sun
0.00%:  T-Rex (punchline): se
0.00%:  the T-Rex is alone on an
0.00%:  T-Rex has come out a
0.00%:  T-Rex has to sm
0.00%:  T-Rex has to smoo
0.00%:  T-Rex has to smooch up
0.00%:  T-Rex has to smooch on
0.00%:  T-Rex, asleep at
0.00%:  T-Rex (punchline): the non
0.00%:  T-Rex moons the couple in
0.00%:  T-Rex comes on to a
0.00%:  T-Rex sees much to
0.00%:  T-Rex consumes h
0.00%:  T-Rex uses n
0.00%:  T-Rex, not so much alone
0.00%:  (T-Rex cuts open
0.00%:  T-Rex puts his man
0.00%:  the T-Rex chops some
0.00%:  T-Rex comes out a los
0.00%:  the T-Rex machine sp
0.00%:  the T-Rex minus one
0.00%:  T-Rex clams up on the
0.00%:  the T-Rex (punchline): Oh nooo
0.00%:  the T-Rex clone pos
0.00%:  T-Rex has sat on
0.00%:  T-Rex counts as he
0.00%:  the T-Rex has im
0.00%:  T-Rex is so uncouth!
0.00%:  T-Rex has so much ep
0.00%:  the T-Rex house (c
0.00%:  T-Rex hits someone up on a
0.00%:  T-Rex at home, his plan
0.00%:  the T-Rex has phones
0.00%:  T-Rex some plans!
0.00%:  T-Rex has his home phone un
0.00%:  - excl
0.00%:  T-Rex soon puts
0.00%:  the T-Rex has alone
0.00%:  the T-Rex couple m
0.00%:  T-Rex opens a note!
0.00%:  T-Rex has the plans on
0.00%:  (T-Rex notes
0.00%:  T-Rex meets non
0.00%:  T-Rex eats so much he po
0.00%:  T-Rex chooses an emotion,
0.00%:  T-Rex is alone, the moon
0.00%:  the T-Rex pals can
0.00%:  T-Rex (punchline): not one
0.00%:  the T-Rex has some pl
0.00%:  T-Rex has too much poo in
0.00%:  T-Rex has a,
0.00%:  T-Rex touches a man
0.00%:  T-Rex splits an
0.00%:  (T-Rex is at a
0.00%:  T-Rex has this phone
0.00%:  T-Rex sits alone, upon
0.00%:  T-Rex listens upon
0.00%:  T-Rex pals on
0.00%:  T-Rex has no help
0.00%:  T-Rex stomps on a l
0.00%:  the T-Rex house, as lunch
0.00%:  the T-Rex house is hon
0.00%:  T-Rex has one B
0.00%:  T-Rex on the moon, lunch
0.00%:  a comes
0.00%:  the T-Rex house, complain
0.00%:  T-Rex on a hunch
0.00%:  T-Rex sleeps on a cot
0.00%:  the T-Rex house, as in
0.00%:  the T-Rex pooc
0.00%:  T-Rex (on the moon
0.00%:  the T-Rex lunch is
0.00%:  T-Rex has his phone on!
0.00%:  the T-Rex in a com
0.00%:  T-Rex, alone in an
0.00%:  the T-Rex house, O
0.00%:  the T-Rex smiles on
0.00%:  T-Rex has no patience
0.00%:  T-Rex comes at
0.00%:  the T-Rex house, a con
0.00%:  T-Rex phone is
0.00%:  -hat
0.00%:  T-Rex in com
0.00%:  a notion
0.00%:  a tax
0.00%:  the T-Rex penis
0.00%:  T-Rex at once
0.00%:  T-Rex on the phone, sol
0.00%:  (T-Rex is honest
0.00%:  T-Rex (punchline): Oh no, so
0.00%:  T-Rex is so p
0.00%:  T-Rex has no clue his
0.00%:  T-Rex is out once
0.00%:  T-Rex comes to upon an
0.00%:  T-Rex on the moon, sc
0.00%:  T-Rex sits alone, hope
0.00%:  T-Rex sleeps on an un
0.00%:  (T-Rex is home alone, ch
0.00%:  (T-Rex po
0.00%:  the T-Rex house has up
0.00%:  T-Rex on a plane, ch
0.00%:  T-Rex on the phone, cas
0.00%:  the T-Rex holes up in an
0.00%:  T-Rex has no plans (
0.00%:  T-Rex lamps out on
0.00%:  T-Rex pauses on a cl
0.00%:  T-Rex on a plane on the
0.00%:  T-Rex has a sno
0.00%:  (T-Rex is alone on the moon
0.00%:  T-Rex places a one
0.00%:  T-Rex lit up
0.00%:  a ps
0.00%:  the T-Rex console has a
0.00%:  (T-Rex is at school
0.00%:  T-Rex has a hunch the
0.00%:  the T-Rex is ph
0.00%:  the T-Rex meal is
0.00%:  the T-Rex house lamp is
0.00%:  T-Rex has come to upon
0.00%:  - cuts
0.00%:  T-Rex is home alone, a sun
0.00%:  the T-Rex epic,
0.00%:  T-Rex notices a sol
0.00%:  (item
0.00%:  T-Rex, shout
0.00%:  T-Rex has come up on a
0.00%:  T-Rex alone on his sun
0.00%:  - plot
0.00%:   R
0.00%:  the T-Rex house, on a non
0.00%:  (T-Rex punches a hole into a
0.00%:  T-Rex on a speech
0.00%:  T-Rex has to sl
0.00%:  (T-Rex on the phone, ch
0.00%:  T-Rex, alone in the moon
0.00%:  the T-Rex has spec
0.00%:  (T-Rex is hum
0.00%:  T-Rex is on the ocean, on
0.00%:  the T-Rex comes upon B
0.00%:  T-Rex has lunch at home, opens
0.00%:  T-Rex plus his
0.00%:  T-Rex, in no
