means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
   5751 0.00%:  tells me not to che
   5752 0.00%:  tells me not to cheat!)
   5753 0.00%:  as done
   5754 0.00%:  sure has made me more cant
   5755 0.00%:  terms that
   5756 0.00%:  crush)
   5757 0.00%:  has cured lots
   5758 0.00%:  means more to me than da
   5759 0.00%:  means sad
   5760 0.00%:  has at least done a
   5761 0.00%:  no less
   5762 0.00%:  tells me that dreams are on
   5763 0.00%:  and truth are not as close
   5764 0.00%:  has made me learn a lot more
   5765 0.00%:  lets truth
   5766 0.00%:  rules a lot more)
   5767 0.00%:  must dream
   5768 0.00%:  dates more
   5769 0.00%:  means other
   5770 0.00%:  has cost me a date)
   5771 0.00%:  rule one) the
   5772 0.00%:  rules seem
   5773 0.00%:  rules ton
   5774 0.00%:  lets us learn more that
   5775 0.00%:  held out
   5776 0.00%:  and art are all the
   5777 0.01%:  and art are all the same to me)
   5778 0.01%:  and art are all the same!)
   5779 0.00%:  can do the same to a man)
   5780 0.00%:  also told me that man
   5781 0.00%:  means more to me than a stale
   5782 0.00%:  means more to me than dare!)
   5783 0.00%:  on her
   5784 0.00%:  and math are so mean
   5785 0.02%:  and math are so mean to me!)
   5786 0.00%:  seems that
   5787 0.00%:  tells us that a can
   5788 0.00%:  us
   5789 0.00%:  the one true!)
   5790 0.00%:  and truth are not on
   5791 0.00%:  tells me that one dream must
   5792 0.00%:  has lead me to some un
   5793 0.00%:  and math are on
   5794 0.00%:  can learn a lot!)
   5795 0.00%:  hates us too
   5796 0.00%:  and truth are no less
   5797 0.00%:  has made me a lot more c
   5798 0.00%:  has sure made me cool!)
   5799 0.00%:  also names
   5800 0.00%:  alone has made me most
   5801 0.00%:  at least lets me reach a
   5802 0.00%:  also made me the last man
   5803 0.00%:  let them
   5804 0.00%:  roads
   5805 0.00%:  sure has made me a c
   5806 0.00%:  means more to me than card
   5807 0.00%: ) h
   5808 0.00%: ) hates us
   5809 0.00%:  totes rules the land
   5810 0.00%:  has also led me to a re
   5811 0.00%:  and truth are a lot less
   5812 0.00%:  has led to me to
   5813 0.00%:  leads us to)
   5814 0.00%:  leads us to) the
   5815 0.00%:  must do
   5816 0.00%:  has made me one mean
   5817 0.00%:  has made me one mean son
   5818 0.00%:  rules e
   5819 0.00%:  sure has made me act
   5820 0.00%:  not star
   5821 0.00%:  tells me that) sad
   5822 0.00%:  means a lot to me the
   5823 0.00%:  means a lot to me the same
   5824 0.00%:  solo
   5825 0.00%:  and math are not same
   5826 0.00%:  has seen me on
   5827 0.00%:  hell
   5828 0.00%:  needs to come a
   5829 0.00%:  runs so
   5830 0.00%:  oh
   5831 0.00%:  does)
   5832 0.00%:  nerds are too much
   5833 0.00%:  alone has made a lot
   5834 0.00%:  nerds are the uns
   5835 0.00%:  can tell us not
   5836 0.00%:  means non
   5837 0.00%:  teeth
   5838 0.00%:  has made me) cool
   5839 0.00%:  tells us there are)
   5840 0.00%:  means more to me than race and
   5841 0.00%:  loss!)
   5842 0.00%:  can run
   5843 0.00%:  has seen me to
   5844 0.00%:  tells me that) comes
   5845 0.00%:  has at least one clear and
   5846 0.00%:  that names
   5847 0.00%: c
   5848 0.00%:  has made me more cur
   5849 0.00%:  also has a rule
   5850 0.00%:  must lose
   5851 0.00%:  has at least made me come out
   5852 0.00%:  can do that one
   5853 0.00%:  means a lot to me and that means!)
   5854 0.00%:  the star
   5855 0.00%:  and math are not real!)
   5856 0.00%:  so cold
   5857 0.00%:  march)
   5858 0.00%:  needs us all to eat each
   5859 0.00%:  can tell us that)
   5860 0.00%:  tells me so much to
   5861 0.00%:  used to call me the smart
   5862 0.00%:  used to call me the smart one
   5863 0.00%:  used to call me the smart one!)
   5864 0.00%:  lead us
   5865 0.00%:  mod
   5866 0.00%:  has alone
   5867 0.00%:  has at least made me more cant
   5868 0.00%:  leads me to a truth
   5869 0.00%:  has made me a tool!)
   5870 0.00%:  also the
   5871 0.00%:  rules ro
   5872 0.00%:  can at least teach us to deal
   5873 0.00%:  leads me to the real
   5874 0.00%:  ruled them
   5875 0.00%:  has come to mean real
   5876 0.00%:  has dealt me a cr
   5877 0.00%:  lets them
   5878 0.00%:  can do the rest!)
   5879 0.00%:  mo
   5880 0.00%:  mores
   5881 0.00%:  can also do a
   5882 0.00%:  has made me more real!)
   5883 0.00%:  rules are so mean and
   5884 0.00%:  tells me) that some
   5885 0.00%:  has meant a lot to me man!)
   5886 0.00%:  rules are so l
   5887 0.01%:  rules are so lame)
   5888 0.00%:  tells us that too)
   5889 0.00%:  means a lot to man
   5890 0.00%:  means 
   5891 0.00%:  can lead to some real heart
   5892 0.00%:  means more to us than drama!)
   5893 0.00%:  has done me!)
   5894 0.00%:  tells me that not once!)
   5895 0.00%: !) such
   5896 0.00%:  made me a man!)
   5897 0.00%:  can lead to a more
   5898 0.00%:  has names
   5899 0.00%:  has at least once made me a
   5900 0.00%:  also leads me to hate
   5901 0.00%:  has made me le
   5902 0.00%:  that sets
   5903 0.00%:  cells are
   5904 0.00%:  has made me curse too
   5905 0.00%:  uses and
   5906 0.00%:  tells us that men are not)
   5907 0.00%:  tells us that no!)
   5908 0.00%:  made me a loser at
   5909 0.00%:  and me are all
   5910 0.00%:  tells me that dreams come)
   5911 0.00%:  tells me that dreams come out
   5912 0.00%:  means more to me than a cat can
   5913 0.00%:  here are
   5914 0.00%:  does not tell us that)
   5915 0.00%:  and math are so cute
   5916 0.00%:  tells us that) men
   5917 0.01%:  tells us that) men are not
   5918 0.01%:  tells us that) men are not made
   5919 0.00%:  alone sees
   5920 0.00%:  deals such
   5921 0.00%:  does that to me as
   5922 0.00%:  means so much to a d
   5923 0.00%:  cant lose
   5924 0.00%:  tells me that a man named
   5925 0.00%:  tells us that not!)
   5926 0.00%:  tells us that a mere one
   5927 0.00%:  can do all sorts!)
   5928 0.00%:  cent
   5929 0.00%:  as a tool!)
   5930 0.00%:  not)
   5931 0.00%:  does that to me real neat
   5932 0.00%:  does that to me real neat!)
   5933 0.00%:  has made a lot clear
   5934 0.00%:  rule her
   5935 0.00%:  deals us
   5936 0.00%:  tells me not to set
   5937 0.00%:  tells me to do the
   5938 0.00%:  lets these
   5939 0.00%:  means more to us than meat!)
   5940 0.00%:  tells us that dream can come
   5941 0.00%:  has made me real mean)
   5942 0.00%:  has come to me as a cruel
   5943 0.00%:  at least lets me end on
   5944 0.00%:  names to
   5945 0.00%:  alone has made me turn
   5946 0.00%:  later made
   5947 0.00%:  means do
   5948 0.00%:  does at
   5949 0.00%:  has done me al
   5950 0.00%:  can learn a lot)
   5951 0.00%:  also stole
   5952 0.00%:  also led me to that
   5953 0.00%:  must con
   5954 0.00%:  lose
   5955 0.00%:  stern
   5956 0.00%:  meets our
   5957 0.00%:  can trash
   5958 0.00%:  has made me alone at
   5959 0.00%:  has out
   5960 0.00%:  truth)
   5961 0.00%:  has cost me a date once
   5962 0.00%:  and sense
   5963 0.00%:  means a lot more than data
   5964 0.00%:  rule ten
   5965 0.00%:  means more to me than sal
   5966 0.00%:  has at least one moral
   5967 0.00%:  has made me a more clear
   5968 0.00%:  rules t
   5969 0.00%:  and truth are at last
   5970 0.00%:  that st
   5971 0.00%:  not hard
   5972 0.00%:  can do a hell
   5973 0.00%:  turns me on to death
   5974 0.00%:  tells)
   5975 0.00%:  has made me out a real los
   5976 0.01%:  has made me out a real loser!)
   5977 0.00%:  has made me out a real loser)
   5978 0.00%:  can tell us more than dreams
   5979 0.00%:  rules state
   5980 0.00%:  has done me on
   5981 0.00%: ) turns
   5982 0.00%:  rules at least once an
   5983 0.00%:  ones)
   5984 0.00%:  seems all
   5985 0.00%:  shame on
   5986 0.00%:  means to me the end
   5987 0.00%:  rules at least one arena
   5988 0.00%:  tells me) not to
   5989 0.00%:  needs to learn a lot!)
   5990 0.00%:  rule means
   5991 0.00%:  has told me some true
   5992 0.00%:  can cr
   5993 0.00%: ) does that all
   5994 0.00%:  hates all dreams)
   5995 0.00%:  has ner
   5996 0.00%:  means more to me than use
   5997 0.00%:  rule t
   5998 0.00%:  means more to me than an era
   5999 0.00%:  means more to me than used
   6000 0.00%: ro
   6001 0.00%:  also named
   6002 0.00%:  means more to us than me!)
   6003 0.00%:  led me to a
   6004 0.00%:  dates here
   6005 0.00%:  that leads to)
   6006 0.00%:  has made me a sc
   6007 0.00%:  has made me a scorn
   6008 0.00%:  tells us that at no
   6009 0.00%:  alone had
   6010 0.00%:  nerds are some
   6011 0.00%:  means more to us than re
   6012 0.00%:  meant the
   6013 0.00%:  one more
   6014 0.00%:  has cost me)
   6015 0.00%:  has made me a more stern
   6016 0.00%: ) does that to me all
   6017 0.00%:  can here
   6018 0.00%:  means to me a
   6019 0.00%:  means to me a lot
   6020 0.00%:  has made me too small
   6021 0.00%:  means more to me than deals
   6022 0.00%: !) some
   6023 0.00%:  means more to me than a true and
   6024 0.00%:  means a lot to me and the same
   6025 0.00%:  tells us that men are too
   6026 0.00%:  made a man out me
   6027 0.00%:  and me are the same!)
   6028 0.00%:  means more to a man then
   6029 0.00%:  has dealt me a le
   6030 0.00%:  has let me a
   6031 0.00%:  clean
   6032 0.00%:  needs rules
   6033 0.00%:  last seen
   6034 0.00%:  once meant
   6035 0.00%:  turns cool
   6036 0.00%:  has made me come to a
   6037 0.00%:  means dreams
   6038 0.00%:  means tons
   6039 0.00%:  cuts)
   6040 0.00%:  nerds to the core)
   6041 0.00%:  used to call me the name
   6042 0.00%:  has led me onto a
   6043 0.00%:  has at last come to me!)
   6044 0.00%:  rules at least one dream!)
   6045 0.00%:  has made me more uns
   6046 0.00%:  has made me a man un
   6047 0.00%:  nerds are not meant
   6048 0.00%:  meet me
   6049 0.00%:  leads us to the one
   6050 0.00%:  means a lot to a man that
   6051 0.00%:  means to me all the
   6052 0.00%:  rules are so lame and
   6053 0.00%:  also made me lose that arm!)
   6054 0.00%:  name and
   6055 0.00%:  has made me an uns
   6056 0.00%:  tells me that dreams)
   6057 0.00%:  hates us more
   6058 0.00%:  loses a round here
   6059 0.00%:  means more to me than as an
   6060 0.00%:  rules came
   6061 0.00%:  rules are so hot)
   6062 0.00%:  has made me a real mean
   6063 0.00%:  and the arts are too
   6064 0.00%:  call me
   6065 0.00%:  and all her un
   6066 0.00%:  has not made me an
   6067 0.00%:  made me a man out
   6068 0.00%:  does not mean that!)
   6069 0.00%: ) hates me and
   6070 0.00%:  or sc
   6071 0.00%:  has sure made me one cr
   6072 0.00%:  has made me close to
   6073 0.00%:  sound)
   6074 0.00%:  has made me curse a lot more!)
   6075 0.00%:  came to me as
   6076 0.00%:  has also led me to ren
   6077 0.00%:  sure has done me a real
   6078 0.00%: ) these
   6079 0.00%:  tells us there are non
   6080 0.00%:  see
   6081 0.00%:  here stood
   6082 0.00%:  means alot!)
   6083 0.00%:  has made me learn lots!)
   6084 0.00%:  hurts me and
   6085 0.00%:  means more to me than curse
   6086 0.00%:  nerds can rest
   6087 0.00%:  has lead me to a state
   6088 0.00%:  nerds can call me!)
   6089 0.00%:  has made me a loser to
   6090 0.00%:  and art are not the same as
   6091 0.00%:  does cur
   6092 0.00%:  means more to me than eats
   6093 0.00%:  rules at least once)
   6094 0.00%:  that loses out)
   6095 0.00%:  and truth are at least as
   6096 0.00%:  tells me that our atoms are made
   6097 0.00%:  does more than rule)
   6098 0.00%:  order
   6099 0.00%:  hates me most
   6100 0.00%:  sense!)
   6101 0.00%:  tells us that at room
   6102 0.00%:  means more to me than tell
   6103 0.00%:  that our
   6104 0.00%:  means so much to me a
   6105 0.00%:  has made me a t
   6106 0.00%:  also rem
   6107 0.00%:  also lets me eat more
   6108 0.00%:  also lets me eat more than
   6109 0.00%:  has n
   6110 0.00%:  does the same to a
   6111 0.00%:  can do that at least)
   6112 0.00%:  also made me lose an arm)
   6113 0.00%:  tells us) that one
   6114 0.00%:  means more to me than ac
   6115 0.00%:  means a lot to us here at t
   6116 0.00%:  lost round
   6117 0.00%:  has made me out a los
   6118 0.00%:  has made me out a loser!)
   6119 0.00%:  has made me out a loser)
   6120 0.00%:  tells me that) our dreams
   6121 0.00%:  means more to me than at least a
   6122 0.00%:  has sent me out
   6123 0.00%:  has lead me to one
   6124 0.00%:  turns me on and also
   6125 0.00%:  that made me an
   6126 0.00%:  means a lot to us and there are
   6127 0.00%:  and me are on
   6128 0.00%:  and me are on the
   6129 0.00%:  es
   6130 0.00%:  tells us there are not an
   6131 0.00%:  tells me not so
   6132 0.00%:  lets me do a
   6133 0.01%:  lets me do a lot these
   6134 0.00%:  tells us no one can hear a
   6135 0.00%:  had not
   6136 0.00%:  can tell me not
   6137 0.01%:  can tell me not to eat
   6138 0.00%:  does not tell us that an
   6139 0.00%:  has made me a loser at more
   6140 0.00%:  shout!)
   6141 0.00%:  alone sh
   6142 0.00%:  sure h
   6143 0.00%:  can lead to truth!)
   6144 0.00%:  has sand
   6145 0.00%:  and art are not at
   6146 0.00%:  and art are not at all the
   6147 0.00%:  does out
   6148 0.00%:  can teach us to learn to
   6149 0.00%:  has sm
   6150 0.00%:  has rad
   6151 0.00%:  means more to me then an
   6152 0.00%:  come and
   6153 0.00%:  tells us that neon
   6154 0.00%:  seeds
   6155 0.00%:  nerds are the least cool
   6156 0.00%:  that loses me!)
   6157 0.00%:  tells us the tr
   6158 0.00%:  also made me turn the
   6159 0.00%:  theme round
   6160 0.00%:  can do more than turn
   6161 0.00%:  nerds can hear me
   6162 0.00%:  and mass
   6163 0.00%:  means a lot to m
   6164 0.00%:  cant tell
   6165 0.00%:  can teach us a real lot!)
   6166 0.00%:  tells me that men are)
   6167 0.00%:  can do the rest)
   6168 0.00%:  has no real los
   6169 0.00%:  has led me to a real
   6170 0.00%:  means at
   6171 0.00%:  has at least one date
   6172 0.00%:  darn
   6173 0.00%:  note that
   6174 0.00%:  turns!)
   6175 0.00%: !) means
   6176 0.00%:  alone has made me an un
   6177 0.00%:  nerds are to
   6178 0.00%:  that leads to no real
   6179 0.00%:  means more to me than dust)
   6180 0.00%:  can tell us to do
   6181 0.00%:  has lead me to true
   6182 0.00%:  and math are not same same
   6183 0.00%:  that end
   6184 0.00%:  has made me run
   6185 0.00%:  el
   6186 0.00%:  has dr
   6187 0.00%:  means a lot at the
   6188 0.00%:  tells us no one can reach
   6189 0.00%:  tells us not to cheat)
   6190 0.00%:  has at least made me more un
   6191 0.00%:  means more to us than meat and
   6192 0.00%:  means a lot to me here and
   6193 0.00%:  has also made me)
   6194 0.00%:  tells me that dreams can no
   6195 0.00%:  lands some
   6196 0.00%:  means more to me than scent
   6197 0.00%:  has sure made me all
   6198 0.00%:  means more to me than a run
   6199 0.00%:  leads to the real!)
   6200 0.00%:  seems un
   6201 0.00%:  codes
   6202 0.00%:  has dealt me some real cur
   6203 0.00%:  and art are at such
   6204 0.00%:  mouth
   6205 0.00%:  tells us that one red
   6206 0.00%:  means more than meets)
   6207 0.00%:  lost once
   6208 0.00%:  not true
   6209 0.00%:  has made me s
   6210 0.00%:  sold short
   6211 0.00%:  rule score
   6212 0.00%:  that used
   6213 0.00%:  nerds are not all the
   6214 0.00%:  and art are not to
   6215 0.00%:  means more to me than learn
   6216 0.00%:  also ends
   6217 0.00%: heads
   6218 0.00%:  solo)
   6219 0.00%:  not sure
   6220 0.00%:  rules same
   6221 0.00%:  told me that to
   6222 0.00%:  sue
   6223 0.00%:  rules model
   6224 0.00%:  nerds can call that
   6225 0.00%:  nerds can call that one!)
   6226 0.00%:  cuts to
   6227 0.00%:  that alone
   6228 0.00%:  means more to me than a cell
   6229 0.00%: less
   6230 0.00%:  does such a cr
   6231 0.00%:  and math are real cool
   6232 0.00%:  means more to us than a meal
   6233 0.00%:  turns me on to each
   6234 0.00%:  can cl
   6235 0.00%:  has not made me one
   6236 0.00%:  has led me to) some
