FOR WHAT I CAN ONLY DESCRIBE AS "AWESOME REASONS"
236.19%:  REASONS
0.04%:  STABLE CARE REASONS
0.04%:  REASONS I CAN ONLY DESCRIBE AS "FOR A
0.04%:  SOME REASON I CERTAIN
0.04%:  A CERTAIN "LESSON
0.04%:  A HORSE NAMED STAB
0.04%:  MY HORSE AND ALSO TO
0.04%:  A STABLE CH
0.04%:  NON HORSE RELATED REASONS 
0.04%:  MORE REASONS THAN I CAN ADE
0.04%:  REASONS I CAN ONLY DESCRIBE AS HEART
0.04%:  STABLE REASONS OH MY
0.04%:  WHAT I CAN ONLY DESCRIBE AS "A MO
0.04%:  FOR THIS ONE
0.12%:  FOR THIS ONE REASON
0.04%:  I NEED TO LEARN HORSE
0.04%:  CHESS REASONS I AM
0.07%:  CHESS REASONS I AM CERTAIN
0.04%:  A BRIEF AND
0.07%:  A BRIEF AND SECRET
0.04%:  MY OWN CH
0.09%:  MY OWN CHESS BOARD
0.04%:  THE RID
0.04%:  SOME HORSEY FRIEND
0.06%:  SOME HORSEY FRIEND REASONS
0.04%:  A HORSE NAMED "AL
0.04%:  FOR REASONS I CAN ONLY DESCRIBE AS "MO
0.04%:  FRENCH
0.06%:  FRENCH LESS
0.04%:  A FEW WORDS
0.04%:  A HORSE IS NOT A REAL
0.04%:  HORSES IN A
0.04%:  HORSE DER
0.04%:  OTHER MORE
0.04%:  LE
0.04%:  NE
0.04%:  FOR MY HORSE I NEED
0.04%:  FOR MY OWN BOARD
0.04%:  A WHOLE SERIES OF REASONS CONCERN
0.04%:  OTHER ANIMAL
0.04%:  I CAN ONLY DESCRIBE THESE
0.24%:  I CAN ONLY DESCRIBE THESE REASONS
0.04%:  REASONS I CAN ONLY DESCRIBE AS T
0.04%:  REASONS I CAN ONLY DESCRIBE AS "ROM
0.04%:  NEW SHOES
0.04%:  CERTAIN SEC
0.04%:  NON REASONS
0.04%:  MY CLASS
0.04%:  HORSEY REASONS I
0.07%:  HORSEY REASONS I CANNOT
0.05%:  HORSEY REASONS I CANNOT DESCR
0.04%:  WHAT I CAN ONLY DESCRIBE AS "A FRE
0.04%:  A HORSE BY
0.04%:  I CAN ONLY DESCRIBE THEM AS "RE
0.04%:  A FEW CHESS RELATED
0.04%:  HORSES AT
0.04%:  FOR MEDICAL REASONS IN THE NEAR
0.04%:  A HORSE RACE OF A
0.04%:  WHAT I CAN ONLY DESCRIBE AS "MERE REASONS OF
0.04%:  CHESS RELATED REASONS "
0.04%:  A SECRET HORSE OF
0.07%:  A SECRET HORSE OF MY
0.04%:  I MEAN FOR HORSE
0.30%:  I MEAN FOR HORSE REASONS
0.04%:  OTHER REASONS AND ALSO MAYBE FOR A
0.04%:  WHAT I CAN ONLY DESCRIBE AS A "FEW"
0.57%:  WHAT I CAN ONLY DESCRIBE AS A "FEW" REASONS
0.04%:  CHESS DAY
0.04%:  FOR REL
0.04%:  WEIRD REASONS I
0.09%:  WEIRD REASONS I CANNOT
0.08%:  WEIRD REASONS I CAN
0.04%:  SCIENCE HISTORY
0.04%:  A RIDE WITH
0.04%:  FOR MORE REASONS THAN CAN BE EAS
0.06%:  FOR MORE REASONS THAN CAN BE EASILY SAID
0.04%:  INT
1.76%:  INTENSE HORSE
0.95%:  INTENSE REASONS
0.34%:  INTENSE CH
0.12%:  INTENSE HORSE REASONS
0.11%:  INTENSE COACH
0.07%:  INTENSE RID
0.05%:  INTENSE HORSE RID
0.05%:  INTENSE HORSE BOARD
0.04%:  FOR SOME "ST
1.87%:  FOR SOME "STABLE REASONS
0.09%:  FOR SOME "STABLE" CH
0.05%:  FOR SOME "STABLE CH
0.05%:  FOR SOME "STABLE" REASONS I
0.05%:  FOR SOME "STABLE" REASONS I CAN
0.04%:  OTHER REASONS AND ALSO MAYBE REASON
0.04%:  WHAT I CAN ONLY DESCRIBE AS " REASONS OF
0.04%:  A NEW HORSE TO
0.04%:  REASONS I CAN ONLY DESCRIBE AS "FEAR
0.04%:  MY OWN HORSE FRIEND
0.04%:  ELE
0.04%:  CHESS REASONS D
0.05%:  CHESS REASONS DROM
0.04%:  SOME HORSE RELATED REASONS I CAN NO
0.04%:  A DANCE WITH MY
0.04%:  OTHER FRIENDS
0.04%:  AND
0.04%:  "STABLE" REASONS I CAN
0.04%:  FOR MY HORSES NEED
0.04%:  OTHER REASONS AND MAYBE ALSO REASON
0.04%:  A HORSE AND CAR
0.04%:  FOR SOME REASON ANY
0.04%:  REASONS OF A SECRET
0.05%:  REASONS OF A SECRET AND
0.04%:  REASONS I CAN ONLY REFER
0.14%:  REASONS I CAN ONLY REFER TO AS "CH
0.09%:  REASONS I CAN ONLY REFER TO AS "CHE
0.05%:  REASONS I CAN ONLY REFER TO AS "AWESOME
0.04%:  A STORY IDEA
0.04%:  THE REASON I DESCR
0.04%:  FOR A HORSE AND M
0.04%:  FRENCH LESSON
0.04%:  CERTAIN CHESS REL
0.04%:  HORSE CRA
0.04%:  CERTAIN RE
0.04%:  FOR REASONS I NEED NOT EL
0.04%:  FOR A CLASS ON CH
0.04%:  MAIL
0.04%:  "STABLE FRIEND
0.04%:  HORSES WANT
0.04%:  FOR MY OWN BENE
0.04%: FOR AN
0.04%:  WHAT IS OB
0.04%:  STABLE REASONS AND I
0.04%:  A HORSE NAMED STABLE REASONS
0.04%:  A REASON I DON
0.04%:  HORSE AND M
0.32%:  HORSE AND MICE REASONS
0.04%:  A CONF
0.04%:  MY HORSE FOR
0.04%:  AN AWESOME HORSE AND
0.04%:  A SECRETS REASONS
0.04%:  A HORSE NAMED NEIL
0.04%:  FOR THE SAME REASON REASONS
0.04%:  HORSES AND A
0.04%:  MY LESSON IN HOW
0.04%:  FOR BREAST
0.04%:  SOME NON
0.04%:  A SECRET HORSE FAMILY
0.04%:  ACTION
0.04%:  ACCORD
0.04%:  A HORSE NAMED TOR
0.04%:  TO RIDE A HORSE IN
0.04%:  FOR THE REASONS I
0.48%:  FOR THE REASONS I ALREADY
0.04%:  HORSE AR
0.04%:  HORSE DRA
0.04%:  FOR AN ANIMAL STORY
0.04%:  THE REASONS I DESCR
0.04%:  FOR HORSE REASONS I CANNOT SAY
0.04%: HORSE TIME
0.04%:  STABLE REASONS AS
0.04%:  ONE OF MY HORSE
0.04%:  SWEET
0.09%:  SWEET REASONS
0.04%:  SWEET HORSE
0.04%:  REASONS I CAN ONLY DESCRIBE AS "WHO
0.04%:  SOME REASON I NEED A H
0.04%:  MY NEW HORSE "
0.04%:  FOR HORSE REASONS I NEED TO BE
0.04%:  CONS
0.04%:  REASONS I CANNOT HERE DIS
0.04%:  STABLE CHEES
0.04%:  A LESSON IN HOW TO RIDE
0.04%:  A RACE WITH MY
0.04%:  A HORSE NAMED "SALTINE
0.04%:  WHAT I CAN ONLY DESCRIBE AS MERE "
0.04%:  A HORSE AND ALSO TO
0.04%:  HORSES AND CR
0.04%:  AN ARTICLE ON CH
0.07%:  AN ARTICLE ON CHESS FOR
0.04%:  FOR A "HORSE AND
0.04%:  SOME "HORSEY
0.40%:  SOME "HORSEY" REASONS
0.21%:  SOME "HORSEY REASONS
0.04%:  "CHESS AND
0.04%:  FOR CHEER
0.04%:  WHAT I CAN ONLY DESCRIBE AS A MER
0.04%:  FOR SOME STEADY BRE
0.04%:  THE ONE
0.04%:  FOR A CERTAIN CH
0.04%:  SOME THOR
0.04%:  MY REAL
0.11%:  MY REAL HORSE
0.04%:  ANOTHER SENSE
0.04%:  FOR MY CHESS TOR
0.04%:  FOR SOME REASONS I CANNOT HERE
0.04%:  SOME REASON I NEED TO H
0.04%:  CHESS RAC
0.04%:  DRESS RE
0.04%:  FOR A HORSE SEM
0.04%:  FOR REASONS I CANNOT DEL
0.04%:  A SECRET SH
0.04%:  FOR SOME REASON "
0.04%: CHESS RELATED REASONS OF
0.04%:  WHAT I CAN ONLY DREAM
0.04%:  SOME REASON I NOW FEEL
0.04%:  HORSES REASONS ONLY
0.04%:  FOR MY STABLE HORSE AND
0.04%:  MY HORSE IS LATE AND
0.04%:  MAD
0.22%:  MAD SCIENCE
0.04%:  FOR SECRET CHEES
0.04%:  HORSE MODE
0.04%:  HORSE NATION
0.04%:  FOR CHESS REASONS LATER
0.04%:  FOR DOCTOR
0.04%:  FOR HORSES IN
0.04%:  MY FRIEND THOR
0.04%:  A CERTAIN HORSE NAMED B
0.04%:  FOR RIDE
0.04%:  FOR A SECRET DIS
0.04%:  ER
0.04%:  A LESSON FOR
0.04%:  A HORSE TIME
0.04%:  FOR A HORSE NAMED "TO
0.04%:  A HORSE NAMED WAYNE
0.04%:  A SECOND HORSE TO
0.04%:  STABLE SH
0.04%:  HORSEY REASONS I CANNOT DIS
0.04%:  FOR TRAIN
0.04%:  FOR A HORSE NAMED BET
0.04%:  FOR CHEAT
0.13%:  FOR CHEAT REASONS
0.04%:  MORE THAN A RIDE
0.04%:  A HORSE MAN FRIEND
0.04%:  MORAL AND
0.04%:  MY HORSE TO RACE
0.04%:  LISTEN
0.04%:  THERE IS NO
0.19%:  THERE IS NO REASON
0.04%:  CHESS A
0.04%:  A SECRET AND SH
0.04%:  FOR MY STABLE RACE
0.04%:  AN IR
0.04%:  AN ACTION
0.04%:  WHAT CAN ONLY BE A
0.04%:  CHESS FE
0.04%:  FOR SOME REASONS I CANNOT RE
0.04%:  REASONS OF AN ANIMAL
0.04%:  A BIT OF CH
0.04%:  FOR A HOR
0.05%:  FOR A HORSEY DATE
0.04%:  SCENES WITH
0.04%:  HER LESSON
0.04%:  RACIAL DIS
0.04%:  TO SEE IF A HORSE CAN WIN A
0.04%:  SOME HORSE RELATED REASONS OF A
0.04%:  HORSE SCR
0.04%:  LIFE OR DEATH REASON
0.04%:  ONLINE DATES
0.04%:  TIME ALONE
0.04%:  REASONS ONLY
0.04%:  RACE HORSES AND
0.04%:  HORSE RELATED REASONS OF MY OWN IN
0.04%:  SECRET REASONS I NEED
0.04%:  WHAT REASON I DON
0.04%:  A CERTAIN FRIEND WHO
0.04%:  REASONS I CAN ONLY DESCRIBE AS "WE
0.04%:  A CERTAIN CHESS FRIEND
0.04%:  HORSES REASONS AND
0.04%:  WHAT I CAN ONLY DESCRIBE AS REASONS WE ARE
0.04%:  A HORSE RACES
0.04%:  A HORSE TO COME AND
0.04%:  FOR MY "
0.04%:  A HORSE NAMED TRACY
0.04%:  NON HORSE RELATED REASONS I MAY
0.04%:  REASONS CLEAR
0.04%: AN
0.10%: ANOTHER
1.10%: ANOTHER REASON
0.04%:  SOME RAC
0.04%:  SOME REASON THEY ARE IN
0.04%:  WHAT I CAN ONLY DESCRIBE AS "WERE
0.04%:  HORSES OR REASONS
0.04%:  FOR A REASON I
0.07%:  FOR A REASON I CAN
0.04%:  A LESSON IN HOR
0.04%:  STO
0.04%:  AN AWESOME HORSE TO
0.04%:  OTHER FORMS
0.04%:  SOME REASON I FEL
0.04%:  MY HORSE AND I ARE NOW
0.04%:  REASONS I CAN ONLY DESCRIBE AS "HA
0.04%:  SOME REASON I NEED TO "
0.04%:  FOR RANCH
0.04%:  WHAT SCIENCE
0.04%:  HORSE LADY
0.04%:  MY SECRET HORSE WE
0.04%:  WHAT I CAN ONLY DESCRIBE WAS
0.04%:  A RIDE ON A HORSE TO
0.04%:  THE REAL REASON I WAS
0.04%:  OH DEAR
0.04%:  THE CLASS
0.04%:  LIFE OR DEATH REASONS OR
0.04%:  FACTS
0.04%:  SOME REASON I H
0.04%:  MY OWN HORSE AND
0.04%:  SOME SWEET
0.04%:  AN ARTICLE FOR MY
0.04%:  STABLE MIN
0.04%:  A "HORSE" OF
0.04%:  FOR CHEESE AND
0.04%:  A HORSE NAMED "R
0.04%:  MY HORSE AND I TO
0.04%:  A HORSE ON
0.04%:  A HORSE IDEA
0.04%:  WHY
0.04%:  A CHESS CLIN
0.04%:  SCH
0.04%:  REAL CHESS ACTION
0.04%:  AN ESSAY ON THE
0.04%:  FOR CAN
0.04%:  WHAT I CAN ONLY DESCRIBE AS REASONS"
0.04%:  A DOCTOR
0.04%:  FOR A HORSE NAMED "AL
0.04%:  RACE SEASON
0.04%:  A MANLY
0.07%:  A MANLY REASON
0.05%:  A MANLY HORSE
0.05%:  A MANLY HORSE RACE
0.04%:  A MANLY RIDE
0.04%:  HORSE DEAL
0.04%:  FOR DINNER WITH
0.05%:  FOR DINNER WITH SOME
0.04%:  A HORSE S
0.04%:  AN ALMOST REASON
0.04%:  SOME DOCTOR
0.04%:  A RIDE OF
0.04%: HORSES ONLY
0.07%: HORSES ONLY REASONS
0.04%:  FOR SER
0.04%:  NORMAL H
0.93%:  NORMAL HORSES REASONS
0.04%:  FOR MY CHESS RELATED
0.30%:  FOR MY CHESS RELATED REASONS
0.04%:  WHAT I CAN ONLY DESCRIBE AS FOR "A
0.04%:  FREEDOM
0.04%:  OTHER REASONS AND I MEAN
0.04%:  A SECRET S
0.04%:  FOR MOR
0.04%:  FOR A HORSE NAMED N
0.04%:  SECRET HORSE REASONS I DON
0.04%:  MORE THAN A FRIEND
0.04%:  ONE LAST RID
0.04%:  STABLE DR
0.11%:  STABLE DRAMA REASONS
0.04%:  FOR A HORSE DISC
0.04%:  FOR SOME REASON I HE
0.04%:  AN ESSENCE
0.04%:  A "REASON
0.04%:  REASONS OF SCIENCE AND ALSO
0.04%:  ANOTHER SCO
0.04%:  "STABLE REASONS" AND
0.04%:  SOME HORSE E
0.04%:  A WHOLE SERIES OF RID
0.04%:  FOR SOME HORSE LE
0.04%:  A LESSON FROM A CERTAIN
0.04%:  STABLE REASONS I WON
0.04%:  A COM
0.04%:  BROWS
0.04%:  AST
0.04%:  A SECRET REASON I DO
0.04%:  CHESS B
0.04%:  A HORSE NEEDS NO
0.05%:  A HORSE NEEDS NO REASONS
0.04%:  FOR MY NEW SECRET WE
0.04%:  A HORSE DRA
0.04%:  STABLE AND CONS
0.04%:  ESSENCE OF CHE
0.04%:  MORE REASONS THAN I CAN EASILY DEF
0.04%:  A CERTAIN HORSE NAMED S
0.04%:  A HORSE NAMED RAY
0.04%:  FOR A HORSE NAMED "S
0.04%:  MY ST
1.10%:  MY STABLE HORSE
0.39%:  MY STABLE FRIEND
0.38%:  MY STABLE HORSE FRIEND
0.13%:  MY STABLE REASONS
0.08%:  MY STABLE FRIEND HORSE
0.07%:  MY STABLE FRIENDS
0.07%:  MY STABLE OF
0.04%:  MY STABLE CH
0.04%:  ANIMAL CHE
0.04%:  SOME OTHER REASONS I DON
0.04%:  CHESS RELATED REASONS ANY
0.04%:  SOME DR
0.04%:  FOR ICE
0.05%:  FOR ICE CREAM REASONS
0.04%:  MY TWO
0.05%:  MY TWO HORSE
0.27%:  MY TWO HORSE FRIENDS
0.04%:  SOME HORSE RELATED REASONS OF AN
0.04%:  OTHER REASONS I CAN ONLY DESCRIBE AS "MO
0.04%:  FOR A SCHE
0.04%:  BEYOND
0.07%:  BEYOND REASON
0.04%:  BEYOND HORSE
0.04%:  FOR A SECRET SEC
0.04%:  ME AND THE BOYS
0.04%:  THE NEW
0.04%:  FOR SOME REASONS I NEED TO CLAR
0.04%:  MAYBE A HORSE RELATED
0.04%:  FOR THE REASONS I SAID
0.10%:  FOR THE REASONS I SAID EARL
0.04%:  FOR AN EN
0.04%:  I CANNOT SAY HORSE
0.17%:  I CANNOT SAY HORSE REASONS
0.04%:  FOR HORSE LE
0.04%:  A HORSE FACT
0.04%:  HORSES IN MY
0.04%: CHESS REASONS I
0.04%:  TO SEE IF MY HORSE W
0.04%:  MORE WIN
0.04%:  MY HORSES CAN
0.04%:  A SHOW
0.04%:  A CERTAIN HORSE I NEED
0.04%:  WHAT I CAN ONLY DESCRIBE AS ARE "
0.04%:  FOR A HORSE AND ME
0.04%:  RELATED CH
3.19%:  RELATED CHESS REASONS
0.04%:  HORSE REASONS I NEED
0.04%:  ANY SECOND
0.04%:  HORSE FEELS
0.04%:  FOR SOME "SCIENCE
0.04%:  SOME REASON I DONT FEEL
0.04%:  FOR S
0.04%:  ANIMAL CARE
0.04%:  TO SEE IF MY HORSE CAN BE
0.04%:  FOR "SOME
0.04%:  FOR "SOME REASONS
0.04%:  FOR DINNER WITH A
0.04%:  A DREAM
0.04%:  A HORSE NEEDS ME NOW
0.04%:  BO
0.04%:  THE BOARD
0.04%:  SOME HORSE RELATED REASONS OB
0.04%:  FOR SOME OTHER REASONS I
0.07%:  FOR SOME OTHER REASONS I CAN
0.04%:  CHESS RELATED REASONS"
0.04%:  SECRET R
0.04%:  FOR MY HORSE DANCE
0.04%:  FOR A RIDE WITH
0.04%:  SECRET REASONS I AM
0.04%:  FOR MY NEW HORSE AND ALSO
0.04%:  WHAT I CAN ONLY DESCRIBE AS REASONS OR
0.04%:  A FEW HORSE IDEAS
0.04%:  AN ANIMATE
0.11%:  AN ANIMATE HORSE
0.04%:  TO SEE A HORSE FRIEND
0.04%:  SHADES OF REASONS
0.04%:  LORE
0.04%:  FOR A HORSE BASED
0.04%:  CHESS CL
0.04%:  FOR MY TWO
0.04%:  FOR MY TWO HORSE
0.04%:  FOR SOME HORSE T
0.04%:  AN END
0.05%:  AN ENDLESS CH
0.05%:  AN ENDLESS MATCH
0.04%:  ANOTHER NEED
0.04%:  WHAT I CAN ONLY DESCRIBE FROM
0.04%:  OTHER REASONS I CAN ONLY DESCRIBE AS "F
0.04%:  SOME REASON IN THE WORLD
0.04%:  A HORSE NAMED "RE
0.04%:  "HORSE" REASON
0.04%:  FOR SOME HORSE TEA
0.04%:  WHAT SE
0.04%:  FOR SOME STABLE REASONS AND
0.04%:  WHAT I CAN ONLY DESCRIBE A "
0.04%:  WHAT I CAN ONLY DESCRIBE AS A "FOR REASONS
0.04%:  NON HORSE RELATED REASONS I SAY
0.04%:  CHESS RELATED REASONS A
0.04%:  MY SECRET HORSE IN
0.04%:  SOME STEADY BRE
0.04%:  FOR A SECRET AND SH
0.04%:  ROBOTIC HORSE MAN
0.04%:  FOR SOME REASONS AND ALSO
0.04%:  A LESSON OF
0.04%:  ONE HORSE AND TWO
0.04%:  "SOM
0.04%:  AN ARTICLE ON HOW
0.04%:  TO SEE IF A HORSE CAN IN
0.04%:  A HORSE NAMED "TR
0.04%:  AN OTHER
0.04%:  A RIDE ON MY NEW HORSE "
0.04%:  RELATED HORSE
0.04%:  FOR SOME RAC
0.04%:  FOR SOME RACIAL
0.10%:  FOR SOME RACIAL REASONS
0.04%:  HORSE DATA
0.04%:  "SOCIAL
0.04%:  I CAN ONLY DESCRIBE AS "THE REASONS
0.04%:  STABLE HORSE RACE
0.22%:  STABLE HORSE RACE REASONS
0.04%:  WHAT I CAN ONLY DESCRIBE "AS
0.11%:  WHAT I CAN ONLY DESCRIBE "AS REASONS
0.04%:  A SECRET HORSE FACE
0.04%:  "HORSE MAN
0.04%:  ANY REASON WHATS
0.04%:  FOR AWESOME REASONS I DON
0.04%:  AWESOME FRIENDS
0.04%:  ALSO HORSE
0.04%:  A STABLE OF HORSE
0.09%:  A STABLE OF HORSE REASONS
0.04%:  OTHER REASONS MAYBE I
0.06%:  OTHER REASONS MAYBE I DON
0.04%:  FOR A SECRET AWESOME
0.04%:  SWEET REASON
0.04%:  "SOME HORSE" REASONS
0.04%:  SECRET REL
0.04%:  REASONS I CAN NOT SHARE
0.04%:  SOME REC
0.04%:  FOR A SECRET AND SIN
0.04%:  WITNESS
0.04%:  SOME CAN
0.04%:  WHALES
0.04%:  "SCHOOL
0.04%:  FOR SOME REASON CAN
0.04%:  "RE
0.04%:  A HORSE NEED
0.04%:  OTHER IDEAS
0.04%:  MANLY HORSE REASON
0.04%:  CERTAIN EM
0.04%:  A CERTAIN HORSE MAY
0.04%:  A CERTAIN HORSE MAY NEED
0.04%:  A HORSE FAC
0.04%:  A SECRET HORSE IN
0.04%:  A HORSE NAMED "ALBERTO
0.04%:  HORSES ARE DEFIN
0.04%:  SOME REASON I CAN HEAR
0.04%:  "THE
0.04%:  FOR A HORSE NAMES "
0.04%:  A COW
0.06%:  A COWBOY FRIEND
0.04%:  A COWBOY HAT
0.04%:  A HORSE NAMED "E
0.04%:  BRAIN REASONS
0.04%:  SOME SORT OF CH
0.04%:  TO SEE IF ANYONE
0.04%:  A SECRET HORSE COMBO
0.04%:  FOR SOME REASON I H
0.04%:  FOR "SOME HORSE
0.07%:  FOR "SOME HORSE REASONS
0.04%:  "STABLE REASONS" I
0.04%:  SOME REAL CH
0.04%:  FOR MY OWN HORSE REASONS
0.04%:  FOR MY OWN NEEDS
0.04%:  THE REAL REASON I CAME
0.04%:  FACTORS
0.05%:  FACTORS BEYOND
0.04%:  WHAT I CAN ONLY DESCRIBE AS "A REF
0.04%:  FOR CHEST
0.04%:  FOR CHESS L
0.04%: SOME CH
0.04%:  FOR A CHEES
0.04%:  A HORSE NAMED BOT
0.04%:  FOR "CHESS RELATED" REASONS I
0.04%:  CHESS MY
0.13%:  CHESS MY FRIEND
0.04%:  FOR MY OWN SECRET REASONS AND
0.04%: CHESS LE
0.04%:  AN INST
0.04%:  DRAMA CLASS
0.04%:  STABLE REASONS 
0.04%:  RECORDS
0.05%:  RECORDS REASONS
0.04%:  FOR STABLE NEEDS
0.04%:  SOME STABLE REASONS AND
0.04%:  SOME "STABLE" REASONS OF
0.04%:  FOR A HORSE NAMED C
0.04%:  A BAR
0.04%:  SOME RANCH
0.04%:  OTHER BOARD
0.04%:  I CAN ONLY DESCRIBE THE REASONS AS "FOR
0.04%:  MY OWN CHESS TO
0.04%:  AN A
0.04%:  "SOME REASON" I
0.04%:  SOME FRE
0.04%: CHESS RELATED REASONS I CAN
0.04%:  THE NEED
0.04%:  FOR MY NEW SECRET CH
0.04%:  REASONS I CAN ONLY DESCRIBE AS M
0.04%:  MY HORSE IS A
0.04%:  FOR SOME CHEERS
0.04%:  SOME REASON THEY WON
0.04%:  A HORSE NAMED CL
0.04%:  A SECOND HORSE RACE
0.04%:  RACIAL CON
0.04%:  ARENA
0.04%:  CA
0.04%:  CY
0.04%:  A HORSE RACE OF MIND
0.04%:  REASONS I CAN ONLY DESCRIBE AS FORT
0.04%:  CERTAIN FRIEND
0.04%:  A SECRET MEAL OF HORSE AND
0.04%:  FOR MY HORSE AND I WANT
0.04%:  SOME STAB
0.04%:  THE REASON I ALWAYS
0.04%:  FOR A HORSE NAMED TAL
0.04%:  STABLE SC
0.04%:  MORE REASONS THAN I CAN SAFELY RE
0.04%:  MY FINAL
0.04%:  INTENSE CHE
0.04%:  OTHER REASONS AND ALSO I WAS
0.04%:  FOR A HORSE NAMED "SALTINE
0.04%:  HORSE WIS
0.04%:  WHAT COMES
0.04%:  A HORSE IS A FRIEND
0.04%: FOR MY HORSE TO
0.04%:  HORSES REASONS I CAN
0.04%:  ETH
0.06%:  ETHICS
0.04%:  REASONS OF THE MIND
0.04%:  FOR SOME SECRET REASONS NOW
0.04%:  MANY RID
0.04%:  FISH
0.04%:  THE BENE
0.04%:  FOR SOME STABLE REASONS I DON
0.04%:  FAMILY CH
0.34%:  FAMILY CHESS REASONS
0.04%:  CHESS WORLD WAR
0.04%:  MORE REASONS THAN CAN BE EAS
0.21%:  MORE REASONS THAN CAN BE EASILY DESCR
0.04%:  MORE REASONS THAN CAN BE EASILY SAID
0.04%:  A HORSE MY
0.04%:  ONE HORSE OF MINE
0.04%:  HORSE WINS
0.04%:  HORSE REASONS I DON
0.04%:  FOR SOME REASON 
0.04%:  RACIAL E
0.04%:  A BRIEF LESSON ON THE
0.04%:  FOR MY HORSE DATE
0.04%:  SOME REALITY BASED CH
0.04%:  FOR REASONS I CANNOT SHA
0.04%:  FOR SOME HORSEY REASONS I NEED
0.04%:  A HORSE NAMED RAC
0.04%:  MY HORSE TO WIN
0.04%:  REASONS I CAN ONLY REFER TO AS CH
0.04%:  CEREAL REASONS
0.04%:  ALMOST NO
0.05%:  ALMOST NO REASON WH
0.04%:  THE REASON I M
0.04%:  MORAL REASONS AND
0.04%:  MORAL REASONS AND REASONS
0.04%:  STORIES
0.04%:  FOR HORSES NEED ME
0.04%:  TODAY
0.04%:  "SOME CH
0.04%:  AN ANIM
0.04%:  OTHER ESS
0.04%:  RE REASONS
0.04%:  REMOTE
0.08%:  REMOTE HORSE
0.04%:  BATH
0.04%:  SOME REASON I ALREADY CAN
0.04%:  FOR CHESS TODAY
0.04%:  FOR THE SAME REASONS AS EARL
0.04%:  AN AR
0.04%:  AHEM
0.04%:  SECRET SEC
0.04%:  REASONS I AM CERTAIN
0.04%:  TO RIDE A HORSE NAM
0.04%:  SOME REASON I DEC
0.04%: A HORSE AND
0.04%:  OTHER REASONS MAY BE
0.04%:  FOR A HORSE NAMED A
0.04%:  I CANNOT SAY FOR
0.04%:  OTHER REASONS I AM ALREADY
0.04%:  FOR MY HORSE CO
0.04%:  A HORSE DOES
0.04%:  ANOTHER LIFE
0.04%:  A HORSE NEEDS TO WIN
0.04%:  CHESS REASONS I CANNOT EL
0.04%:  SECON
0.04%:  FOR SENSE
0.04%:  MY FIRST CH
0.04%:  "HORSE RELATED REASONS" I
0.04%:  FOR A LESSON ON THE
0.04%:  A REAL HORSE AND
0.04%:  A CERTAIN HORSE OF MY
0.04%: A HORSE TO
0.04%:  A SCHE
0.04%:  OH MY
0.04%:  A HORSE NAMED SECRET
0.04%:  A HORSE MY FRIEND
0.04%:  REASONS OF HORSE AND MAN
0.04%:  A BRIEF SEC
0.04%:  AFTER
0.06%:  AFTER SCHOOL
0.04%:  AFTER DINNER
0.04%:  MORE CHESS TRO
0.04%:  FOR A "REASON
0.04%:  FOR SOME RA
0.04%:  "CLASSIC
0.04%:  "CLASSIC REASONS
0.04%:  A SECRET INC
0.04%:  WHAT I CAN ONLY DESCRIBE AS REASONS OF RE
0.04%:  MANHOOD
0.57%:  MANHOOD REASONS
0.04%:  FOR A DINNER
0.04%:  THERE IS SOME
0.04%:  CHESS REASONS I NEED TO BE
0.04%:  FOR MY OWN HORSE NEEDS
0.04%:  FOR ONE HORSE AND
0.04%:  DEFIN
0.04%:  A HORSE IS A FINE
0.04%:  BOARD SCIENCE
0.04%:  MY FRIEND WHO IS ALSO
0.04%:  A SH
0.04%:  FOR SOME REASONS I CANNOT CLEAR
0.04%:  DEL
0.04%:  SOME HORSE RELATED REASONS ON
0.04%:  FOR MY LESSON ON CH
0.04%:  "CHESS RELATED" REASONS I CAN
0.04%:  SOME BRO
0.04%:  A COWBOY HORSE
0.04%:  A HORSE NAMED SNOW
0.04%:  A SECOND OR
0.09%:  A SECOND OR THREE
0.04%:  AN "ANIMAL
0.04%:  AN ALREADY
0.04%:  FOR AWESOME REASONS I CANNOT SAY
0.04%:  HORSES RELATED REASONS OF
0.04%:  RACE CAR
0.04%:  FOR REASONS I CAN ONLY DESCRIBE AS TEM
0.04%:  A WHOLE NEW
0.21%:  A WHOLE NEW REASON
0.07%:  A WHOLE NEW REASON TO
0.05%:  A WHOLE NEW REASON FOR
0.04%:  MY STABLE REASON
0.04%:  FOR MORE REASONS THAN CAN BE EASILY DIS
0.04%:  REASONS WHY
0.04%:  A RENDER
0.04%:  SOME WE
0.54%:  SOME WEIRD REASONS
0.26%:  SOME WEIRD HORSE
0.89%:  SOME WEIRD HORSE REASONS
0.07%:  SOME WEIRD REASON I
0.09%:  SOME WEIRD REASON I CAN
0.05%:  SOME WEIRD SCIENCE
0.09%:  SOME WEIRD SCIENCE REASONS
0.04%:  WHAT I CAN ONLY DESCRIBE AS REASONS OF MAR
0.04%:  NORMAL HORSES AND
0.04%:  FOR AN AWESOME RACE
0.04%:  FOR HER
0.04%:  A WHOLE RIDE
0.04%:  WHAT I CAN ONLY DESCRIBE AS "FEW
0.58%:  WHAT I CAN ONLY DESCRIBE AS "FEW REASONS
0.04%:  RACES WITH
0.04%:  REASONS I CAN ONLY DESCRIBE AS "HER
0.04%:  "CHESS MEET
0.04%:  THE RIDE
